POA_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA3171,30,139,39,35,5,341,135,37,374,158,144,16,865,6,0,15,8,10,0,41,15,0,41,73,123,15,268,67,8,110,60,96,98,444,894,166,2189,1024,1141,305,5714
POA3172,72,239,79,76,8,590,114,70,405,199,192,43,1022,6,0,29,15,29,0,85,8,10,68,68,163,3,332,26,6,71,59,122,57,337,573,257,2173,1280,1861,257,6399
POA3173,76,290,89,63,17,677,241,96,592,252,238,46,1473,9,0,33,16,30,0,85,22,3,73,83,184,7,380,49,7,147,83,153,83,522,1257,355,3546,1629,2072,352,9213
POA3174,91,273,125,88,12,833,245,99,783,414,463,64,2062,10,4,30,22,29,7,99,37,13,103,103,218,22,494,87,5,188,123,185,130,728,1621,359,3665,2091,2769,485,10981
POA3175,110,350,147,115,22,984,310,116,851,539,585,85,2483,6,5,33,25,30,3,105,33,6,107,132,282,17,583,91,7,212,148,251,150,858,1753,411,4136,2644,3786,621,13349
POA3177,15,70,29,25,4,181,42,26,136,90,137,16,454,0,0,5,4,10,0,21,9,0,20,28,62,10,121,16,3,50,39,60,35,192,248,68,749,492,900,139,2598
POA3178,116,566,199,144,16,1354,281,147,754,398,337,62,1961,4,4,57,31,48,0,146,41,9,88,95,304,10,542,59,14,169,73,165,46,523,1615,520,4377,2284,3494,357,12653
POA3179,24,79,37,29,3,215,48,29,161,68,76,8,396,5,0,8,6,4,0,27,3,0,17,13,46,0,77,17,0,31,21,44,6,119,288,103,786,377,624,49,2230
POA3180,45,145,36,34,3,321,61,33,175,74,104,10,467,4,0,10,5,6,0,27,9,10,25,19,53,3,124,16,6,31,25,37,8,120,382,140,986,468,743,64,2785
POA3181,82,344,62,27,9,868,349,143,725,147,100,29,1493,28,12,175,35,32,5,298,35,11,101,55,95,0,295,58,12,220,46,48,47,432,1972,583,5559,1275,1180,227,10788
POA3182,122,413,92,67,13,1141,408,133,687,210,124,43,1595,44,16,189,57,55,8,374,48,7,115,71,154,6,406,95,12,197,88,72,43,513,2381,665,5162,1624,1729,286,11838
POA3183,120,417,106,89,23,1078,343,110,587,142,110,28,1318,35,12,116,41,31,4,241,31,9,104,58,101,5,312,39,15,145,41,37,47,324,1713,543,4047,1140,1149,218,8802
POA3184,95,357,55,29,5,878,312,100,517,132,78,23,1148,43,17,137,40,33,5,268,23,8,91,53,64,7,251,61,17,118,43,50,27,319,1549,486,3710,1010,990,168,7914
POA3185,87,252,59,49,15,672,223,83,440,90,95,19,942,16,8,77,30,13,3,148,17,13,60,29,62,6,186,42,5,113,36,26,22,245,1177,448,2972,713,733,127,6173
POA3186,90,318,77,37,18,792,332,100,601,136,70,43,1278,28,12,88,11,31,0,171,21,3,74,33,72,3,213,69,16,182,65,33,45,407,1803,561,4282,1076,928,266,8912
POA3187,76,274,52,31,7,614,206,56,417,96,59,19,855,20,9,62,18,14,5,128,20,7,67,23,48,4,164,36,13,115,38,25,27,261,1167,372,2946,810,719,162,6180
POA3188,110,297,71,46,6,774,224,93,457,144,96,26,1041,27,8,74,23,18,0,157,30,8,60,55,53,8,212,48,17,127,41,54,30,313,1361,519,3400,1017,997,155,7456
POA3189,45,109,23,24,4,276,66,42,160,75,57,12,409,6,4,26,7,6,0,44,10,4,20,20,40,0,96,16,4,31,16,23,12,106,369,146,1013,437,497,59,2527
POA3190,75,229,63,36,8,563,136,73,278,135,104,19,738,8,6,34,19,27,0,99,12,4,41,31,62,9,164,23,3,67,14,34,16,164,776,319,2126,798,929,104,5054
POA3191,68,170,39,25,8,457,124,51,263,88,55,12,603,14,0,42,18,14,0,91,5,9,32,21,35,0,112,34,12,70,21,21,17,170,789,300,1887,590,573,104,4244
POA3192,141,482,108,91,9,1090,254,122,577,246,206,31,1439,17,12,77,34,28,12,181,24,12,80,65,129,9,322,50,8,128,64,76,36,362,1427,533,3747,1558,1955,229,9440
POA3193,116,413,85,54,18,929,238,83,437,144,91,32,1018,17,7,75,23,19,3,150,19,7,63,29,66,8,201,56,10,151,45,59,44,364,1250,481,3421,1137,1164,216,7665
POA3194,103,269,88,46,4,675,135,65,366,125,122,15,826,14,6,31,21,11,3,89,17,3,53,36,81,4,192,11,8,63,28,43,19,178,749,338,2106,914,1166,139,5412
POA3195,249,820,193,164,21,1881,361,219,923,339,337,40,2221,20,16,103,49,70,4,264,29,18,79,99,242,8,481,53,25,185,91,148,54,562,1851,884,5559,2495,3501,367,14654
POA3196,178,622,162,135,17,1431,244,147,624,260,322,41,1647,11,0,63,38,34,6,156,20,15,54,72,193,11,357,27,5,130,61,131,51,397,1109,565,3517,1854,3061,248,10355
POA3197,53,199,74,53,11,457,95,53,236,168,141,25,719,6,0,29,8,19,0,61,10,9,22,36,116,5,194,17,6,57,38,77,36,219,365,213,1300,822,1594,155,4444
POA3198,97,312,91,84,7,726,92,84,321,254,232,25,1016,9,4,35,11,38,0,95,6,3,33,46,138,4,229,18,0,36,41,94,26,229,453,296,1607,1144,2196,165,5854
POA3199,303,948,296,252,40,2283,400,292,1314,762,907,98,3772,22,11,80,77,83,9,286,39,15,95,151,381,19,701,37,26,147,144,281,97,728,1524,979,5228,3698,6750,564,18740
POA3200,19,27,17,23,0,93,14,17,44,62,103,8,247,0,0,0,0,9,0,18,0,0,9,11,39,0,57,0,0,8,11,55,11,85,41,48,201,225,684,66,1264
POA3201,74,241,113,140,13,682,107,85,367,334,431,45,1360,0,0,17,14,35,3,73,6,8,30,60,266,0,373,8,10,59,63,183,48,376,416,229,1511,1463,3456,275,7344
POA3202,16,22,16,11,0,94,30,11,82,27,44,3,201,0,0,5,0,4,0,20,0,0,10,10,11,0,34,6,0,17,8,7,3,38,146,55,388,180,254,34,1055
POA3204,200,627,171,103,12,1627,429,183,923,313,229,62,2131,30,13,116,30,40,4,240,46,12,115,68,148,8,395,90,14,208,67,58,54,496,2878,863,6222,1902,1900,336,14109
POA3205,53,179,36,11,5,448,169,55,274,59,32,12,599,26,11,82,34,18,0,176,22,9,43,33,50,0,155,50,7,103,22,23,25,229,1229,331,2657,669,540,150,5571
POA3206,46,139,20,8,4,351,193,39,243,48,30,8,564,20,5,53,11,13,0,98,17,6,23,14,28,0,90,33,12,82,30,13,15,176,1031,278,1933,436,420,85,4188
POA3207,75,242,69,35,13,635,218,97,390,97,66,18,877,25,8,76,40,30,4,187,37,7,71,59,68,3,248,49,11,140,49,50,27,329,1487,497,3441,1148,1125,208,7909
POA3211,3,12,8,4,0,31,10,6,9,13,9,0,46,0,0,0,8,3,0,6,0,0,3,0,7,0,10,0,0,3,3,12,3,22,34,18,64,82,177,14,386
POA3212,78,275,113,114,6,707,84,100,298,224,301,26,1038,3,3,13,16,27,4,68,14,4,28,43,154,3,239,11,5,31,23,90,35,187,398,275,1543,1172,2624,175,6191
POA3213,15,68,16,22,3,143,21,19,84,40,79,9,256,0,0,0,13,5,0,19,4,0,3,11,54,0,74,0,0,8,13,34,11,62,108,54,392,285,706,56,1600
POA3214,50,132,82,97,9,426,46,21,190,224,465,41,984,0,0,11,7,27,0,51,11,3,8,36,154,9,224,12,0,24,29,125,54,256,339,125,848,832,2525,241,4913
POA3215,118,350,129,121,12,872,165,112,468,276,371,46,1443,4,0,36,14,30,3,88,8,4,30,36,149,9,243,30,8,37,35,108,36,259,677,382,2067,1280,2614,243,7267
POA3216,357,1417,355,322,26,3217,621,438,1967,780,990,90,4898,30,10,105,42,77,10,277,50,17,124,150,378,13,734,57,12,177,103,210,73,634,2721,1286,7513,3578,6592,451,22152
POA3217,129,539,147,113,13,1141,215,160,802,330,403,32,1950,3,7,38,27,39,0,124,14,6,46,73,171,13,324,15,0,64,31,86,25,221,822,434,2875,1544,2907,189,8773
POA3218,112,365,91,72,10,856,189,124,501,181,219,23,1239,10,3,47,16,22,4,102,9,6,37,41,93,7,191,19,4,51,25,42,30,171,832,413,2228,964,1677,143,6260
POA3219,73,202,93,104,6,556,125,106,462,261,527,45,1523,12,3,27,27,44,7,109,11,5,51,41,186,10,301,11,0,24,29,81,24,184,512,297,1595,1060,2744,189,6402
POA3220,112,405,77,72,4,923,351,154,750,161,172,23,1604,22,12,53,19,22,0,125,12,3,30,41,81,9,175,17,11,72,24,49,19,188,1122,478,2804,965,1419,144,6935
POA3221,6,17,4,5,0,42,4,12,31,4,3,0,57,0,0,0,0,0,0,6,0,0,6,0,5,0,11,0,0,10,0,9,0,20,37,27,117,35,88,9,312
POA3222,93,246,89,93,6,636,99,108,397,265,385,21,1278,3,3,22,18,27,0,76,3,0,38,56,192,8,301,9,6,32,33,85,27,186,384,298,1362,1078,2590,146,5856
POA3223,34,89,38,40,4,268,53,35,125,103,120,11,457,5,3,14,12,14,4,52,3,5,17,20,66,0,108,8,0,10,16,33,10,78,231,124,567,486,976,77,2471
POA3224,63,202,87,115,9,546,71,77,348,219,316,24,1054,0,5,15,16,22,0,54,4,8,29,53,172,9,279,0,0,22,29,67,29,152,245,212,1124,898,2256,136,4873
POA3225,26,104,18,16,9,218,38,23,140,51,38,13,299,3,4,20,6,7,0,43,7,7,9,7,9,0,43,4,5,15,11,24,8,65,215,118,651,251,362,49,1645
POA3226,135,443,115,99,14,989,183,162,458,224,199,36,1261,8,4,44,22,31,10,115,8,5,48,36,92,8,202,14,5,51,42,56,20,188,643,467,2066,1135,1916,173,6393
POA3227,27,110,21,22,3,243,61,39,166,43,36,8,357,3,0,20,8,8,0,39,8,3,12,13,25,3,57,8,3,23,5,23,4,69,235,123,801,302,432,60,1956
POA3228,175,603,128,91,14,1299,245,197,681,223,190,29,1563,30,13,89,44,50,8,231,9,8,64,76,132,11,305,21,11,114,49,86,41,315,1086,636,3518,1528,2431,224,9429
POA3230,23,54,10,7,0,166,44,14,79,27,22,0,190,3,0,8,3,6,0,28,4,0,12,0,15,0,35,0,7,19,10,6,0,42,184,90,442,159,253,23,1154
POA3231,14,32,8,5,0,75,17,6,40,12,0,0,81,0,0,17,3,0,0,22,5,3,5,0,3,0,12,10,0,4,0,0,7,23,91,55,251,76,112,16,602
POA3232,0,19,3,0,0,27,7,8,13,10,9,0,48,0,0,8,0,0,0,8,0,0,0,0,0,0,5,0,0,3,0,3,0,15,47,22,159,72,134,21,456
POA3233,13,26,5,0,0,61,13,8,34,20,20,0,91,0,0,6,0,7,0,20,5,0,0,6,7,3,11,0,0,10,3,7,3,28,82,40,201,124,256,28,723
POA3234,0,4,0,0,0,10,0,4,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,32,14,18,0,84
POA3235,4,6,3,0,0,18,10,5,12,8,5,3,38,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,3,7,0,15,29,13,55,38,52,4,191
POA3236,0,3,0,0,0,10,0,0,6,4,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,25,16,23,0,86
POA3237,0,5,0,4,0,8,3,0,0,0,0,0,7,0,0,0,6,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,10,8,0,17,21,33,3,83
POA3238,0,8,0,0,0,18,3,0,3,0,4,0,11,0,0,3,0,0,0,4,0,0,0,0,3,0,3,0,0,3,0,0,0,3,12,3,36,20,27,0,101
POA3239,0,3,0,0,0,9,0,0,7,3,6,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,6,4,28,21,61,7,129
POA3240,16,45,14,13,0,112,8,14,54,24,21,0,128,0,0,4,3,9,0,19,0,0,0,8,31,0,36,0,0,4,0,4,0,20,61,46,241,147,328,30,846
POA3241,10,44,24,11,0,102,8,15,66,39,61,9,196,0,0,5,4,8,0,14,0,0,0,9,23,0,28,4,0,7,8,18,3,38,54,40,239,194,462,34,1021
POA3242,5,14,8,4,0,36,7,10,29,9,14,5,71,0,0,5,3,0,0,8,0,0,0,3,6,0,15,0,0,0,0,5,0,6,21,21,98,49,133,18,339
POA3243,0,0,0,0,0,7,0,7,9,3,4,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,4,12,13,13,31,20,59,14,149
POA3249,15,34,10,25,0,100,12,15,49,33,45,10,168,4,0,4,5,4,0,17,0,0,0,10,18,0,30,0,0,7,6,19,13,37,56,38,191,194,540,50,1071
POA3250,43,152,40,71,0,337,46,30,150,153,263,23,668,0,0,10,6,14,0,27,3,0,5,24,130,3,163,0,0,0,11,47,25,84,143,103,616,542,1837,144,3389
POA3251,0,7,0,4,0,11,0,3,4,3,9,0,27,0,0,0,0,0,0,5,0,0,0,0,4,0,8,0,0,0,0,3,0,3,11,7,24,31,87,11,174
POA3254,0,4,0,0,0,11,0,0,8,5,6,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,3,0,4,3,4,20,16,69,7,115
POA3260,13,79,12,24,3,148,19,17,61,41,94,14,252,0,0,3,0,10,0,12,3,0,3,3,22,0,35,0,0,4,0,22,11,40,64,54,295,179,659,67,1324
POA3264,9,22,7,10,0,44,9,5,29,29,58,8,142,0,0,4,0,8,0,5,0,0,0,4,23,0,38,0,0,5,3,8,8,20,23,28,113,92,323,29,622
POA3265,3,38,11,12,0,86,6,12,47,27,43,7,142,0,0,3,0,0,0,9,0,0,3,3,15,0,20,0,0,3,5,22,0,30,31,33,202,164,427,52,921
POA3266,10,25,13,15,0,73,6,7,28,18,46,5,112,0,0,0,0,4,0,3,0,0,0,7,15,0,24,0,0,3,0,14,7,33,18,22,139,127,457,34,795
POA3267,0,0,0,0,0,8,0,0,6,3,9,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,6,5,4,9,7,30,0,62
POA3268,7,37,6,4,0,61,7,3,29,24,30,0,94,0,0,0,0,5,0,3,0,0,0,0,25,0,25,0,0,4,0,15,5,28,28,21,190,128,371,43,784
POA3269,4,9,3,0,0,16,0,0,11,0,8,0,21,0,5,3,0,0,0,9,0,0,0,0,0,0,4,3,0,0,0,3,0,14,15,13,64,38,109,18,259
POA3270,0,7,0,0,0,9,0,0,3,8,9,0,14,0,0,4,0,0,0,7,0,0,0,0,3,0,4,0,0,4,0,3,0,9,0,3,40,19,50,3,114
POA3271,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,18,3,48
POA3272,4,18,7,6,0,46,6,4,25,24,24,0,80,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,3,0,10,23,14,91,87,193,17,413
POA3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,9,24,0,50
POA3274,0,0,0,0,0,3,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,17,25,6,70
POA3275,0,11,3,10,0,19,0,3,4,3,5,0,26,0,0,0,0,0,0,0,0,0,0,5,9,0,11,0,0,0,0,6,0,6,4,4,23,23,99,4,168
POA3276,6,7,0,0,0,10,3,0,5,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,5,10,24,27,73,0,133
POA3277,0,30,6,15,0,61,8,3,35,27,27,3,107,0,0,0,0,3,0,7,0,0,3,0,23,0,31,0,0,0,0,13,7,18,28,13,125,102,309,28,606
POA3278,0,0,0,0,0,5,0,0,9,0,5,0,14,0,0,0,0,4,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,4,14,24,60,8,121
POA3279,0,4,0,0,0,8,4,3,0,0,7,4,17,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,25,16,47,10,96
POA3280,165,581,137,219,20,1345,300,238,883,489,702,60,2673,8,3,29,26,54,4,130,8,4,38,63,291,12,414,7,6,36,38,151,46,290,769,580,2767,1741,4420,322,10601
POA3281,6,46,11,9,0,82,13,17,52,32,31,5,140,0,0,5,0,3,0,10,0,0,8,0,21,0,29,0,0,0,0,13,8,12,43,29,184,112,306,24,699
POA3282,12,40,9,14,3,85,19,13,46,34,63,10,188,0,0,0,0,4,0,5,0,0,6,13,31,4,47,0,0,3,5,20,13,42,53,36,175,114,419,34,837
POA3283,10,14,4,3,0,41,11,6,45,19,25,9,109,0,0,0,0,4,0,11,0,0,6,0,12,0,16,0,0,6,0,12,7,26,35,22,126,83,200,20,490
POA3284,15,68,18,3,0,127,37,26,98,45,39,4,261,0,0,5,3,10,0,17,0,0,5,4,15,0,25,0,0,8,5,6,3,28,104,71,380,201,405,53,1206
POA3285,3,10,9,8,0,46,9,4,27,14,12,4,71,0,0,0,3,0,0,5,0,0,0,0,8,0,15,0,0,0,0,3,0,12,40,23,90,57,197,22,420
POA3286,0,3,3,3,0,16,5,0,0,10,4,0,15,0,0,0,0,0,0,5,0,0,0,0,5,0,8,0,0,0,0,5,0,10,7,10,26,33,69,3,155
POA3287,0,14,4,5,0,15,0,0,3,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,39,15,69,3,129
POA3289,3,3,0,8,0,24,0,0,5,8,14,3,29,0,0,3,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,5,0,5,8,9,44,47,104,15,221
POA3292,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,20,0,40
POA3293,0,5,0,0,0,5,0,0,0,7,4,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,6,0,26,21,57,8,116
POA3294,3,24,6,5,0,39,9,8,9,8,0,3,33,0,0,4,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,5,22,20,117,61,134,15,369
POA3300,44,140,33,68,3,360,50,61,237,161,213,24,763,0,0,8,4,9,0,21,0,0,10,21,99,0,134,5,0,12,10,49,12,84,185,157,678,459,1504,97,3083
POA3301,9,26,8,9,0,51,7,5,22,11,23,0,71,0,0,0,0,8,0,5,0,0,0,0,5,0,5,0,0,0,0,6,3,14,27,22,109,91,189,22,460
POA3302,0,3,0,0,0,6,0,4,8,5,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,25,32,56,4,124
POA3303,0,6,0,3,0,10,0,0,3,5,6,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,4,3,16,15,49,4,94
POA3304,6,13,5,10,0,30,4,9,13,21,59,0,110,0,0,0,0,3,0,4,0,0,0,0,19,0,26,0,0,4,0,19,12,34,17,26,78,97,390,43,644
POA3305,40,176,47,82,10,399,44,60,214,163,258,29,767,4,0,8,9,23,0,55,0,0,15,21,124,3,171,0,4,6,8,72,19,114,136,137,675,572,1919,149,3590
POA3309,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,6,9,16,3,31
POA3310,0,0,0,0,0,4,0,0,4,7,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,33,5,60
POA3311,0,20,6,7,0,47,8,7,30,24,36,0,106,0,0,0,0,3,0,7,0,0,0,4,12,0,19,0,0,0,0,5,6,14,16,18,73,55,208,13,377
POA3312,0,8,0,8,0,18,0,0,8,14,11,3,41,0,0,0,0,0,0,0,0,0,0,0,13,0,13,3,0,0,0,7,3,17,5,10,59,51,162,24,308
POA3314,3,3,0,0,0,13,0,0,5,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,44,60,67,11,198
POA3315,0,16,8,4,5,39,0,4,27,15,31,0,91,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,10,4,15,12,12,104,91,219,26,461
POA3317,0,0,0,0,0,0,0,5,7,9,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,12,14,29,0,59
POA3318,6,17,0,3,0,38,7,9,24,11,20,0,63,0,0,0,0,0,0,3,0,0,0,0,8,0,11,0,0,0,0,0,0,7,9,18,81,62,138,10,323
POA3319,0,5,0,0,0,7,0,0,8,4,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,22,17,48,15,104
POA3321,14,40,11,10,0,88,7,8,41,19,15,5,96,0,0,7,3,7,0,15,0,0,0,4,10,0,23,0,0,4,3,0,0,13,35,41,198,125,279,24,706
POA3322,3,0,0,0,0,0,0,0,4,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,30,0,48
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,15,4,35
POA3324,0,3,0,0,0,10,0,0,6,0,0,4,9,0,0,3,0,0,0,6,0,0,0,0,5,0,5,0,0,3,0,0,0,6,6,4,42,23,60,15,149
POA3325,0,0,0,0,0,3,3,4,3,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,3,0,7,6,3,33,24,50,5,123
POA3328,13,42,15,13,0,95,10,16,43,22,53,3,143,0,0,0,0,4,0,5,3,0,0,4,27,0,37,0,4,10,3,23,4,44,27,62,172,129,409,15,816
POA3329,4,5,0,0,4,15,0,0,5,6,4,0,18,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,0,0,0,0,7,6,20,24,61,4,122
POA3330,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,9,5,30,3,45
POA3331,39,107,51,48,0,293,23,40,117,95,159,4,442,0,3,7,10,10,0,28,3,7,6,17,76,0,106,3,5,13,9,52,11,93,110,126,491,488,1227,77,2513
POA3332,3,9,0,10,0,28,0,4,16,19,25,0,60,0,0,0,5,0,0,0,0,0,0,0,16,0,21,0,0,4,0,8,3,12,16,11,70,78,221,20,417
POA3333,0,14,4,5,0,28,5,5,12,7,9,0,42,0,0,0,0,3,0,3,0,0,0,0,5,0,13,0,0,0,0,3,0,13,18,6,57,59,128,14,292
POA3334,0,9,3,8,0,17,0,0,9,9,6,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,5,0,11,11,0,29,23,80,7,153
POA3335,18,46,22,22,0,146,48,29,143,69,79,9,371,0,0,11,8,7,0,28,3,0,16,28,38,4,85,16,0,25,13,38,18,108,275,78,715,467,639,66,2240
POA3336,72,252,54,66,6,562,179,78,552,226,181,23,1234,4,3,26,11,18,5,66,3,0,41,48,85,12,195,35,0,75,54,65,34,271,904,261,2490,1281,1569,209,6722
POA3337,128,385,192,239,16,1071,101,83,437,412,543,63,1629,5,6,33,26,63,4,131,16,6,26,63,350,12,474,27,5,67,67,233,92,490,574,349,2080,1958,4944,430,10338
POA3338,117,352,156,138,19,964,171,113,558,378,434,46,1704,4,0,25,26,43,5,104,23,3,63,69,235,13,394,24,9,74,81,173,78,437,1099,348,2609,2075,3704,389,10212
POA3340,156,453,138,181,14,1096,111,89,365,265,293,27,1151,8,4,34,26,58,3,128,13,3,40,64,251,10,378,10,0,42,44,166,58,324,575,381,1908,1525,3725,263,8364
POA3341,8,33,11,14,0,72,5,12,24,25,21,0,80,0,0,0,5,0,0,8,0,0,0,7,27,0,34,0,0,3,4,21,0,33,43,30,115,114,276,20,607
POA3342,35,45,18,22,0,139,17,17,52,36,57,9,190,0,0,6,0,9,0,18,0,0,7,7,29,0,46,4,0,8,0,15,7,42,81,78,274,195,585,50,1261
POA3345,11,19,6,5,0,60,8,6,27,17,19,0,73,0,0,4,5,0,0,8,0,0,4,0,12,0,11,0,0,0,7,11,0,18,40,29,118,91,198,22,496
POA3350,480,1482,309,399,25,3430,877,540,2031,862,1033,116,5455,42,22,163,66,111,8,419,49,21,115,126,404,14,730,33,8,130,85,213,64,531,2765,1556,7250,3540,7155,521,22782
POA3351,35,125,50,43,7,299,45,48,171,119,201,12,592,0,0,5,5,19,3,39,0,3,3,18,98,8,130,0,0,17,13,67,22,124,132,128,584,500,1467,126,2940
POA3352,85,287,122,121,14,750,128,124,415,241,315,33,1254,8,4,28,20,60,6,118,7,4,13,44,207,0,278,12,0,31,33,96,27,192,438,315,1426,1090,2918,196,6389
POA3355,36,137,37,81,3,345,49,51,200,133,218,13,672,5,0,16,7,22,3,47,11,3,11,22,74,9,126,6,0,18,22,60,19,122,210,148,694,500,1430,113,3098
POA3356,52,143,59,76,5,379,51,66,261,172,369,22,940,0,0,8,8,19,0,42,0,0,14,37,131,3,187,5,0,15,12,72,22,125,170,160,806,613,2085,110,3947
POA3357,39,120,26,24,5,267,34,35,103,42,42,4,263,3,0,10,0,3,0,19,5,0,3,4,15,0,32,3,0,6,0,10,5,33,147,108,440,207,393,29,1327
POA3358,15,81,26,24,0,165,29,25,123,50,83,9,317,0,0,3,4,8,0,7,0,0,4,8,38,0,49,0,0,4,7,15,13,38,95,53,355,220,555,39,1315
POA3360,4,5,0,0,0,18,0,5,11,5,16,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,4,11,7,8,42,37,104,7,208
POA3361,0,3,4,4,0,15,4,0,8,10,13,0,35,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,0,4,4,7,34,27,77,0,159
POA3363,21,32,10,16,3,96,21,16,50,54,55,3,197,0,0,8,11,10,0,30,4,4,0,11,40,0,57,0,0,5,3,21,0,33,62,54,189,182,456,24,970
