POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA3034,233,252,185,1253,21,1947,5,0,5,28,6,51,864,14,34,25,5,942,323,26,16,80,5,452,33,11,17,27,0,92,378,203,110,1017,24,1728,215,7,16,6,0,247,25,0,0,11,3,44,73,20,7,94,6,200,567,88,44,183,12,892,15,6,0,0,0,26,242,12,4,0,0,264,108,52,32,394,9,599,1862,243,108,687,73,2958,23,0,3,4,0,32,90,12,14,32,0,145,201,20,11,41,4,279,226,43,15,88,8,375,32,0,4,0,0,34,24,9,8,4,0,40,98,7,7,37,0,151,16,0,4,4,0,22,7,4,0,0,0,11,78,40,34,248,4,404,87,0,5,8,0,103,7,0,0,5,0,15,78,3,3,4,0,92,44,0,0,4,0,50,842,18,24,21,5,904,8,0,0,14,0,20,1468,126,118,154,15,1882,121,4,5,20,388,534,7504,760,487,3089,551,12388
POA3036,69,192,130,1044,16,1447,0,3,0,24,0,29,107,3,4,16,0,125,168,22,14,76,0,273,19,11,10,20,0,53,230,119,118,1034,9,1515,41,0,3,0,0,50,11,8,0,11,0,31,55,20,7,93,3,179,182,32,19,118,0,350,15,5,0,0,0,29,81,8,4,3,0,93,76,42,20,369,0,513,505,76,49,352,3,986,3,0,0,0,0,3,63,13,11,24,0,108,85,22,5,31,3,152,168,26,16,125,0,341,14,0,0,0,0,20,15,9,0,4,0,26,78,13,12,22,3,126,16,6,3,6,0,26,0,0,3,0,0,5,65,47,33,318,0,462,58,4,5,19,0,85,7,0,0,0,0,14,19,5,0,3,0,32,23,0,0,4,0,26,78,0,3,0,0,82,4,0,3,8,0,17,469,66,60,112,3,702,28,4,0,4,163,208,2391,456,321,2611,195,5974
POA3037,1273,1228,797,5596,61,8950,11,22,7,165,3,210,2181,43,65,49,18,2353,1141,126,60,370,12,1702,139,60,29,110,0,339,1997,739,514,3843,65,7155,1900,60,128,28,0,2116,91,8,9,41,0,153,313,92,80,356,7,846,1000,251,122,628,13,2014,130,14,10,31,0,188,3149,45,25,17,3,3243,318,147,79,1107,6,1658,2269,561,293,1939,16,5077,49,4,0,0,0,54,538,155,46,130,3,872,1769,230,132,466,6,2600,2329,477,274,1564,24,4669,146,21,13,3,4,191,130,44,27,11,0,208,386,61,48,156,0,657,80,19,16,8,0,128,249,23,6,0,0,286,328,110,91,871,12,1412,496,53,29,78,8,664,68,22,11,10,0,108,410,32,21,57,0,516,402,13,7,14,0,443,2204,54,65,47,14,2377,46,12,4,40,0,100,9522,638,458,731,54,11401,712,43,31,135,1724,2641,31182,3393,2165,12677,1988,51402
POA3038,598,608,432,2863,42,4542,3,12,0,99,0,117,1011,19,34,17,5,1076,1002,100,56,210,11,1370,81,30,6,57,0,170,886,376,281,2257,33,3835,437,37,32,16,0,528,70,3,8,25,0,104,225,40,32,276,3,580,1129,210,82,526,12,1967,68,10,6,20,0,102,876,31,27,12,0,947,174,103,46,690,3,1022,2101,423,211,1269,19,4025,12,0,0,0,0,11,406,63,41,52,5,563,1042,105,39,155,5,1345,1211,181,113,499,15,2025,45,8,6,5,0,67,54,23,6,10,0,94,335,29,18,66,3,449,46,0,6,17,0,71,106,4,0,0,0,114,218,77,71,524,3,897,269,24,17,39,8,350,27,4,6,0,0,36,149,16,8,8,0,188,155,15,4,6,0,185,1152,17,23,20,3,1217,15,10,8,22,0,63,3634,317,251,405,28,4633,225,20,4,72,827,1148,15659,1851,1164,7037,994,26703
POA3039,144,542,378,2768,24,3853,4,9,3,57,0,67,710,17,38,34,4,802,134,12,13,65,0,233,86,37,16,57,0,200,829,417,332,2778,14,4377,158,3,30,3,0,192,60,18,3,24,0,103,144,52,46,284,4,525,467,79,30,230,7,812,21,3,6,19,0,50,484,25,20,12,0,540,275,144,118,1553,9,2100,1464,252,117,825,12,2658,60,0,4,3,0,67,77,23,3,28,0,133,94,11,10,35,0,152,174,42,24,129,0,374,35,3,0,4,0,41,69,14,22,10,0,120,104,19,18,59,0,201,39,3,6,15,0,74,4,0,0,0,0,5,238,102,108,998,3,1452,49,6,3,15,0,71,17,4,6,0,0,28,84,6,9,16,0,109,51,4,5,14,0,72,207,14,8,10,0,237,31,0,12,47,0,93,1574,213,148,242,17,2189,73,0,3,24,455,563,6820,1224,855,6792,524,16224
POA3040,238,796,656,4754,28,6471,6,7,4,93,0,117,974,28,65,67,3,1145,261,41,29,140,0,467,119,39,43,96,0,302,1067,623,499,4793,35,7014,146,6,35,16,0,203,46,7,6,63,0,122,193,83,46,507,4,837,698,123,63,482,9,1374,54,11,9,26,0,97,764,29,30,32,3,866,385,237,172,2758,22,3575,2113,459,238,1661,20,4485,59,0,0,0,0,55,211,30,28,87,0,357,106,22,17,59,0,200,302,75,62,292,0,736,23,9,4,0,0,40,83,28,33,18,0,149,179,35,47,76,0,330,58,13,11,23,0,103,16,0,3,0,0,23,328,169,120,1530,10,2155,96,18,10,22,0,146,55,11,19,0,3,94,107,11,12,31,3,160,117,14,13,23,0,172,448,10,16,7,0,493,31,16,5,60,0,116,2585,289,302,409,17,3594,85,8,7,84,788,972,10327,1942,1491,12060,910,26722
POA3041,131,431,313,2544,14,3426,6,3,3,56,0,70,361,14,27,22,3,426,86,18,12,73,0,192,47,16,8,44,0,118,485,343,231,2320,10,3383,70,0,13,3,0,84,24,6,3,11,0,47,87,32,25,256,3,401,347,56,38,220,7,671,28,6,6,22,0,54,452,26,18,12,0,509,196,103,63,1273,4,1644,1010,199,112,863,4,2197,33,0,3,0,0,35,101,39,17,33,0,196,40,18,8,48,0,120,153,40,12,151,0,355,14,0,0,0,0,11,35,8,15,3,0,70,95,23,16,52,0,190,25,5,3,12,0,43,4,0,0,0,0,4,127,78,59,695,0,967,49,6,5,14,0,72,16,8,4,0,0,32,30,5,0,10,0,50,81,10,3,4,0,98,172,3,18,5,0,199,19,10,7,30,0,63,1329,152,120,235,14,1849,45,7,4,37,319,415,4951,999,696,6078,382,13111
POA3042,232,514,308,3045,28,4128,3,9,3,62,0,76,433,7,39,35,4,522,203,44,19,84,0,360,59,23,20,60,0,165,623,379,250,2616,32,3897,114,10,35,11,0,170,32,6,13,23,0,76,110,45,28,232,3,416,551,101,48,323,0,1020,28,4,8,14,0,48,348,21,14,19,0,396,220,108,75,1329,3,1733,2085,437,201,1244,26,3994,22,5,0,0,0,25,114,31,10,51,0,206,96,31,12,54,0,188,325,75,40,241,0,676,17,9,3,3,0,29,42,21,8,6,0,85,130,19,5,55,0,203,34,5,4,15,0,56,20,11,0,0,0,30,171,92,72,766,9,1113,37,19,8,19,0,85,29,9,7,0,0,40,62,13,5,22,0,99,82,7,10,3,0,99,139,3,19,8,6,178,16,8,9,28,0,61,1317,218,160,277,12,1988,71,3,11,56,472,611,6753,1393,845,7187,580,16763
POA3043,387,545,351,2757,44,4085,3,8,0,66,0,80,364,9,24,26,0,417,196,29,14,50,0,280,64,23,18,36,0,134,821,338,261,2566,32,4020,277,9,26,11,0,327,43,6,0,19,0,63,121,39,18,219,3,396,572,116,46,232,6,967,52,3,4,15,0,75,520,35,7,0,3,565,173,105,71,1071,7,1427,1268,279,124,942,12,2634,8,0,0,0,0,8,539,95,34,106,0,774,71,15,6,16,0,113,327,34,43,178,3,587,57,9,6,10,3,87,44,12,14,3,3,82,110,23,14,44,0,196,25,3,0,3,0,34,156,5,9,0,4,171,190,73,88,679,9,1033,81,13,4,10,3,115,27,11,0,3,0,36,57,13,3,17,0,88,189,8,0,4,0,202,115,3,7,0,0,132,21,17,5,30,0,72,3030,219,169,250,21,3687,151,20,0,49,636,859,8699,1275,813,6356,778,17912
POA3044,401,882,690,4411,27,6405,4,12,13,129,0,164,850,24,76,50,4,1006,114,41,19,46,0,220,108,55,31,104,0,299,1156,703,492,3943,35,6334,256,12,32,5,0,311,70,16,7,40,3,142,179,75,45,412,8,721,1284,189,100,697,10,2281,39,12,3,23,0,89,843,41,32,11,0,928,325,250,187,2098,6,2873,3059,662,296,1823,35,5876,80,0,9,0,0,83,552,108,27,144,0,831,108,18,15,57,0,209,308,72,49,210,0,642,74,14,3,4,0,89,94,24,28,3,0,155,152,21,21,64,5,264,49,4,13,22,0,85,21,3,0,0,0,27,343,164,131,1317,5,1964,53,19,12,15,0,96,41,8,9,3,0,54,123,13,14,22,0,170,127,16,16,23,0,179,339,11,27,19,0,397,43,11,11,49,0,120,3508,397,340,463,26,4722,160,18,9,89,940,1213,12908,2343,1574,10784,1090,28701
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,11,0,0,0,0,48,48,11,0,0,3,48,64
POA3046,779,900,639,4153,84,6560,7,23,11,157,0,201,1095,29,31,37,3,1192,234,36,16,64,5,356,107,47,35,91,0,270,1464,667,419,3865,89,6505,511,25,53,14,0,603,57,16,8,36,0,121,248,73,52,391,6,768,770,131,69,302,8,1285,39,3,0,16,0,61,1790,32,18,14,0,1859,333,185,104,1670,32,2333,2545,477,245,1370,36,4660,85,0,9,0,0,99,1431,402,163,239,13,2243,93,20,4,27,5,140,510,80,58,197,4,844,80,9,11,13,5,121,103,18,32,8,4,165,265,28,28,72,3,404,85,11,10,10,0,109,100,12,8,4,0,118,287,146,99,1145,15,1693,113,3,13,13,3,141,46,12,3,0,0,68,136,11,3,14,0,170,229,14,9,3,0,253,442,14,14,3,3,471,39,14,5,44,0,102,8849,437,303,460,47,10091,361,51,21,99,2103,2631,20639,2469,1510,9761,2398,36772
POA3047,891,403,235,1448,52,3029,4,19,3,157,3,187,307,3,7,18,3,334,75,4,4,3,5,92,35,11,3,15,0,60,782,248,157,1164,72,2423,318,4,23,0,0,344,22,6,3,8,4,38,59,11,9,89,3,168,226,31,15,43,3,321,17,0,0,3,0,21,712,4,7,0,0,726,78,37,21,413,9,559,286,51,20,118,5,478,15,0,0,0,0,19,1348,349,154,133,12,2003,40,7,4,11,0,55,152,17,10,33,3,213,47,3,5,5,0,66,19,6,3,3,0,32,42,9,5,14,0,63,18,0,0,5,0,20,299,7,4,3,4,317,126,48,24,287,0,487,66,0,0,6,0,76,0,4,4,0,0,11,76,0,3,6,0,82,115,3,0,3,5,122,447,0,11,8,10,465,3,0,0,10,0,18,8819,379,219,249,66,9741,432,68,28,38,2004,2569,14282,1230,682,3061,2223,21478
POA3048,784,400,164,949,61,2355,4,16,3,136,12,167,204,6,0,8,0,218,68,8,3,7,0,86,24,4,0,15,0,38,593,216,90,877,45,1824,217,0,26,3,3,258,18,0,0,0,0,22,46,16,5,71,0,140,161,24,11,47,6,245,14,0,0,3,0,17,298,7,5,0,0,311,55,29,15,246,5,359,192,62,12,96,14,372,0,0,0,0,0,0,1069,317,72,104,12,1580,37,8,0,12,0,64,137,16,20,43,3,216,26,7,4,0,0,37,22,5,7,0,0,33,55,7,0,8,0,72,5,0,0,0,0,5,182,13,0,0,3,206,63,32,16,152,3,264,42,0,0,0,0,49,4,0,0,0,0,8,95,0,4,3,0,109,61,6,0,0,0,71,621,3,3,4,3,636,0,6,0,8,0,17,8469,441,239,267,68,9480,356,78,16,41,1218,1710,12679,1223,519,2239,1424,18081
POA3049,186,257,186,1771,27,2423,0,5,5,54,0,56,163,6,10,14,0,198,97,10,10,35,0,151,44,9,3,19,0,73,400,176,131,1485,24,2214,110,6,8,0,0,128,10,0,3,0,0,22,76,18,18,142,0,249,221,42,25,122,3,415,13,0,4,6,0,21,157,10,13,11,0,189,85,49,32,598,6,772,806,184,77,513,10,1590,6,0,0,0,0,6,182,52,9,39,0,285,21,0,8,17,0,44,182,39,18,82,0,323,24,5,8,3,0,45,22,7,8,7,0,38,75,8,6,23,0,119,6,0,0,4,0,11,44,8,0,0,0,56,82,26,41,411,4,569,60,11,0,8,0,82,9,0,4,5,0,16,36,5,3,15,0,61,96,9,4,8,0,128,75,0,0,0,0,76,10,0,0,13,0,26,1530,139,115,162,19,1962,78,7,4,35,427,555,4295,668,463,3886,508,9812
POA3051,161,429,364,1684,14,2650,0,9,5,79,0,96,2439,37,68,47,11,2593,50,7,6,30,0,91,69,21,25,66,0,185,695,404,322,1805,35,3255,210,5,30,0,0,246,82,21,9,18,0,129,169,41,37,217,0,465,87,27,17,70,0,203,19,12,0,22,0,55,484,13,10,7,0,509,248,118,106,1002,3,1474,273,99,46,250,9,672,136,6,6,6,0,147,22,12,3,12,0,43,12,3,4,13,0,37,29,13,12,39,0,92,42,4,4,0,0,49,64,10,12,3,0,91,75,18,8,43,0,145,57,6,13,11,0,83,20,0,0,3,0,27,210,102,106,675,7,1094,65,3,5,10,0,83,26,7,5,0,0,38,100,8,3,7,4,122,52,0,5,0,0,61,524,0,20,0,0,557,35,15,6,36,0,83,2620,169,163,218,21,3200,91,3,5,39,1254,1388,7904,910,775,4023,1341,14953
POA3052,69,242,238,1220,12,1784,5,8,9,79,0,99,861,14,36,28,4,944,9,3,6,18,0,30,37,12,13,53,0,115,429,232,216,1214,15,2110,60,0,9,0,0,71,37,3,3,17,0,58,70,23,25,177,0,299,43,5,16,49,0,119,17,0,7,13,0,35,265,3,8,3,0,280,148,67,74,699,3,980,110,46,18,148,0,331,58,0,0,0,0,69,14,4,3,9,0,36,15,0,0,9,0,19,12,16,0,20,0,55,18,0,0,0,0,21,36,15,0,9,0,63,40,12,8,21,0,77,26,3,0,9,0,39,5,0,0,0,0,5,118,79,78,450,7,735,13,3,0,5,0,24,26,8,4,0,0,38,44,0,0,4,0,45,38,10,6,0,0,51,105,0,19,0,0,132,12,3,0,15,0,38,966,85,95,102,6,1260,32,0,5,17,429,478,3129,507,489,2704,469,7297
POA3053,130,349,305,1322,28,2133,4,10,0,70,0,86,3841,25,52,23,17,3955,36,8,11,16,4,75,75,29,22,68,0,193,819,361,290,1609,34,3113,205,3,23,6,0,239,88,5,9,16,0,129,138,40,39,203,0,423,82,36,12,52,0,182,21,4,3,14,0,44,751,8,10,7,4,795,228,120,101,868,0,1317,405,86,62,285,11,847,166,3,0,3,0,171,36,4,3,14,4,60,36,8,4,3,0,49,17,13,12,22,0,60,35,4,0,0,0,39,67,7,12,5,5,95,68,15,7,45,0,139,62,6,4,9,0,85,5,0,6,0,0,7,207,106,81,645,5,1041,40,0,3,3,4,47,30,0,4,0,0,40,126,4,3,5,0,148,80,3,8,9,0,93,363,3,11,3,7,386,31,10,3,24,0,72,3106,147,137,171,33,3601,115,0,3,31,951,1100,9992,801,690,3461,1086,16034
POA3054,52,366,279,1431,10,2144,0,3,0,25,0,26,188,21,17,25,4,255,57,7,5,37,0,109,57,22,18,67,0,166,567,369,237,1776,12,2968,23,0,9,3,0,39,47,13,14,23,0,100,112,39,27,196,0,378,149,39,30,72,7,296,4,0,9,9,0,25,75,18,8,14,0,116,201,115,88,1116,4,1520,441,104,47,367,0,962,13,0,0,0,0,22,38,7,15,19,0,73,13,0,12,13,0,40,25,3,8,23,0,57,16,5,3,4,0,28,38,13,9,5,0,71,33,19,18,49,0,118,34,5,0,11,0,53,0,0,0,0,0,0,173,91,81,728,0,1086,23,10,6,3,0,34,21,4,3,0,0,37,33,5,10,11,0,55,17,4,4,0,0,30,48,0,0,0,0,46,38,14,9,34,0,89,607,120,137,184,7,1064,21,4,6,33,275,337,2497,811,627,3941,309,8186
POA3055,143,552,449,2396,14,3553,8,13,4,86,0,108,573,19,40,52,7,690,65,15,14,40,0,132,72,45,21,110,0,248,810,471,346,2460,27,4108,163,3,18,8,0,194,69,14,16,39,0,142,139,47,45,286,11,522,627,83,30,214,4,963,21,12,4,13,0,56,296,14,16,3,0,336,303,168,119,1399,11,2003,967,213,90,603,10,1887,42,0,3,0,0,51,164,22,10,40,0,234,34,7,6,15,0,63,68,31,9,72,0,182,39,4,11,4,0,62,82,26,24,12,5,138,65,18,11,40,0,145,35,10,5,15,0,59,9,0,0,0,0,10,247,155,98,919,13,1435,46,5,8,9,0,64,24,8,3,4,0,39,80,10,8,19,0,120,35,0,0,7,0,48,148,8,14,0,0,180,27,15,3,51,0,95,1809,226,179,270,10,2488,111,5,3,33,459,619,6169,1280,913,5840,542,14746
POA3056,235,1044,868,4096,23,6265,4,13,8,157,0,183,963,39,96,86,7,1191,107,33,18,58,0,216,146,79,44,157,0,435,1725,955,747,4279,35,7750,176,6,45,10,0,235,169,22,30,73,0,294,315,120,83,568,0,1090,1070,126,62,315,7,1581,43,31,13,44,0,132,359,37,34,21,0,444,623,343,262,2612,19,3858,1371,266,139,802,12,2587,67,4,4,0,0,80,295,22,44,39,3,402,29,3,0,14,0,53,107,27,21,87,6,242,85,18,6,12,4,126,189,34,36,15,0,271,138,40,40,110,0,326,64,15,3,38,0,119,13,0,0,0,0,12,513,245,199,1729,7,2693,51,12,10,15,0,85,51,20,9,11,0,94,175,16,17,26,0,233,85,15,10,13,0,119,257,0,24,16,0,297,66,23,14,112,0,220,2622,362,359,500,15,3861,96,12,7,65,733,918,9935,2231,1816,10086,840,24912
POA3057,108,559,434,2051,11,3174,5,6,7,96,0,117,567,17,34,34,7,656,60,16,3,21,0,106,77,39,36,110,0,258,1001,495,407,2263,25,4192,96,4,26,3,0,135,93,20,9,35,0,152,186,60,39,287,0,579,381,73,35,127,0,618,28,3,12,14,0,61,188,17,11,7,0,224,355,149,132,1338,6,1975,824,158,84,476,7,1559,40,0,4,4,0,42,130,11,15,17,0,174,37,7,7,16,0,65,51,19,14,45,0,129,45,14,3,0,0,64,110,15,17,14,3,155,78,32,17,65,0,191,54,3,3,4,0,77,5,0,0,0,0,6,305,126,132,962,5,1529,49,8,4,9,0,66,34,11,7,3,0,53,99,12,8,17,0,144,52,8,4,4,0,70,155,6,8,6,0,166,37,15,11,65,0,131,1421,223,183,247,21,2094,69,0,5,38,497,606,5355,1205,940,5195,569,13262
POA3058,429,1365,955,5084,44,7884,11,23,10,175,3,217,1186,47,67,83,0,1392,199,21,17,71,8,311,160,110,50,161,0,480,1769,1104,749,5029,44,8698,247,9,43,11,0,313,101,39,21,76,3,235,323,134,91,620,6,1168,1612,234,107,602,11,2566,64,20,10,51,0,141,580,36,22,29,0,666,605,420,261,2754,12,4053,3309,573,257,1617,41,5794,36,3,3,5,0,46,1158,129,118,170,10,1581,82,19,11,43,0,148,200,68,35,173,6,477,71,16,21,0,0,113,161,56,43,17,0,273,174,53,36,98,4,370,61,24,6,23,0,118,8,4,0,0,0,11,533,304,249,1970,7,3062,68,7,12,15,0,102,57,15,16,8,0,90,117,24,13,32,6,190,71,36,18,18,0,134,272,21,33,9,0,334,55,18,12,100,0,178,4205,627,424,609,31,5902,264,16,15,102,1213,1619,15539,3220,2137,12595,1416,34906
POA3059,639,519,313,2186,8,3666,7,4,0,57,0,69,330,3,19,21,0,383,218,17,24,50,3,306,48,9,14,32,0,102,652,296,200,1593,12,2747,347,5,33,6,0,389,32,0,9,4,0,52,94,34,19,120,5,268,413,90,61,259,6,825,26,8,0,10,0,47,715,17,18,12,0,769,80,70,29,525,0,707,2169,472,232,1525,11,4402,35,0,0,0,0,40,653,170,67,124,3,1019,154,30,16,45,0,241,433,93,49,315,3,884,28,5,10,4,0,39,33,8,13,4,0,58,87,15,16,23,0,137,29,3,3,5,0,35,84,8,5,0,0,91,85,36,37,395,5,559,123,19,8,12,0,161,18,5,0,3,0,32,75,10,6,17,0,108,339,15,5,11,0,383,115,3,10,6,0,128,8,0,0,12,0,20,5874,439,283,450,22,7068,192,20,14,69,600,902,12633,1595,942,5425,675,21274
POA3060,565,260,181,890,23,1921,9,4,4,38,0,50,173,5,9,11,0,199,82,5,3,3,4,103,24,6,14,14,0,54,435,169,111,833,29,1577,186,3,17,4,0,212,20,0,0,9,3,26,69,21,11,77,0,175,395,42,26,99,13,576,7,0,0,3,0,12,902,9,10,3,3,929,79,23,26,341,0,473,1783,222,114,490,31,2640,16,0,0,0,0,19,632,179,81,76,9,981,19,5,0,15,0,35,151,21,7,53,3,241,20,0,4,0,0,20,48,7,6,7,0,64,41,13,7,15,0,76,7,0,0,3,0,13,31,7,0,0,0,41,84,32,26,234,0,373,28,0,8,3,0,45,5,0,0,0,0,11,33,5,4,5,0,53,67,5,0,3,0,75,131,0,5,4,0,142,12,5,0,9,0,22,4524,161,138,128,26,4977,240,5,12,50,781,1094,9697,802,523,2328,920,14274
POA3061,221,124,57,189,5,599,0,3,0,17,0,24,47,0,0,0,0,47,50,0,0,3,0,52,3,0,0,0,0,8,180,40,40,171,7,443,21,0,5,0,0,34,0,5,0,0,0,7,14,0,0,4,0,22,192,8,3,28,0,229,8,0,0,0,0,5,88,0,0,0,0,91,11,12,3,47,0,77,374,35,7,49,9,471,3,0,0,0,0,3,682,147,56,57,10,951,12,4,0,0,0,16,55,3,4,5,0,72,0,0,0,0,0,0,7,3,0,3,0,20,9,0,0,0,0,8,10,0,0,0,0,10,30,0,0,0,0,31,5,9,7,32,0,51,20,0,0,0,0,18,0,0,0,0,0,0,9,0,0,0,0,9,15,0,0,0,0,15,77,0,0,0,0,80,0,0,0,0,0,0,1765,74,54,60,10,1967,97,10,3,13,296,432,3630,328,174,496,347,4977
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
