POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA3805,4203,195,46,5,0,4455,8476,476,72,0,0,9024,2632,270,75,4,0,2978,187,22,23,0,0,235,12,0,0,0,0,15,577,51,9,0,0,633,94,8,3,73,0,172,16,0,0,0,0,24,3520,346,112,82,0,4057,122,12,6,0,0,140,228,13,9,0,0,251,16552,1039,236,87,4,17929
POA3806,4284,590,7,7,0,4893,7412,387,18,3,4,7822,2679,387,20,4,0,3089,76,11,0,0,0,87,11,30,0,0,0,39,337,48,6,0,0,399,38,10,0,0,0,50,16,6,0,0,0,19,3155,493,27,5,0,3681,120,224,0,0,0,347,155,54,0,0,0,211,15124,1752,53,17,3,16948
POA3807,724,59,0,46,0,832,1156,95,0,0,0,1251,215,70,0,0,0,290,6,7,0,0,0,14,0,0,0,0,0,0,45,11,0,0,0,64,6,0,0,26,0,32,0,0,0,0,0,0,278,88,0,30,3,399,16,0,0,0,0,15,20,0,0,0,0,22,2193,245,0,76,3,2524
POA3808,364,0,0,0,0,365,496,0,0,0,0,496,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,12,0,0,0,0,16,15,0,0,0,0,15,925,0,0,0,0,925
POA3809,816,114,3,0,4,940,3654,107,0,0,3,3769,1409,135,3,0,3,1556,4,4,0,0,0,4,0,0,0,0,0,4,157,10,0,0,0,167,12,0,0,0,0,14,9,0,0,0,0,6,1583,158,3,0,3,1748,52,16,0,0,0,67,62,8,0,0,0,67,6171,405,8,0,11,6593
POA3810,3095,508,17,22,0,3642,8267,472,14,0,0,8749,3864,777,44,0,0,4686,134,49,0,0,0,180,7,35,0,0,0,47,598,68,7,0,3,677,55,18,0,21,0,93,23,0,0,0,0,23,4679,949,56,20,6,5711,134,353,20,0,0,509,224,69,0,0,0,294,16400,2349,105,49,13,18914
POA3812,285,0,0,0,0,283,350,0,4,0,0,359,42,0,0,0,0,44,0,0,0,0,0,0,3,0,0,0,0,3,46,0,0,0,0,46,13,0,0,0,0,13,0,0,0,0,0,0,108,3,0,0,0,109,18,0,0,0,0,18,13,0,0,0,0,13,772,3,4,3,4,783
POA3813,108,0,0,0,0,107,138,0,0,0,0,138,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,12,0,0,0,0,12,0,0,0,0,0,0,43,0,0,0,0,44,8,0,0,0,0,8,7,0,0,0,0,7,303,0,0,0,0,311
POA3814,302,0,24,0,0,326,401,0,6,0,0,407,56,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,27,0,7,0,0,32,5,0,0,0,0,5,4,0,0,0,0,4,90,0,4,0,0,97,18,0,0,0,0,22,14,0,0,0,0,19,828,6,36,0,0,864
POA3815,405,11,0,0,5,416,604,4,0,0,0,604,70,0,0,0,0,68,0,3,0,0,0,6,0,0,0,0,0,0,52,0,0,0,0,50,9,0,0,0,0,9,0,0,0,0,0,0,128,4,0,0,0,130,28,0,0,0,0,28,23,4,0,0,0,23,1187,17,0,0,5,1210
POA3816,283,14,7,11,0,328,503,20,9,0,3,531,114,12,7,6,0,143,0,0,0,0,0,0,6,0,0,0,0,6,50,3,0,0,0,63,12,0,0,5,0,16,0,0,0,0,0,0,178,18,12,11,0,220,28,0,0,0,0,26,28,0,0,0,0,28,1018,51,30,27,3,1133
POA3818,2181,99,57,41,0,2378,2483,60,31,0,3,2573,728,107,88,0,0,923,46,3,24,0,0,72,7,0,0,0,0,11,215,10,21,0,0,240,17,0,0,22,0,37,7,4,0,0,0,12,1012,125,133,22,0,1296,86,3,0,4,0,95,89,4,3,0,0,103,5853,290,229,70,4,6450
POA3820,2460,104,102,155,4,2829,2748,31,31,6,0,2821,912,134,77,0,4,1132,111,68,14,0,0,198,7,0,5,0,0,16,249,38,21,0,0,306,20,0,5,3,0,31,5,0,0,0,0,12,1311,242,129,6,4,1694,57,4,42,27,0,135,72,3,4,0,3,89,6651,389,318,189,5,7559
POA3821,502,0,0,0,0,502,420,0,0,0,0,417,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47,5,0,0,0,0,5,0,0,0,0,0,0,83,0,0,0,0,83,26,0,0,3,0,28,16,0,0,0,0,21,1046,0,0,3,4,1047
POA3822,128,17,0,0,0,143,132,15,0,0,0,151,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,24,3,0,0,0,27,12,0,0,0,0,12,4,0,0,0,0,7,295,32,0,0,5,330
POA3823,372,5,0,0,4,375,322,0,0,0,0,322,63,0,0,0,0,67,10,0,0,0,0,10,0,0,0,0,0,0,37,7,0,0,0,39,5,0,0,0,0,5,0,0,0,0,0,0,108,3,0,0,0,114,8,0,0,0,0,8,18,0,0,0,0,22,829,16,0,0,6,849
POA3824,823,24,0,0,0,852,754,7,0,0,0,758,216,39,4,0,0,249,10,9,0,0,0,15,0,8,0,0,0,11,77,15,0,0,0,92,5,0,0,0,0,5,0,0,0,0,0,3,312,68,3,0,0,376,39,0,0,0,0,38,34,3,0,0,0,38,1961,100,5,0,0,2067
POA3825,3136,199,23,15,5,3383,2605,68,15,0,0,2685,798,278,126,0,0,1204,241,167,44,0,0,447,50,29,6,0,0,87,389,48,18,4,0,454,38,13,0,12,0,68,7,12,4,0,0,22,1519,551,198,19,4,2290,91,60,3,0,0,156,175,38,8,17,0,231,7530,911,250,49,7,8743
POA3831,321,4,0,0,0,331,278,0,0,0,0,278,23,4,0,0,0,31,0,0,7,0,0,3,0,0,0,0,0,0,39,0,0,0,0,43,5,0,0,0,0,8,0,0,0,0,0,0,67,3,5,0,0,78,5,0,0,0,0,6,12,0,4,0,0,12,682,10,12,0,0,713
POA3832,60,0,0,0,0,60,37,0,0,0,0,38,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,109,0,0,0,0,112
POA3833,77,0,0,0,0,77,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,128,0,0,0,0,128
POA3835,88,0,0,0,0,88,63,0,0,0,0,63,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18,12,0,0,0,0,14,0,0,0,0,0,0,184,0,0,0,0,185
POA3840,2473,69,84,14,3,2638,1846,18,31,5,0,1897,882,118,232,3,0,1232,167,81,24,0,0,275,49,23,11,0,0,87,296,15,12,0,0,333,30,4,6,4,0,45,15,0,7,0,0,23,1441,250,293,8,0,1998,57,7,9,0,0,72,168,23,12,0,0,201,5985,371,429,23,5,6805
POA3842,716,7,4,0,0,728,581,3,0,0,0,585,300,5,11,0,0,315,102,0,20,0,0,121,11,0,0,0,0,11,104,4,7,0,0,111,4,4,0,0,0,8,0,0,0,0,0,0,524,13,42,0,0,568,11,0,0,0,0,11,29,0,3,0,0,34,1861,16,48,0,0,1925
POA3844,3847,136,252,46,8,4289,4460,75,64,5,6,4606,1311,183,370,0,0,1872,200,15,125,0,0,331,29,13,25,0,0,63,411,29,46,0,3,495,38,0,17,8,0,64,11,0,4,0,0,19,1998,236,592,10,9,2843,78,51,32,3,0,170,147,6,37,0,0,190,10530,505,971,63,24,12098
POA3847,326,10,0,8,0,341,332,4,0,0,0,335,55,6,0,0,0,70,4,0,0,0,0,4,0,0,0,0,0,0,32,0,0,0,0,32,12,0,0,0,0,17,0,0,0,0,0,0,112,6,0,9,0,125,23,0,0,0,0,23,26,0,0,0,0,27,815,24,0,13,6,857
POA3850,1991,84,82,27,4,2192,1781,49,21,0,3,1860,906,197,214,4,0,1316,161,54,24,0,0,239,28,10,13,0,0,53,185,23,21,0,4,237,121,4,4,0,0,135,8,3,0,0,0,15,1402,294,274,6,0,1982,50,10,7,3,0,71,81,13,9,0,0,101,5304,452,396,35,17,6200
POA3851,1099,25,0,10,5,1141,705,17,0,0,0,717,64,7,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,93,14,0,0,0,0,17,0,0,0,0,0,0,170,7,0,0,0,178,74,0,0,0,0,75,34,0,0,0,0,37,2076,49,4,15,9,2155
POA3852,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
POA3854,223,0,3,0,0,223,224,0,0,0,0,219,17,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,25,6,0,0,0,0,6,0,0,0,0,0,0,44,0,0,0,0,44,10,0,0,0,0,10,10,0,0,0,0,13,498,3,5,0,0,509
POA3856,143,3,0,0,0,143,199,6,0,0,0,198,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,10,0,0,0,0,10,0,0,0,0,0,0,368,3,0,0,0,371
POA3857,71,0,0,0,0,71,43,0,0,0,0,43,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,129,0,0,0,0,129
POA3858,491,4,5,0,0,501,380,0,0,0,0,386,70,0,17,0,0,88,8,0,6,0,0,11,0,0,0,0,0,0,59,0,3,0,0,66,24,0,0,0,0,27,0,0,0,0,0,0,158,0,29,0,0,188,42,0,3,0,0,41,23,0,3,0,0,26,1095,3,41,4,0,1142
POA3859,127,0,0,6,0,131,111,0,0,0,0,111,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,12,0,0,7,0,14,0,0,0,0,0,0,56,0,0,7,0,60,19,0,0,0,0,19,9,0,0,0,0,9,319,0,0,9,0,332
POA3860,1157,0,22,5,0,1183,1051,0,6,0,0,1059,267,0,47,7,0,316,30,0,37,0,0,65,0,0,3,0,0,3,125,0,3,0,0,130,21,0,0,0,0,18,0,0,0,0,0,5,441,0,95,6,3,548,66,0,10,0,0,68,45,0,3,0,0,45,2757,0,134,13,0,2912
POA3862,554,0,11,6,3,577,566,0,0,0,0,566,80,0,6,0,0,88,0,0,10,0,0,10,0,0,0,0,0,3,43,0,0,0,0,46,0,0,0,0,0,8,0,0,0,0,0,0,133,0,16,4,0,158,26,0,0,0,0,26,24,0,0,0,0,30,1307,0,29,11,5,1350
POA3864,47,0,0,0,0,47,30,0,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,92
POA3865,83,0,0,0,0,83,72,0,0,0,0,76,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,9,0,0,0,0,0,0,21,0,0,0,0,26,0,0,0,0,0,0,10,0,0,0,0,10,189,3,0,0,0,188
POA3869,279,0,0,0,0,280,287,0,0,0,0,287,33,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,78,12,0,0,0,0,12,5,0,0,0,0,5,654,0,0,0,0,661
POA3870,243,0,0,0,3,248,205,0,0,0,0,202,17,0,0,0,0,17,10,0,0,0,0,10,0,0,0,0,0,0,21,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,44,0,0,0,0,49,10,0,0,0,0,10,8,0,0,0,0,8,506,0,0,0,3,511
POA3871,547,12,0,0,3,564,431,3,0,0,0,429,55,9,0,0,0,64,0,11,0,0,0,11,0,0,0,0,0,0,51,4,0,0,0,51,3,0,0,0,0,3,0,0,0,0,0,0,105,24,0,0,0,136,12,0,0,0,0,15,16,0,0,0,0,21,1115,39,0,0,3,1159
POA3873,54,0,0,0,0,54,45,0,0,0,0,45,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,6,5,0,0,0,0,5,122,0,0,0,0,122
POA3874,147,0,0,6,0,148,69,0,0,5,0,72,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,7,0,0,3,0,5,0,0,0,0,0,0,22,0,0,3,0,28,5,0,0,0,0,5,10,0,0,0,0,5,253,0,0,7,0,264
POA3875,3113,196,9,16,0,3337,2317,47,3,0,0,2371,737,198,35,7,0,979,148,83,12,0,0,237,55,48,4,0,0,109,354,37,6,0,0,406,31,10,0,0,0,48,12,9,0,0,0,19,1342,388,58,11,4,1795,98,72,0,0,0,181,142,31,0,0,4,185,7015,732,75,28,11,7867
POA3878,293,6,0,6,0,304,164,0,0,0,0,164,31,3,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,48,5,3,3,0,60,12,0,0,0,0,12,9,0,0,0,0,11,523,14,3,9,0,549
POA3880,1044,85,11,27,0,1161,347,29,0,0,6,376,220,47,3,0,0,266,0,5,0,0,0,8,0,0,0,0,0,4,73,17,0,0,0,86,7,3,0,0,0,13,0,0,0,0,0,3,299,67,7,3,0,376,13,0,0,0,0,14,33,3,0,0,0,40,1731,187,20,31,9,1970
POA3882,221,0,0,18,0,248,194,0,0,0,0,194,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,27,0,0,4,0,37,4,0,0,0,0,4,6,0,0,0,0,13,460,0,0,31,0,494
POA3885,345,0,0,3,0,349,276,0,3,0,0,274,24,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,6,49,0,0,0,0,49,4,0,0,0,0,6,0,0,0,0,0,0,79,8,0,0,0,86,17,0,0,0,0,20,14,0,0,0,0,14,728,10,3,3,0,740
POA3886,83,0,0,0,0,83,43,0,0,0,0,43,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,19,6,0,0,0,0,6,8,0,0,0,0,8,152,3,0,0,0,153
POA3887,52,0,0,0,0,56,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,8,0,0,0,0,8,3,0,0,0,0,3,104,0,0,0,0,104
POA3888,800,3,0,9,0,813,307,6,0,0,0,312,81,14,6,0,0,100,33,5,5,0,0,46,0,6,5,0,0,9,100,6,0,0,0,96,10,0,0,0,0,10,5,0,0,0,0,9,228,30,15,5,0,279,32,0,3,0,0,36,39,3,0,0,0,39,1411,43,22,13,0,1486
POA3889,36,0,0,4,0,41,23,0,0,0,4,23,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,67,0,0,5,3,77
POA3890,74,0,0,0,0,74,19,0,0,0,0,19,5,0,0,0,0,5,10,7,0,0,0,14,0,0,0,0,0,0,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,32,7,0,0,0,36,4,0,0,0,0,4,4,0,0,0,0,4,135,7,0,0,3,145
POA3891,32,0,0,0,0,33,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,42
POA3892,281,11,0,11,0,296,97,0,0,0,0,95,15,0,0,0,0,15,3,0,0,0,0,3,10,0,0,0,0,10,39,3,0,0,0,42,3,0,0,0,0,11,3,0,0,0,0,3,77,3,0,0,0,80,11,0,0,0,0,10,10,0,0,0,0,15,468,20,0,13,0,499
POA3893,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
POA3895,54,0,0,0,0,54,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,87,0,0,0,0,87
POA3896,81,0,0,0,0,81,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,3,0,0,6,0,0,0,0,0,0,14,0,0,0,0,17,6,0,0,0,0,10,4,0,0,0,0,4,137,0,0,0,0,144
POA3898,123,0,0,0,0,127,63,0,0,0,0,68,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,18,3,0,0,0,0,6,0,0,0,0,0,0,24,0,0,0,0,31,13,0,0,0,0,18,15,0,0,0,0,18,244,3,0,3,0,252
POA3900,44,0,0,0,0,46,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,75,0,0,0,0,78
POA3902,81,0,0,36,0,111,49,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,137,0,0,35,0,172
POA3903,146,0,0,23,0,173,112,0,0,0,0,114,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,15,0,19,0,0,0,0,0,0,23,0,0,17,0,39,5,0,0,0,0,5,8,0,0,3,0,7,293,0,0,40,0,337
POA3904,436,13,0,4,0,457,210,0,0,0,0,206,84,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,4,0,0,0,0,4,0,0,0,0,0,0,120,0,0,0,0,120,10,0,0,0,0,10,11,0,0,0,0,11,787,13,0,4,0,810
POA3909,1565,94,9,46,7,1723,808,25,0,0,4,836,289,102,19,3,0,417,76,51,7,0,0,132,31,4,0,0,4,38,150,30,0,3,3,184,17,0,9,20,5,48,4,0,0,0,0,7,567,191,32,27,11,820,48,0,0,5,0,57,64,4,3,10,8,96,3044,318,45,88,29,3521
POA3910,2230,317,5,17,0,2568,3858,416,0,6,0,4286,597,416,0,6,0,1025,45,5,0,0,0,51,3,0,0,3,0,11,191,89,0,0,0,286,9,4,0,112,0,129,3,0,0,3,0,9,858,524,4,126,0,1512,41,46,0,0,0,87,49,17,0,8,0,70,7046,1314,14,147,7,8520
POA3911,425,41,0,0,0,464,594,33,0,0,0,628,74,15,0,0,0,87,15,3,0,0,0,21,0,0,0,0,0,0,39,3,0,0,0,49,5,0,0,0,0,7,0,0,0,0,0,0,137,24,0,0,0,165,12,16,0,0,0,23,13,0,0,0,0,14,1179,115,3,0,0,1295
POA3912,1663,175,17,6,0,1867,2481,211,19,0,0,2701,330,203,4,0,0,538,22,11,0,0,0,34,5,5,0,0,0,7,169,37,0,0,0,208,17,0,0,3,5,25,4,0,0,0,0,6,546,266,7,3,5,821,52,84,0,0,0,144,54,12,0,0,0,65,4791,752,40,11,7,5596
POA3913,408,29,4,0,0,447,554,42,0,0,0,595,60,39,0,0,0,95,4,0,0,0,0,3,0,0,0,0,0,0,48,8,0,0,0,55,7,0,0,0,0,7,0,0,0,0,0,0,115,46,0,0,0,162,15,3,0,0,0,18,4,0,0,0,0,7,1104,124,3,0,3,1231
POA3915,1048,318,12,32,0,1417,1208,185,18,0,0,1406,465,294,19,0,0,781,145,93,0,0,0,237,8,35,0,0,0,40,99,45,0,0,0,146,79,17,0,0,0,96,0,0,0,0,0,3,792,478,25,3,0,1304,61,23,0,4,0,83,57,31,0,6,0,97,3165,1035,58,44,4,4305
POA3916,244,0,0,0,0,244,90,0,0,0,0,90,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,47,0,0,0,0,47,11,0,0,0,0,11,9,0,0,0,0,9,402,0,0,0,0,402
POA3918,634,36,0,0,0,671,648,26,3,0,0,676,89,30,0,0,0,114,7,0,0,0,0,7,3,0,0,0,0,3,34,10,0,0,0,42,26,0,0,0,0,26,0,0,0,0,0,0,160,37,0,0,0,196,54,0,0,0,0,55,15,4,0,0,0,13,1513,100,3,0,0,1617
POA3919,315,64,0,0,0,383,542,80,0,0,0,628,92,61,0,0,0,155,8,3,0,0,0,10,4,3,0,0,0,6,42,12,0,0,0,54,8,0,0,0,3,9,0,0,0,0,0,0,148,84,0,0,4,234,12,0,0,0,0,12,17,0,0,0,0,17,1028,235,3,0,3,1272
POA3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,80,3,0,0,0,82,0,0,0,0,0,0,94,4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,97,4,0,0,0,104
POA3921,41,0,0,0,0,41,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,54,0,0,0,0,54
POA3922,1711,167,21,6,4,1910,1028,36,13,0,6,1079,576,72,26,0,0,675,6,6,21,0,0,30,0,3,13,0,0,21,195,17,4,0,0,218,9,3,3,3,3,27,4,0,0,0,0,6,790,104,66,3,5,971,73,17,4,0,5,99,76,11,6,3,0,99,3679,339,118,10,15,4163
POA3923,192,0,0,0,0,194,83,5,0,0,0,85,20,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,36,0,0,0,0,39,3,0,0,0,0,5,7,0,0,0,0,7,322,3,4,0,0,329
POA3925,648,61,21,0,0,738,504,41,7,0,0,554,168,23,51,0,3,246,0,0,0,0,0,0,0,0,0,0,0,0,90,7,10,0,0,104,11,0,3,0,0,14,0,0,0,0,0,0,264,32,59,0,3,361,28,0,0,0,0,32,27,5,5,0,0,34,1474,139,94,3,5,1717
POA3926,647,20,0,0,0,662,414,4,0,0,0,421,69,7,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,45,10,0,0,0,0,10,0,0,0,0,0,0,119,6,0,0,3,127,21,0,0,0,0,22,21,0,0,0,0,18,1215,33,5,0,5,1259
POA3927,386,6,0,0,0,394,180,5,0,0,0,187,42,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6,0,31,0,0,0,8,0,6,0,0,0,0,0,0,70,0,0,13,0,80,12,0,0,0,0,10,8,0,0,0,0,8,656,16,0,20,0,686
POA3928,96,0,0,0,0,97,51,0,0,0,0,51,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,19,6,0,0,0,0,6,3,0,0,0,0,3,177,0,0,0,0,180
POA3929,269,0,7,0,0,283,87,0,0,0,0,88,19,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,42,0,0,0,0,50,13,0,0,0,0,13,8,0,0,0,0,8,414,0,12,0,0,428
POA3930,2595,114,131,0,4,2841,2693,45,40,0,4,2780,274,55,76,0,0,400,0,0,3,0,0,3,0,0,0,0,0,0,91,11,15,0,0,113,5,0,0,0,0,3,3,0,0,0,0,3,371,68,90,0,0,526,55,0,8,0,0,60,47,10,4,0,0,62,5762,240,273,0,5,6271
POA3931,3272,537,423,91,4,4328,2961,214,179,0,0,3356,1027,185,260,0,0,1469,173,48,93,0,0,312,13,0,4,0,0,15,252,34,63,0,0,357,22,5,3,30,0,56,3,3,3,0,0,16,1484,274,428,24,3,2227,232,116,60,0,0,410,113,25,18,5,0,161,8064,1175,1107,128,7,10476
