POA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA3055,127,135,45,22,33,25,8,400,94,61,35,22,26,9,5,240,99,67,36,16,16,9,6,249,300,271,158,109,131,90,35,1093,0,0,4,0,0,0,0,6,619,536,277,164,201,138,51,1994,6,20,5,6,10,17,11,73,16,12,12,3,14,0,0,52,0,7,5,0,4,3,3,36,23,39,26,19,21,13,7,154,0,0,0,0,0,0,0,9,52,78,50,30,50,38,26,327,675,616,328,198,256,179,80,2322
POA3056,162,102,49,24,37,30,13,426,123,93,48,28,46,27,8,369,157,108,57,34,36,18,8,430,444,333,245,123,120,88,37,1388,3,0,0,0,0,0,0,4,890,637,401,218,241,163,73,2619,13,17,17,6,11,13,10,73,6,25,21,6,14,11,0,89,10,21,11,3,4,6,4,54,16,46,43,27,48,19,13,218,0,3,0,0,0,0,0,11,48,111,86,50,78,48,30,445,935,745,484,262,315,213,105,3064
POA3057,94,68,25,17,26,9,8,253,58,44,22,11,16,10,3,167,74,45,20,17,21,13,10,201,195,163,73,61,77,40,26,639,0,0,0,0,0,0,0,4,422,319,151,109,148,73,46,1266,10,17,7,7,15,9,8,69,9,7,10,4,4,8,3,49,5,10,11,3,8,4,0,41,10,30,24,15,19,16,8,132,4,0,0,5,0,0,0,6,35,69,53,33,51,40,18,296,458,388,202,141,198,110,62,1559
POA3058,311,289,141,79,100,82,57,1051,236,225,118,66,101,57,28,841,235,198,103,64,86,44,21,751,958,887,466,329,397,227,80,3336,10,10,0,0,0,0,0,18,1748,1600,828,537,683,412,189,6000,16,25,27,12,22,33,18,145,27,43,40,24,39,18,14,200,9,27,16,9,17,6,0,89,66,130,75,59,96,54,15,489,3,5,3,4,0,0,0,24,123,219,165,107,169,105,54,940,1874,1827,993,646,853,514,241,6948
POA3059,413,527,304,229,285,214,153,2135,153,161,87,59,85,54,37,638,126,104,52,41,39,42,22,427,682,510,283,172,225,158,73,2102,8,3,4,0,0,0,0,17,1378,1307,736,503,640,469,283,5320,20,51,34,28,39,39,23,235,8,17,21,19,19,18,10,112,7,13,7,6,7,8,0,47,53,74,42,44,44,17,16,299,7,0,0,0,0,0,0,10,92,151,105,98,117,87,49,704,1473,1462,844,599,755,553,336,6022
POA3060,585,592,274,149,205,124,68,1994,71,69,49,26,44,20,5,281,83,71,33,8,10,6,6,219,221,159,72,38,66,36,5,604,5,4,8,0,0,0,0,14,965,901,433,224,322,183,85,3112,17,32,33,31,32,15,13,162,6,15,15,16,17,8,4,83,0,12,5,5,7,3,0,46,23,39,19,19,20,13,0,151,6,6,3,0,3,0,0,20,57,110,78,73,79,39,20,451,1019,1004,510,297,398,221,104,3561
POA3061,116,150,99,66,80,54,28,594,52,36,28,30,22,14,3,179,38,34,15,11,7,3,0,110,47,33,11,14,6,3,0,122,0,0,0,0,0,0,0,8,261,253,160,117,119,74,32,1010,17,17,18,15,13,15,5,92,14,11,9,3,6,0,0,35,0,3,0,4,0,0,0,9,14,12,6,0,5,4,4,47,0,0,0,0,0,0,0,8,47,44,33,18,24,19,8,193,304,296,194,136,145,90,45,1205
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,0,5,0,0,5,5,13,6,0,0,3,0,0,0,15,0,0,0,0,0,0,0,5,10,20,22,13,20,16,3,101,0,0,0,0,0,0,0,0,19,23,24,17,26,20,3,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,15,23,23,18,29,21,6,141
POA3064,6361,6188,3090,1771,2299,1412,831,21947,641,550,303,168,201,98,48,2010,439,370,165,101,116,65,31,1289,1781,1411,741,451,538,228,103,5251,60,43,19,16,7,3,0,147,9276,8555,4317,2512,3170,1803,1019,30648,319,490,335,234,342,252,144,2111,123,183,92,62,69,39,22,589,54,95,57,29,47,21,6,303,376,478,245,186,239,76,42,1638,24,39,30,13,13,3,0,120,894,1283,760,526,706,395,206,4759,10174,9836,5077,3036,3874,2195,1228,35410
POA3065,103,84,32,12,17,11,12,271,42,26,16,10,7,3,0,106,45,24,7,10,4,8,0,100,114,71,39,13,27,20,18,305,9,7,0,0,0,0,0,21,314,212,88,51,63,40,35,803,47,40,37,24,21,20,3,200,9,13,5,4,0,4,0,31,9,3,10,3,4,0,0,32,16,17,11,3,11,5,3,68,12,19,3,0,0,0,0,45,94,94,64,41,40,36,14,375,405,307,154,87,104,76,48,1178
POA3066,98,72,35,23,26,8,11,267,35,11,4,0,5,5,0,57,52,21,5,4,6,0,0,89,68,48,25,10,16,14,3,187,0,3,0,0,0,0,0,3,256,153,68,31,47,25,11,596,58,77,45,19,36,19,11,262,7,3,0,3,0,0,0,19,3,0,0,5,5,0,0,12,9,16,15,3,8,0,4,61,4,5,6,0,0,0,0,18,85,98,65,36,51,28,10,363,335,250,132,65,99,52,24,962
POA3067,63,45,15,11,23,15,11,186,45,30,8,5,5,3,0,93,47,22,10,6,0,0,0,98,148,66,42,20,32,18,6,332,0,0,0,0,0,0,0,0,304,160,81,45,67,41,14,704,3,8,4,9,4,4,9,43,7,3,3,10,0,3,0,23,0,3,0,0,0,0,0,9,8,21,12,6,9,11,0,65,0,0,0,0,0,0,0,3,20,40,16,20,17,16,10,135,322,195,98,61,85,57,27,845
POA3068,105,105,50,29,24,16,11,337,116,88,66,36,39,20,15,379,116,123,61,37,47,23,9,419,460,416,230,162,181,123,54,1626,0,0,0,0,0,0,0,5,801,735,412,254,295,187,89,2765,13,21,25,15,12,8,5,104,6,18,8,11,12,8,4,67,7,8,8,0,9,7,0,43,18,48,35,21,39,15,16,185,4,4,0,0,0,0,0,11,48,92,78,55,65,41,23,409,847,826,492,306,365,229,109,3175
POA3070,146,114,67,37,51,22,16,457,165,151,93,64,79,47,30,629,172,176,93,43,50,34,10,573,544,593,406,306,393,212,93,2553,0,0,0,0,0,0,0,7,1028,1037,670,453,569,309,143,4215,6,12,14,10,10,16,3,61,21,26,21,19,28,8,14,128,4,13,20,18,11,3,4,71,30,60,50,58,90,36,18,356,5,0,0,0,0,0,0,8,61,111,103,102,141,63,38,625,1088,1155,773,563,713,370,179,4835
POA3071,141,101,42,29,42,27,26,409,128,108,67,41,55,32,13,440,113,100,50,30,37,25,5,366,507,472,270,162,235,141,56,1840,0,0,4,0,0,0,0,4,887,777,434,259,373,224,102,3062,0,10,20,16,25,11,4,83,4,21,15,8,13,6,6,78,6,15,8,3,13,0,4,56,24,51,51,36,49,32,12,260,5,0,0,0,0,0,0,6,52,106,94,63,92,59,26,478,935,881,527,327,460,282,126,3536
POA3072,404,375,163,94,112,83,55,1283,214,168,81,64,76,47,25,674,188,163,86,55,60,25,18,591,735,668,418,275,339,181,81,2696,4,0,9,0,0,0,0,8,1550,1378,747,483,579,331,178,5253,26,55,42,29,41,32,30,252,26,44,29,22,31,15,5,167,9,15,9,15,12,8,5,72,68,113,72,59,83,38,24,453,8,8,0,5,0,0,0,23,136,240,149,127,156,92,62,971,1690,1612,898,610,740,427,242,6219
POA3073,846,695,287,162,252,182,101,2532,304,232,101,78,101,50,31,898,323,215,101,58,66,40,17,822,1159,851,499,333,397,207,116,3554,12,12,8,3,5,0,0,39,2642,2012,991,640,816,479,264,7840,54,107,73,54,75,50,42,445,44,61,47,29,35,10,12,236,21,31,15,19,16,11,5,123,178,233,136,113,146,57,33,901,5,13,3,7,5,3,0,45,303,445,279,217,278,139,87,1752,2945,2453,1272,860,1095,614,351,9586
POA3074,490,501,269,186,240,161,100,1953,103,77,39,38,38,21,9,324,73,76,30,17,23,7,0,226,264,144,76,52,59,30,16,645,8,0,9,0,0,0,0,13,943,793,422,295,361,225,126,3162,22,58,56,41,59,52,32,326,19,36,20,12,20,11,5,124,7,18,6,4,9,3,0,48,67,75,47,34,48,29,6,311,7,9,4,6,3,3,0,32,129,194,139,96,140,93,44,837,1069,984,560,392,499,321,171,3999
POA3075,664,660,340,219,288,198,138,2507,124,130,61,33,46,16,12,419,116,107,25,16,28,19,3,317,370,278,124,86,85,32,9,984,16,8,8,6,3,0,0,39,1282,1185,562,357,450,265,165,4261,30,82,60,56,72,55,26,388,24,26,24,23,18,10,11,134,10,21,12,13,14,4,3,87,63,85,60,37,57,22,11,330,4,11,3,4,0,0,0,19,131,226,158,130,167,91,52,958,1413,1411,720,489,614,356,216,5227
POA3076,1045,1182,569,326,403,279,165,3971,170,160,76,51,61,29,25,573,151,114,74,49,41,16,22,458,503,555,307,182,224,106,55,1944,8,16,10,3,3,0,0,40,1878,2025,1043,608,741,431,262,6985,76,99,68,64,89,52,31,481,41,56,34,23,20,11,3,191,22,27,24,6,19,10,3,116,126,160,128,90,109,47,18,694,8,14,5,3,0,0,0,34,269,357,257,193,243,130,60,1507,2146,2383,1296,800,981,556,327,8495
POA3078,73,58,25,19,19,19,14,221,62,78,40,29,50,26,19,300,77,69,33,26,31,19,10,269,340,320,180,144,183,113,62,1348,0,0,0,0,0,0,0,0,549,528,278,220,282,178,107,2142,5,4,13,4,10,3,0,36,8,8,9,6,15,3,5,52,4,17,5,0,5,7,0,40,14,41,37,20,26,22,16,175,0,0,0,0,0,0,0,6,26,74,69,26,53,34,24,308,576,597,348,248,333,211,132,2449
POA3079,162,213,93,53,55,68,47,693,61,68,57,48,70,47,22,368,101,104,54,42,39,40,17,402,342,377,247,209,310,219,129,1825,0,4,3,0,0,0,0,12,669,767,457,349,472,375,217,3310,6,18,17,13,27,14,13,114,9,9,6,10,12,9,9,57,0,9,4,0,7,3,9,32,21,45,33,35,58,30,17,234,0,0,0,0,0,0,0,0,42,77,61,60,96,56,43,444,710,848,522,415,573,434,260,3749
POA3081,267,219,129,67,94,67,36,882,67,61,21,10,16,4,9,195,73,55,15,9,19,6,0,182,344,210,94,55,78,30,23,834,8,10,3,0,0,0,0,21,767,546,262,149,207,102,77,2118,32,43,29,30,41,37,38,248,14,13,17,14,8,3,0,70,8,9,6,3,10,7,3,41,46,85,42,32,49,29,8,294,3,3,3,0,4,0,0,10,103,161,95,74,110,72,44,662,874,708,362,222,319,177,123,2776
POA3082,448,511,257,166,217,177,129,1898,129,113,57,45,66,57,40,512,117,109,53,28,61,26,19,421,503,466,290,202,312,199,99,2070,8,13,0,0,0,0,0,27,1202,1219,657,438,653,466,283,4927,37,45,32,25,48,30,24,242,24,25,24,18,16,14,8,126,17,27,17,6,12,6,4,80,77,148,96,86,131,50,23,610,7,0,7,3,0,0,0,23,164,260,172,130,196,93,65,1081,1362,1474,829,576,855,565,344,6009
POA3083,590,520,231,157,237,183,141,2054,83,73,54,44,56,42,31,378,104,103,51,44,43,27,14,384,524,492,303,243,348,180,76,2164,8,8,7,4,0,0,0,19,1312,1185,648,492,684,428,253,5001,40,74,54,32,46,38,28,304,18,21,20,16,21,16,12,122,8,16,11,12,17,13,3,85,79,94,77,69,90,49,20,471,13,0,3,3,0,0,0,20,151,209,162,135,177,113,68,1012,1463,1389,808,623,864,544,319,6011
POA3084,349,514,254,116,156,91,50,1519,110,164,89,65,86,52,36,590,140,190,76,52,57,25,16,559,592,785,515,346,472,261,135,3105,0,5,0,0,0,0,0,6,1184,1657,934,573,767,428,235,5791,17,40,34,20,30,20,11,173,8,18,19,14,17,12,9,95,8,18,5,6,10,15,9,62,46,59,57,79,73,40,21,369,0,0,0,0,0,0,7,10,76,136,111,112,129,87,55,712,1261,1789,1045,688,897,519,292,6496
POA3085,172,157,79,55,63,45,35,601,89,94,44,35,34,26,5,327,79,68,31,27,23,15,8,245,456,433,259,185,240,130,55,1764,0,0,0,0,0,0,0,0,798,749,409,300,368,212,106,2942,3,14,13,9,18,5,12,72,4,13,7,9,14,6,0,55,4,4,4,8,14,8,0,35,32,57,41,30,47,28,15,254,0,3,0,0,0,0,0,4,47,87,61,56,89,49,31,424,850,839,471,357,456,263,138,3362
POA3087,95,99,31,20,37,22,15,314,47,57,26,11,11,8,9,174,49,39,26,9,14,7,4,150,333,297,161,104,116,67,28,1098,0,3,5,0,0,0,0,7,524,490,249,143,181,100,54,1745,4,16,3,4,13,4,3,46,4,6,6,7,9,4,0,38,6,4,4,0,4,0,3,18,23,52,49,37,45,16,11,237,0,0,0,0,0,0,0,0,38,78,64,49,71,27,20,339,564,563,315,193,251,125,74,2086
POA3088,260,278,128,73,104,85,23,953,133,143,93,52,62,30,24,544,130,148,79,34,45,24,17,486,898,945,582,339,436,271,105,3570,4,4,4,0,0,0,0,8,1425,1526,878,502,646,411,170,5562,4,21,15,8,10,9,4,84,14,19,21,12,19,3,10,104,6,15,13,4,13,10,5,68,63,122,120,94,135,44,28,606,0,0,0,3,5,0,0,12,93,184,174,125,183,69,46,876,1513,1706,1055,622,834,482,218,6433
POA3089,49,60,42,35,50,23,17,281,63,63,39,21,38,17,11,248,42,76,36,29,34,20,10,246,517,520,300,210,321,157,96,2129,0,4,0,0,0,0,0,5,677,715,419,303,439,221,131,2901,5,0,3,4,8,9,6,32,4,3,0,6,15,11,4,44,6,10,5,3,6,0,4,31,28,64,49,30,46,32,19,267,0,0,0,0,0,0,0,3,41,81,62,40,73,49,23,378,714,801,474,340,516,275,157,3287
POA3090,9,6,12,9,7,3,4,37,10,16,12,10,4,0,3,62,6,8,3,8,10,8,6,55,48,89,81,67,91,53,38,475,0,0,0,0,0,0,0,0,74,122,105,99,117,66,50,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,6,0,7,8,0,23,0,0,0,0,0,0,0,0,4,0,6,0,10,9,3,37,76,125,112,104,121,79,55,671
POA3091,0,3,9,4,9,0,7,37,0,3,3,0,0,0,0,10,6,3,3,3,11,4,3,34,35,56,28,41,43,34,7,249,0,0,0,0,0,0,0,0,39,69,41,46,64,44,24,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,21,0,0,0,0,0,0,0,0,0,4,10,3,4,0,0,22,39,78,46,49,67,41,28,351
POA3093,27,19,10,5,11,6,3,78,22,22,13,8,7,6,3,85,15,22,8,11,6,8,0,68,102,139,87,62,78,54,34,555,0,0,0,0,0,0,0,0,167,207,126,78,103,70,46,788,0,0,6,0,4,0,5,15,5,3,0,5,4,0,0,17,3,0,6,0,5,0,3,12,10,9,12,16,9,6,3,66,0,0,0,0,0,0,0,0,13,14,14,20,23,7,8,105,175,216,143,101,124,80,53,890
POA3094,62,71,33,22,9,5,9,209,69,69,33,19,26,16,6,242,47,55,24,14,26,9,7,182,344,364,206,133,156,75,47,1323,0,4,0,0,0,0,0,5,513,562,304,192,222,106,63,1967,5,6,3,0,0,3,0,20,10,7,12,4,6,6,0,48,3,11,3,4,0,0,0,37,22,44,50,32,39,17,11,202,0,0,0,0,0,0,0,3,45,74,68,44,54,28,14,318,561,631,374,233,269,138,78,2282
POA3095,187,219,124,96,107,65,33,829,159,225,166,86,116,51,18,819,163,176,85,52,91,59,35,662,863,993,654,474,669,395,202,4246,3,8,0,0,0,0,0,13,1376,1620,1019,710,981,569,289,6577,8,17,14,14,25,5,11,103,4,21,24,10,15,8,6,80,3,18,16,13,21,17,7,93,49,92,87,91,107,61,35,532,0,0,0,0,0,0,0,5,72,146,143,132,170,91,59,815,1445,1765,1169,848,1152,663,350,7387
POA3096,5,9,5,0,9,8,7,43,4,8,10,10,6,3,0,38,4,3,4,0,0,4,0,19,70,72,41,29,40,25,10,281,0,0,0,0,0,0,0,0,84,91,64,42,57,34,16,378,0,4,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,5,0,0,4,3,8,14,5,14,0,3,55,0,0,0,0,0,0,0,0,4,13,17,8,25,8,6,76,88,99,80,47,79,41,22,450
POA3097,4,6,8,0,3,0,3,25,0,0,3,0,5,4,0,20,3,6,0,0,8,3,0,22,36,64,41,26,46,26,8,244,0,0,0,0,0,0,0,0,47,71,54,33,60,32,12,314,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,8,0,7,0,3,9,0,0,20,0,0,0,0,0,0,0,0,4,4,8,3,9,0,0,32,52,77,66,35,69,34,11,350
POA3099,5,15,9,10,6,4,0,44,17,21,21,15,15,6,3,94,17,20,13,11,17,6,0,79,200,188,139,108,120,57,27,833,0,0,0,0,0,0,0,0,232,238,183,143,150,70,31,1050,0,0,0,0,0,0,0,0,0,10,5,0,7,0,0,24,0,4,0,0,0,0,3,10,10,15,21,13,24,12,0,104,0,0,0,0,0,0,0,7,17,25,28,18,38,14,5,144,250,268,209,164,185,78,38,1191
POA3101,265,365,201,123,181,122,80,1329,113,90,75,45,65,35,15,451,103,107,79,57,80,52,28,505,363,408,342,294,444,277,172,2298,6,3,3,3,0,0,0,14,855,984,695,525,771,485,293,4600,26,60,52,43,61,43,25,310,8,14,14,17,18,22,7,99,5,6,10,16,19,8,11,72,20,38,60,63,78,53,22,340,0,0,4,0,0,0,0,9,54,126,137,133,172,123,75,823,902,1106,832,653,949,614,361,5420
POA3102,86,90,33,34,27,24,21,321,36,36,25,16,25,15,14,174,31,42,19,14,22,12,14,159,125,178,134,112,148,111,46,849,0,0,0,0,0,0,0,3,277,352,215,177,223,167,93,1508,4,8,8,13,11,8,4,61,0,6,0,0,0,5,0,21,0,9,3,0,5,0,8,29,10,15,14,15,21,16,8,112,0,0,0,0,0,0,0,0,23,41,36,32,43,35,25,223,295,394,251,208,267,204,114,1736
POA3103,256,460,268,206,231,176,96,1686,39,40,43,20,34,28,9,210,68,69,39,31,40,27,16,290,95,155,126,104,176,145,82,886,0,3,3,0,0,0,0,8,457,729,477,362,481,371,203,3083,31,68,75,68,106,74,45,464,0,3,8,0,3,3,3,30,6,15,3,4,7,8,4,39,10,18,23,21,39,25,9,143,0,3,4,0,0,0,0,9,52,104,111,91,158,107,61,682,512,832,593,459,642,475,259,3765
POA3104,335,633,501,340,420,275,166,2674,59,69,58,50,58,41,23,362,82,98,74,55,60,41,32,437,173,262,250,216,333,297,140,1668,0,5,3,0,4,0,0,17,653,1060,885,667,874,660,352,5148,28,79,84,73,115,95,41,509,8,6,6,9,6,8,7,66,0,6,8,3,15,14,0,47,10,29,30,24,49,37,25,209,3,0,6,0,0,3,0,6,50,125,135,117,183,155,79,842,699,1182,1020,781,1056,813,434,5991
POA3105,163,205,94,74,83,80,61,749,37,32,22,6,32,20,18,167,71,60,22,10,17,21,9,211,172,189,141,83,142,103,51,877,0,0,0,0,0,0,0,4,441,484,283,173,274,216,131,2007,14,20,13,15,22,19,15,113,7,12,4,4,9,3,6,52,4,4,5,3,8,3,5,32,14,22,25,16,32,16,13,137,0,3,0,0,0,0,0,9,37,70,47,35,71,44,34,336,477,552,328,206,348,261,165,2345
POA3106,339,457,229,137,144,143,110,1562,37,39,38,30,41,26,22,234,59,55,39,26,52,40,22,283,206,232,164,141,221,137,69,1173,3,6,0,0,0,0,0,11,644,793,469,336,464,347,225,3267,12,67,28,26,30,29,20,213,4,11,4,8,13,3,3,51,4,0,7,0,9,5,0,31,15,36,36,22,44,32,11,196,0,0,0,0,0,0,0,0,34,118,82,56,91,70,37,487,682,904,549,389,555,417,266,3761
POA3107,281,322,129,91,138,92,58,1107,64,44,29,23,31,14,4,212,83,81,37,16,37,22,4,273,214,258,215,136,196,95,63,1169,0,0,0,0,0,0,0,5,640,703,404,259,394,229,138,2766,13,31,20,21,33,24,17,157,6,14,15,9,8,4,0,57,3,9,8,13,10,3,7,49,16,43,41,31,53,22,4,211,0,8,0,4,0,0,0,14,36,100,82,76,108,57,29,489,677,801,488,338,500,283,166,3259
POA3108,693,703,279,195,233,216,156,2479,58,43,28,12,32,21,12,205,96,64,29,25,23,19,9,262,163,177,134,111,171,96,49,899,4,5,3,4,0,0,0,13,1016,993,473,340,456,344,231,3859,44,113,85,71,108,80,57,564,5,16,7,9,12,11,4,65,10,18,15,7,15,14,5,83,26,39,22,38,46,33,5,215,0,3,3,0,0,0,0,8,86,191,138,128,186,135,81,937,1100,1184,607,469,640,481,312,4794
POA3109,943,1369,733,360,435,317,222,4382,74,86,49,32,29,21,18,312,106,96,49,46,38,25,11,371,228,289,225,155,228,157,79,1362,6,3,3,3,8,0,0,23,1355,1850,1061,591,733,522,336,6456,40,155,102,81,100,94,61,630,8,20,9,9,12,9,7,70,3,23,9,4,13,3,5,65,16,33,35,29,57,21,28,224,8,0,0,0,0,0,0,10,75,230,155,124,181,129,104,1002,1431,2082,1216,716,918,648,440,7458
POA3111,205,288,154,99,128,90,56,1022,42,45,32,24,32,25,13,212,60,59,46,21,25,28,12,256,156,271,163,122,177,144,82,1120,8,3,0,0,0,0,0,8,472,667,396,267,367,289,168,2623,8,19,15,14,24,24,14,111,3,6,18,9,11,12,5,65,4,0,7,3,10,9,3,36,19,30,26,18,36,11,7,149,0,0,0,0,0,0,0,0,30,58,72,48,74,49,26,364,506,726,469,316,436,338,197,2987
POA3113,47,40,30,13,36,24,21,211,39,36,33,28,33,21,16,209,35,56,36,32,31,27,17,240,230,293,229,185,250,148,88,1429,0,0,0,0,0,0,0,0,364,436,324,251,352,218,140,2086,3,3,9,0,5,3,6,25,7,3,7,7,7,3,0,39,5,9,0,3,4,0,0,24,13,24,26,20,46,11,14,154,0,0,4,0,0,0,0,4,28,40,44,31,58,20,20,247,389,476,370,285,410,239,158,2328
POA3114,16,17,19,13,16,23,7,108,12,15,11,7,12,13,3,74,4,25,27,10,25,16,12,124,78,156,115,87,133,92,49,718,0,0,0,0,0,0,0,4,114,219,161,119,192,146,71,1023,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,15,0,3,0,0,3,0,0,5,0,4,0,6,4,12,3,30,0,0,0,0,0,0,0,0,0,8,4,7,12,13,3,51,113,227,169,126,204,156,72,1075
POA3115,0,8,13,9,19,11,6,58,18,13,14,20,23,11,6,103,5,12,6,3,9,0,0,32,94,171,105,80,118,65,38,669,3,0,0,0,0,0,0,0,119,203,136,112,163,83,44,870,0,0,3,0,3,5,0,11,0,5,0,0,0,0,0,8,0,0,3,0,7,0,0,12,0,7,3,10,10,3,0,35,0,0,0,0,0,0,0,0,0,9,8,11,17,14,3,74,119,215,150,125,183,100,50,936
POA3116,96,123,61,26,59,44,20,445,42,51,25,16,27,12,9,179,59,29,21,22,20,13,6,166,509,438,225,153,193,87,36,1647,0,0,0,0,0,0,0,10,719,650,327,220,304,156,71,2445,3,9,7,13,16,8,0,50,8,16,3,3,9,3,0,44,3,7,4,7,10,8,0,34,39,74,56,37,63,20,11,304,0,7,0,0,0,0,0,0,53,115,67,61,97,38,16,438,770,762,397,281,401,195,90,2883
POA3121,196,160,85,50,87,53,29,661,101,87,43,31,26,18,11,308,168,126,59,26,24,14,9,424,539,342,218,124,187,109,37,1572,5,3,0,0,0,0,0,13,1010,712,414,234,323,200,93,2985,38,64,43,38,49,53,26,312,10,14,11,17,17,10,7,98,7,20,10,6,12,3,0,63,24,44,35,26,30,33,21,213,5,10,3,0,7,0,0,18,89,151,106,84,114,95,56,702,1102,864,520,321,434,296,147,3685
POA3122,178,204,94,60,75,51,24,679,70,71,48,39,43,22,15,315,94,107,51,34,47,32,13,386,398,339,274,227,318,208,123,1888,0,3,0,0,0,0,0,3,745,719,471,363,481,311,175,3264,8,28,21,8,24,9,14,122,5,3,12,5,8,12,9,62,0,13,6,7,13,9,5,61,20,46,39,23,43,33,20,221,0,0,0,4,0,0,0,10,44,88,81,48,96,62,50,464,783,811,554,413,578,378,218,3736
POA3123,161,199,101,68,77,49,29,674,40,74,41,20,37,32,12,259,73,88,51,26,50,26,6,317,284,307,207,135,195,140,86,1344,0,3,0,0,0,0,0,10,559,667,403,250,356,249,133,2603,10,36,20,11,23,25,9,133,7,13,15,7,6,14,4,68,0,13,4,4,5,3,0,32,7,24,24,21,28,25,16,144,7,0,0,0,0,0,0,5,32,85,67,55,62,65,27,385,589,750,466,301,416,312,160,2989
