POA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,3,0,0,0,0,3,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,29,0,0,0,0,29
POA3739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
POA3740,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,7,0,0,0,0,7,11,0,0,0,0,12,15,0,0,0,0,21,29,0,0,0,0,29,29,0,0,0,0,29,12,0,0,0,0,12,11,0,0,0,0,14,6,0,0,0,0,6,9,0,0,0,0,13,145,5,0,5,0,156
POA3741,12,3,0,0,0,23,8,0,0,0,0,8,11,0,0,0,0,11,25,0,0,0,0,25,18,0,4,0,0,23,52,5,0,0,0,58,62,3,5,0,0,64,68,0,0,0,0,69,36,0,0,0,0,36,22,0,0,0,0,22,10,0,0,0,0,10,14,0,0,0,0,24,338,20,8,0,0,365
POA3744,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,9,0,0,0,0,9,11,0,0,0,0,11,12,0,0,0,0,12,11,0,0,0,0,11,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,70,0,0,0,0,71
POA3746,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,15,0,0,0,0,15,19,0,0,0,0,16,11,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,65,0,0,0,0,69
POA3747,26,0,0,3,0,26,13,0,0,0,0,13,14,0,0,0,0,14,27,0,0,0,0,28,41,0,0,0,0,38,119,3,0,0,0,123,127,0,0,0,0,128,123,0,0,0,0,123,41,0,0,0,3,44,38,0,0,0,0,38,17,0,0,0,0,16,37,0,0,0,0,41,616,8,0,3,5,627
POA3749,21,0,0,0,0,21,6,0,0,0,0,6,5,0,0,0,0,5,13,0,0,0,0,13,12,0,0,0,0,12,37,0,0,0,0,37,58,0,0,0,0,58,48,0,0,0,0,48,28,0,0,0,0,28,19,0,0,0,0,19,6,0,0,0,0,6,12,0,0,0,0,12,267,0,0,0,0,265
POA3750,91,9,0,0,0,102,18,0,0,0,0,17,19,3,0,0,0,23,34,6,0,0,0,32,71,7,9,0,0,85,309,31,0,0,0,350,737,72,0,0,0,810,1705,63,0,0,0,1770,601,14,0,0,0,614,287,11,0,0,0,300,169,9,0,0,0,177,245,17,0,0,0,259,4285,236,15,0,6,4542
POA3751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11
POA3752,137,10,0,0,0,146,56,8,0,0,0,68,55,8,0,0,0,59,96,9,0,0,0,108,131,18,0,0,0,152,431,73,0,0,0,508,651,104,0,0,0,754,998,108,0,0,0,1114,472,18,0,0,0,494,296,20,0,0,0,313,183,7,0,0,0,199,275,28,0,0,0,306,3784,417,0,0,0,4210
POA3753,20,0,0,0,0,20,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,9,0,0,0,0,8,56,0,0,0,0,56,161,0,0,0,0,161,340,0,0,0,0,340,135,0,0,0,0,137,69,0,0,0,0,69,36,0,0,0,0,36,57,0,0,0,0,57,909,0,0,0,0,906
POA3754,227,9,0,0,0,235,97,10,0,0,0,105,85,4,5,0,0,91,142,11,0,0,0,150,237,15,0,0,0,252,864,61,11,0,0,936,1636,94,0,0,0,1736,2875,113,3,0,0,2995,1172,29,0,0,0,1206,650,14,0,0,0,665,352,10,0,0,0,357,494,23,0,0,0,518,8832,386,24,0,5,9251
POA3755,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,23,0,0,0,0,23
POA3756,81,3,0,0,0,87,39,0,0,0,0,39,24,0,0,0,0,22,58,4,0,0,0,62,89,9,0,0,0,98,382,35,0,0,0,416,674,52,0,0,0,721,755,17,0,0,0,766,242,3,0,0,0,247,171,0,0,0,0,170,91,0,0,0,0,93,192,10,0,0,0,201,2798,137,4,0,4,2937
POA3757,41,0,0,0,0,44,14,7,0,0,0,14,16,6,0,0,0,23,40,3,0,0,0,44,52,4,0,0,0,50,167,11,5,0,0,187,239,16,0,0,0,253,362,13,0,0,0,369,178,7,0,0,0,182,133,7,0,0,0,132,80,0,0,0,0,80,115,5,0,0,0,115,1433,64,10,0,0,1513
POA3758,14,0,0,0,0,16,9,0,0,0,0,9,6,0,0,0,0,6,15,0,0,0,0,15,21,0,0,0,0,21,40,0,0,0,0,40,68,0,0,0,0,70,90,0,0,0,0,90,49,0,0,0,0,49,43,0,0,0,0,43,17,0,0,0,0,17,29,0,0,0,0,29,402,0,0,0,0,405
POA3759,8,0,0,0,0,8,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,22,0,0,0,0,22,22,0,0,0,0,22,24,0,0,0,0,24,21,0,0,0,0,21,22,0,0,0,0,22,20,0,0,0,0,20,14,0,0,0,0,14,168,0,0,0,0,168
POA3760,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,11,0,0,0,0,11,8,0,0,0,0,8,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,52,0,0,0,0,52
POA3761,4,0,0,0,0,4,7,0,0,0,0,7,7,0,0,0,0,7,5,0,0,0,0,5,3,0,0,0,0,3,16,0,0,0,0,16,31,0,0,0,0,31,32,0,0,0,0,32,33,0,0,0,0,33,23,0,0,0,0,23,17,0,0,0,0,17,19,0,0,0,0,19,185,0,0,0,0,185
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,18,0,0,0,0,18
POA3763,7,0,0,0,0,7,8,0,0,0,0,8,5,0,0,0,0,5,17,0,0,0,0,17,15,0,0,0,0,15,54,0,0,0,0,54,67,0,0,0,0,67,84,0,0,0,0,84,33,0,0,0,0,33,28,0,0,0,0,28,11,0,0,0,0,11,28,0,0,0,0,28,350,0,0,0,0,350
POA3764,62,0,0,0,0,60,39,9,0,0,0,44,34,0,0,0,0,34,40,6,0,0,0,49,82,0,0,0,0,77,259,9,0,0,0,265,351,6,0,0,0,358,372,4,0,0,0,372,132,0,0,0,0,134,94,0,0,0,0,94,54,0,0,0,0,54,113,0,0,0,0,111,1613,39,5,0,0,1663
POA3765,48,0,0,0,0,48,22,0,3,0,0,23,14,0,0,0,0,10,24,0,0,0,0,24,40,0,0,0,0,40,121,6,5,0,0,127,179,0,3,0,0,184,261,0,4,0,0,265,204,0,0,0,0,209,116,0,0,0,0,122,64,0,0,0,0,68,81,0,3,0,0,87,1172,5,21,0,0,1196
POA3766,10,0,0,0,0,10,9,0,0,0,0,9,5,0,0,0,0,5,8,0,0,0,0,8,9,0,0,0,0,9,41,0,0,0,0,41,38,0,0,0,0,38,58,0,0,0,0,58,50,0,0,0,0,50,27,0,0,0,0,27,5,0,0,0,0,5,11,0,0,0,0,11,261,0,0,0,0,261
POA3767,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,13,0,0,0,0,13,22,0,0,0,0,22,23,0,0,0,0,23,59,0,0,0,0,57,35,0,0,0,0,35,36,0,0,0,0,36,14,0,0,0,0,14,15,0,0,0,0,15,229,0,0,0,0,229
POA3770,35,0,0,0,0,35,4,0,0,0,0,4,6,0,0,0,0,6,19,0,0,0,0,19,26,0,0,0,0,26,60,0,0,0,0,60,74,0,0,0,0,74,122,0,0,0,0,116,59,0,0,0,0,61,60,0,0,0,0,60,46,0,0,0,0,46,29,0,0,0,0,28,532,3,0,0,0,536
POA3775,31,3,0,0,0,36,17,0,0,0,0,16,14,0,0,0,0,19,13,0,0,0,0,10,15,0,0,0,0,15,64,3,0,0,0,65,65,3,0,0,0,77,168,5,0,0,0,173,74,4,0,0,0,80,70,0,0,0,0,73,52,0,0,0,0,53,41,0,0,0,0,39,625,22,0,0,0,652
POA3777,66,4,0,0,0,75,39,6,0,0,0,37,43,0,0,0,0,43,57,3,0,0,0,63,93,3,0,0,0,91,263,16,5,0,0,288,309,10,0,0,0,320,371,6,0,0,0,376,166,0,0,0,0,169,131,0,0,0,0,130,59,0,0,0,0,61,95,5,0,0,0,100,1698,44,7,0,3,1743
POA3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
POA3779,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43
POA3781,37,0,0,0,0,37,15,0,0,0,0,15,16,0,0,0,0,16,26,0,0,0,0,26,54,0,0,0,0,54,153,0,0,0,0,160,168,0,0,0,0,168,254,0,0,0,0,254,108,0,0,0,0,108,47,0,0,0,0,47,38,0,0,0,0,38,58,0,0,0,0,58,966,0,0,0,0,969
POA3782,72,0,0,0,0,72,28,0,0,0,0,28,16,0,0,0,0,16,22,0,0,0,0,22,62,0,0,0,0,62,158,5,0,0,0,161,169,0,0,0,0,169,340,0,0,0,0,336,201,0,0,0,0,201,142,0,0,0,0,146,79,0,0,0,0,79,107,0,0,0,0,112,1412,3,0,0,0,1414
POA3783,16,0,0,0,0,16,10,0,0,0,0,10,9,0,0,0,0,9,11,0,0,0,0,11,14,0,0,0,0,14,60,0,0,0,0,60,61,0,0,0,0,60,113,0,0,0,0,113,60,0,0,0,0,60,38,0,0,0,0,38,15,0,0,0,0,15,23,0,0,0,0,23,415,0,0,0,0,420
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
POA3786,15,0,0,0,0,15,8,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,10,26,0,0,0,0,26,40,0,0,0,0,40,60,0,0,0,0,60,39,0,0,0,0,39,43,0,0,0,0,43,29,0,0,0,0,29,17,0,0,0,0,17,294,0,0,0,0,294
POA3787,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,26,0,0,0,0,26,18,0,0,0,0,18,34,0,0,0,0,34,19,0,0,0,0,19,24,0,0,0,0,24,19,0,0,0,0,19,10,0,0,0,0,10,172,0,0,0,0,169
POA3788,22,0,0,0,0,22,3,0,0,0,0,3,5,0,0,0,0,5,11,0,0,0,0,11,12,0,0,0,0,12,31,0,0,0,0,31,49,0,0,0,0,49,67,0,0,0,0,67,44,0,0,0,0,44,31,0,0,0,0,31,22,0,0,0,0,21,16,0,0,0,0,16,305,0,0,0,0,306
POA3789,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,15,0,0,0,0,15,8,0,0,0,0,8,5,0,0,0,0,5,47,0,0,0,0,47
POA3791,11,0,0,0,0,11,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,40,0,0,0,0,40,38,0,0,0,0,38,56,0,0,0,0,56,31,0,0,0,0,31,36,0,0,0,0,36,20,0,0,0,0,20,12,0,0,0,0,12,270,0,0,0,0,270
POA3792,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,31,0,0,0,0,31,23,0,0,0,0,23,44,0,0,0,0,44,30,0,0,0,0,30,21,0,0,0,0,20,11,0,0,0,0,11,13,0,0,0,0,13,190,0,0,0,0,193
POA3793,28,0,0,0,0,29,16,0,0,0,0,16,8,0,0,0,0,7,5,0,0,0,0,5,20,0,0,0,0,20,82,0,0,0,0,81,87,0,0,0,0,87,152,0,0,0,0,152,73,0,0,0,0,73,51,0,0,0,0,51,23,0,0,0,0,24,37,0,0,0,0,37,577,4,0,0,0,582
POA3795,15,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,9,13,0,0,0,0,13,17,0,0,0,0,17,31,0,0,0,0,31,22,0,0,0,0,21,24,0,0,0,0,24,16,0,0,0,0,16,8,0,0,0,0,8,164,0,0,4,0,166
POA3796,79,0,0,0,0,80,41,0,0,0,0,41,21,0,0,0,0,21,47,0,0,0,0,53,66,0,0,0,0,66,188,4,0,0,0,194,283,4,0,0,0,286,458,0,0,0,0,460,299,0,0,0,0,301,176,0,0,0,0,177,73,0,0,0,0,73,123,0,0,0,0,124,1855,20,0,0,0,1874
POA3797,19,0,0,0,0,23,9,0,0,0,0,14,7,0,0,0,0,11,19,0,0,6,0,21,29,0,0,0,0,26,69,7,3,0,0,79,85,5,0,0,0,94,138,8,0,0,0,145,62,0,0,0,0,65,34,0,3,0,0,30,21,0,0,0,0,21,32,4,3,0,0,38,528,22,11,6,0,568
POA3799,49,0,0,0,0,49,37,0,0,0,0,37,42,0,0,0,0,42,57,0,0,0,0,61,85,0,0,0,0,84,209,0,0,0,0,209,212,0,0,0,0,212,178,0,0,0,0,178,49,0,0,0,0,49,30,0,0,0,0,30,25,0,0,0,0,24,68,0,0,0,0,68,1037,0,0,3,0,1041
POA3802,175,20,0,0,0,197,57,4,0,0,0,66,56,4,0,0,0,60,92,18,0,0,0,110,100,8,0,0,0,106,329,67,0,0,0,400,453,75,0,0,0,531,750,108,0,0,0,858,351,58,0,0,0,413,199,42,0,0,0,244,101,16,0,0,0,114,241,38,0,0,0,280,2924,448,0,0,0,3370
POA3803,54,10,4,0,0,72,33,5,0,0,0,32,18,3,0,0,0,26,38,8,0,0,0,45,64,5,0,0,0,76,162,48,3,0,0,211,227,66,4,0,0,296,291,62,6,0,0,358,100,18,0,0,0,119,56,10,0,0,0,68,32,10,0,0,0,46,91,22,0,0,0,112,1172,269,20,0,0,1461
POA3804,80,0,0,0,0,80,27,0,0,0,0,27,22,0,0,0,0,22,34,0,0,0,0,34,20,0,0,0,0,20,87,0,0,0,0,90,115,0,0,0,0,118,188,0,0,0,0,188,122,3,0,0,0,123,216,0,0,0,0,213,185,0,0,0,0,184,113,0,0,0,0,114,1203,4,0,0,0,1216
POA3805,374,14,0,0,0,396,141,6,0,0,0,147,144,4,0,0,0,149,249,13,0,0,0,265,319,11,6,0,0,332,1061,53,19,0,0,1131,1469,102,19,0,0,1586,2322,142,15,0,0,2476,975,52,0,0,0,1029,532,23,0,0,0,551,332,7,0,0,0,338,562,43,9,0,0,611,8476,476,72,0,0,9024
POA3806,306,16,0,0,0,324,99,9,0,0,0,111,93,4,0,0,0,101,171,8,0,0,0,182,231,10,0,0,0,241,696,47,5,0,0,746,996,82,0,0,0,1070,1890,121,5,0,0,2021,1128,40,0,0,0,1164,819,29,0,0,0,847,469,10,0,0,0,480,518,16,0,0,4,535,7412,387,18,3,4,7822
POA3807,65,3,0,0,0,65,11,0,0,0,0,11,18,0,0,0,0,19,26,3,0,0,0,30,39,9,0,0,0,46,117,4,0,0,0,120,159,13,0,0,0,169,251,34,0,0,0,283,170,11,0,0,0,181,146,5,0,0,0,150,96,3,0,0,0,98,61,6,0,0,0,66,1156,95,0,0,0,1251
POA3808,21,0,0,0,0,21,5,0,0,0,0,5,10,0,0,0,0,10,4,0,0,0,0,4,9,0,0,0,0,9,43,0,0,0,0,43,54,0,0,0,0,54,99,0,0,0,0,99,73,0,0,0,0,73,87,0,0,0,0,87,64,0,0,0,0,64,37,0,0,0,0,37,496,0,0,0,0,496
POA3809,58,0,0,0,0,56,28,7,0,0,0,35,25,5,0,0,0,25,42,0,0,0,0,42,72,4,0,0,0,73,307,22,0,0,0,328,693,36,0,0,0,730,1333,30,0,0,4,1367,500,9,0,0,0,509,263,4,0,0,0,268,138,0,0,0,0,139,201,6,0,0,0,202,3654,107,0,0,3,3769
POA3810,242,15,0,0,0,260,104,17,0,0,0,120,102,8,0,0,0,117,170,8,0,0,0,183,263,22,0,0,0,290,1103,131,0,0,0,1232,1954,142,4,0,0,2103,2509,66,6,0,0,2577,717,8,0,0,0,724,383,8,0,0,0,390,248,4,0,0,0,254,474,26,0,0,0,508,8267,472,14,0,0,8749
POA3812,15,0,0,0,0,16,5,0,0,0,0,5,4,0,0,0,0,4,6,0,0,0,0,6,16,0,0,0,0,16,28,0,4,0,0,33,51,0,0,0,0,48,83,0,0,0,0,83,46,0,0,0,0,46,46,0,0,0,0,46,21,0,0,0,0,21,30,0,0,0,0,30,350,0,4,0,0,359
POA3813,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,21,0,0,0,0,21,25,0,0,0,0,25,28,0,0,0,0,28,20,0,0,0,0,20,15,0,0,0,0,15,13,0,0,0,0,13,9,0,0,0,0,9,138,0,0,0,0,138
POA3814,11,0,0,0,0,11,9,0,0,0,0,8,4,0,0,0,0,4,6,0,0,0,0,9,20,0,0,0,0,22,51,0,3,0,0,58,70,0,0,0,0,70,116,0,0,0,0,116,47,0,0,0,0,47,22,0,0,0,0,22,19,0,0,0,0,19,21,0,0,0,0,21,401,0,6,0,0,407
POA3815,13,0,0,0,0,13,12,0,0,0,0,12,11,0,0,0,0,11,13,0,0,0,0,13,16,0,0,0,0,21,60,0,0,0,0,61,108,0,0,0,0,111,171,0,0,0,0,171,78,0,0,0,0,79,63,0,0,0,0,63,23,0,0,0,0,23,32,0,0,0,0,32,604,4,0,0,0,604
POA3816,17,0,0,0,0,24,12,0,0,0,0,12,10,0,0,0,0,7,13,6,0,0,0,18,27,0,0,0,0,30,95,8,3,0,0,107,115,0,0,0,0,119,84,0,0,0,4,83,31,0,0,0,0,31,30,0,0,0,0,30,23,0,0,0,0,23,46,3,0,0,0,49,503,20,9,0,3,531
POA3818,91,0,0,0,0,95,42,0,0,0,0,46,36,0,0,0,0,36,75,0,5,0,0,79,121,15,7,0,0,137,401,21,9,0,0,429,591,7,4,0,0,607,561,7,0,0,0,571,199,0,0,0,0,199,134,0,0,0,0,136,78,0,0,0,0,78,156,3,0,0,0,161,2483,60,31,0,3,2573
POA3820,92,4,4,0,0,103,51,0,0,0,0,53,45,3,0,0,0,52,93,0,0,0,0,95,134,3,8,0,0,141,479,15,12,0,0,505,649,5,5,0,0,656,633,6,5,0,0,641,200,0,0,0,0,200,123,0,0,0,0,123,92,0,0,0,0,97,148,4,4,0,0,152,2748,31,31,6,0,2821
POA3821,21,0,0,0,0,21,6,0,0,0,0,6,16,0,0,0,0,16,19,0,0,0,0,19,24,0,0,0,0,24,51,0,0,0,0,51,66,0,0,0,0,66,73,0,0,0,0,73,45,0,0,0,0,45,34,0,0,0,0,34,34,0,0,0,0,35,30,0,0,0,0,30,420,0,0,0,0,417
POA3822,7,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,29,3,0,0,0,30,19,6,0,0,0,28,23,5,0,0,0,32,9,0,0,0,0,13,3,0,0,0,0,3,4,0,0,0,0,5,13,0,0,0,0,16,132,15,0,0,0,151
POA3823,19,0,0,0,0,19,9,0,0,0,0,9,3,0,0,0,0,3,12,0,0,0,0,12,16,0,0,0,0,16,66,0,0,0,0,66,90,0,0,0,0,89,57,0,0,0,0,57,24,0,0,0,0,24,12,0,0,0,0,12,7,0,0,0,0,7,10,0,0,0,0,10,322,0,0,0,0,322
POA3824,34,0,0,0,0,34,17,0,0,0,0,17,22,0,0,0,0,22,34,0,0,0,0,36,50,3,0,0,0,48,163,0,0,0,0,163,168,0,0,0,0,168,125,0,0,0,0,129,44,0,0,0,0,44,41,0,0,0,0,41,15,0,0,0,0,15,38,0,0,0,0,38,754,7,0,0,0,758
POA3825,112,8,3,0,0,121,106,12,0,0,0,121,143,4,0,0,0,146,294,3,4,0,0,301,345,11,4,0,0,360,645,16,0,0,0,667,389,3,0,0,0,391,243,3,0,0,0,248,59,0,0,0,0,59,56,0,0,0,0,56,41,0,0,0,0,41,162,0,0,0,0,167,2605,68,15,0,0,2685
POA3831,10,0,0,0,0,10,9,0,0,0,0,9,7,0,0,0,0,7,17,0,0,0,0,17,21,0,0,0,0,21,41,0,0,0,0,42,60,0,0,0,0,60,58,0,0,0,0,53,20,0,0,0,0,20,10,0,0,0,0,10,16,0,0,0,0,16,14,0,0,0,0,14,278,0,0,0,0,278
POA3832,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,7,0,0,0,0,7,37,0,0,0,0,38
POA3833,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,37,0,0,0,0,37
POA3835,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,17,0,0,0,0,17,9,0,0,0,0,9,9,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,63,0,0,0,0,63
POA3840,109,0,8,0,0,110,92,0,3,0,0,94,97,3,0,0,0,102,230,9,10,5,0,247,230,0,4,0,0,237,417,0,3,0,0,422,219,0,0,0,0,217,176,0,0,0,0,176,72,0,0,0,0,71,35,0,0,0,0,34,30,0,0,0,0,33,141,3,0,0,0,147,1846,18,31,5,0,1897
POA3842,31,0,0,0,0,31,27,0,0,0,0,27,33,0,0,0,0,33,95,0,0,0,0,95,100,0,0,0,0,100,119,0,0,0,0,119,72,0,0,0,0,73,52,0,0,0,0,52,22,0,0,0,0,22,7,0,0,0,0,9,4,0,0,0,0,4,29,0,0,0,0,30,581,3,0,0,0,585
POA3844,200,5,6,0,0,214,106,7,5,0,0,114,103,0,4,0,0,105,248,4,10,0,0,255,392,3,16,0,0,411,1114,24,17,0,4,1158,893,16,3,0,0,917,632,3,5,0,0,643,214,0,0,0,0,221,168,0,0,0,0,164,103,0,0,0,0,103,286,7,6,0,0,296,4460,75,64,5,6,4606
POA3847,21,0,0,0,0,21,5,0,0,0,0,5,10,0,0,0,0,10,28,0,0,0,0,28,37,0,0,0,0,39,78,0,0,0,0,78,68,0,0,0,0,74,26,0,0,0,0,25,8,0,0,0,0,8,12,0,0,0,0,12,10,0,0,0,0,9,25,0,0,0,0,25,332,4,0,0,0,335
POA3850,79,4,0,0,0,88,48,0,0,0,0,47,64,0,0,0,0,66,120,6,4,0,0,132,189,7,3,0,0,200,443,13,6,0,0,462,335,3,0,0,0,345,257,5,0,0,0,260,72,0,0,0,0,73,46,0,0,0,0,51,33,0,0,0,0,36,104,9,3,0,0,109,1781,49,21,0,3,1860
POA3851,49,4,0,0,0,47,33,0,0,0,0,33,34,0,0,0,0,34,45,0,0,0,0,54,65,5,0,0,0,67,117,0,0,0,0,120,109,0,0,0,0,108,117,0,0,0,0,121,39,0,0,0,0,39,31,0,0,0,0,31,25,0,0,0,0,25,52,0,0,0,0,48,705,17,0,0,0,717
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
