POA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,5,18,8,3,0,49
POA3709,0,0,0,0,0,0,7,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,16,5,0,45,5,8,10,31,33,69,90,27,4,270
POA3711,0,0,0,0,5,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,11,12,4,3,48,10,10,51,58,80,115,114,43,14,495
POA3712,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,8,8,0,27,3,19,21,37,41,67,71,32,9,308
POA3713,0,0,0,0,4,16,14,14,12,54,0,0,0,0,0,0,0,0,0,3,0,0,10,6,6,14,19,18,16,89,13,33,85,85,130,209,179,110,57,896
POA3714,0,0,3,6,6,11,42,64,23,158,0,0,4,0,0,4,5,0,0,22,15,12,26,17,34,40,32,29,16,220,57,134,306,370,469,585,667,372,122,3084
POA3715,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,7,13,10,10,0,0,41,6,4,27,43,49,71,71,29,4,308
POA3717,4,0,7,5,6,11,22,47,22,124,0,0,0,0,0,0,0,0,0,6,18,16,24,41,56,74,60,44,10,344,69,145,249,350,454,642,608,344,88,2952
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,16,0,0,6,9,14,20,22,13,7,80
POA3719,0,0,0,0,0,5,7,3,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,11,5,0,0,31,11,12,27,34,67,91,83,42,5,362
POA3720,0,0,0,0,3,7,11,12,3,32,0,0,0,0,0,0,0,0,0,0,0,5,7,0,13,9,11,3,0,39,13,17,75,45,110,136,143,45,5,581
POA3722,4,0,10,3,8,15,35,59,38,171,0,0,11,0,0,7,3,0,0,27,19,14,29,57,35,57,58,45,27,342,95,185,553,700,669,893,838,485,182,4598
POA3723,8,0,3,0,3,18,27,25,11,101,0,0,5,0,4,0,0,0,0,6,23,45,83,52,65,90,74,34,6,468,103,165,342,375,441,636,609,217,51,2944
POA3725,0,0,0,3,0,0,3,0,4,18,0,0,0,0,0,0,0,0,0,4,4,0,4,10,6,8,13,6,0,53,16,21,54,72,71,111,123,29,8,510
POA3726,0,0,0,0,0,5,10,4,0,18,0,0,0,0,0,0,0,0,0,0,0,5,4,4,6,10,8,9,0,51,6,13,24,35,71,73,75,33,7,337
POA3727,0,0,0,0,0,3,4,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,5,7,5,0,25,9,10,30,28,35,65,43,28,10,250
POA3728,0,0,4,0,0,9,10,16,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,12,8,9,0,47,14,30,65,64,83,129,101,46,5,544
POA3730,5,3,6,17,18,45,116,165,133,515,0,0,0,4,4,6,0,10,0,20,20,31,50,58,54,70,141,137,76,635,191,370,845,913,1112,1343,1672,1056,402,7893
POA3732,0,0,0,0,3,0,4,9,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,10,4,0,45,19,21,50,60,91,87,97,55,13,488
POA3733,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,14,9,13,14,20,21,43,39,21,5,180
POA3735,0,0,0,0,0,0,12,5,10,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,10,4,4,0,34,14,20,80,58,87,124,83,35,25,526
POA3737,0,0,3,6,9,30,50,84,64,245,0,0,0,0,0,3,3,5,4,21,7,18,21,25,28,34,56,59,32,274,66,204,385,440,555,721,650,395,195,3611
POA3738,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,9,8,25,20,29,44,29,8,0,167
POA3739,0,0,0,0,0,5,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,4,3,3,6,13,4,0,0,33,4,7,15,36,32,58,33,11,4,193
POA3740,0,0,0,0,0,0,6,15,5,28,0,0,0,0,0,0,0,0,0,0,3,5,5,7,5,13,9,6,0,48,16,37,120,137,179,178,153,88,21,930
POA3741,0,0,0,6,0,10,16,36,25,90,0,0,0,0,0,0,0,4,0,8,20,24,46,32,44,58,42,50,29,339,58,164,344,412,477,516,483,291,88,2835
POA3744,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,5,4,6,0,25,6,6,37,68,81,84,66,34,7,393
POA3746,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,26,8,14,29,45,60,69,58,37,9,318
POA3747,0,0,5,12,6,15,36,47,29,142,4,0,0,0,0,5,3,3,0,15,20,14,19,46,48,52,45,36,17,286,97,141,378,603,719,809,816,388,128,4072
POA3749,0,0,0,3,0,5,11,16,18,59,0,0,0,0,0,0,0,0,0,0,4,3,6,21,11,22,14,21,8,96,38,53,113,241,282,377,288,169,85,1653
POA3750,3,9,51,87,92,124,125,76,6,565,0,8,49,44,53,60,62,19,13,307,39,69,236,198,87,72,56,24,13,789,379,1294,5189,5229,2035,1249,848,252,48,16518
POA3751,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,5,0,6,0,0,4,6,9,4,0,15,0,8,10,9,20,22,33,10,3,127
POA3752,4,4,25,30,49,115,215,222,148,817,0,0,10,15,24,30,32,37,51,198,59,44,117,119,105,71,84,68,65,731,652,1677,3299,3972,3781,2514,1525,795,379,18590
POA3753,0,3,0,6,11,15,31,20,0,86,4,0,0,0,4,4,4,0,0,25,16,9,29,32,33,22,15,9,0,164,107,234,899,807,537,355,224,65,10,3234
POA3754,7,13,46,74,73,128,258,209,54,865,0,8,32,29,30,26,42,41,6,220,107,91,282,286,181,123,109,64,10,1254,1102,2564,7608,9797,6143,3639,2738,1125,169,34893
POA3755,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,8,4,6,0,21,6,11,29,16,39,37,31,26,7,196
POA3756,0,4,28,41,46,81,108,82,29,414,0,0,14,12,14,11,22,7,7,86,56,51,125,117,94,86,60,43,4,634,398,917,2588,2412,1952,1697,1036,402,88,11490
POA3757,6,0,14,16,21,27,81,125,99,388,0,3,3,3,3,0,11,9,3,33,41,24,58,65,101,114,75,66,44,598,276,558,1016,1147,1464,1223,1036,509,246,7484
POA3758,0,0,3,4,4,11,21,7,0,51,0,0,0,0,0,0,0,0,0,6,10,9,29,22,22,42,32,8,4,165,55,112,237,292,350,331,246,67,14,1711
POA3759,0,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,8,13,0,0,48,31,70,78,103,177,193,134,50,14,858
POA3760,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,11,11,20,19,38,67,81,48,5,0,283
POA3761,0,0,3,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,6,8,11,10,12,13,10,7,0,72,34,74,84,134,190,193,155,66,8,945
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,4,15,7,18,25,16,3,6,86
POA3763,0,0,0,5,0,3,9,3,0,27,0,0,0,0,0,0,3,0,0,3,8,0,8,23,34,23,13,4,0,114,47,85,185,224,291,260,162,54,9,1319
POA3764,7,11,11,15,22,45,108,138,76,429,0,0,0,5,4,7,6,6,3,28,47,30,64,84,83,103,76,70,32,598,256,581,1237,1216,1440,1295,1135,721,264,8150
POA3765,0,3,12,4,13,17,28,43,28,138,0,0,5,0,0,0,0,4,0,17,15,8,32,28,37,23,32,50,86,313,162,361,774,912,946,797,702,430,213,5302
POA3766,0,0,0,0,3,4,3,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,5,13,11,0,6,0,0,33,28,49,121,189,234,170,140,62,8,988
POA3767,0,0,0,0,0,5,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,5,8,5,40,20,66,113,161,172,185,166,86,25,1000
POA3770,0,0,0,7,5,7,20,23,9,73,0,0,0,0,0,0,0,0,0,9,14,12,22,28,17,23,13,15,8,148,90,202,405,389,425,470,348,178,43,2553
POA3775,0,0,0,12,0,10,21,25,11,81,0,3,0,0,0,0,0,0,0,6,10,10,27,28,27,32,41,35,13,210,95,203,430,460,569,589,528,268,71,3213
POA3777,3,0,15,13,21,41,79,114,51,347,4,3,6,0,0,0,4,4,4,27,37,29,64,68,89,111,84,99,66,639,262,496,1158,1246,1477,1667,1343,794,311,8760
POA3778,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,9,4,24,9,37,48,39,9,0,166
POA3779,0,0,0,0,0,3,6,4,0,17,0,0,0,0,0,0,0,0,0,6,4,5,4,4,0,3,11,10,0,38,3,19,49,39,50,89,114,64,12,440
POA3781,4,0,8,6,6,16,15,22,8,83,0,0,3,4,0,0,3,0,0,11,25,18,59,49,48,52,34,11,4,301,112,227,624,666,670,605,361,115,31,3406
POA3782,4,0,5,11,13,18,29,53,23,159,0,0,0,0,0,0,0,3,0,16,18,12,29,31,44,43,36,30,16,261,191,436,712,995,1245,1159,920,404,121,6184
POA3783,0,0,4,3,5,6,8,27,11,65,0,0,0,4,0,0,0,0,0,3,22,10,25,37,42,41,23,15,0,220,71,149,265,294,385,381,251,125,29,1946
POA3785,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,4,8,7,3,0,48
POA3786,0,0,0,4,0,0,7,8,3,14,0,0,0,0,0,0,0,0,0,3,6,0,3,10,12,6,9,4,0,43,28,82,112,188,260,241,174,76,15,1178
POA3787,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,6,0,0,30,25,41,86,105,160,163,135,41,9,774
POA3788,0,0,0,0,0,0,3,7,3,14,0,0,0,0,0,0,0,0,0,0,0,3,8,17,19,13,9,4,0,69,25,73,154,224,300,265,244,80,14,1389
POA3789,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7,7,10,27,18,47,45,37,20,3,238
POA3791,0,0,0,0,0,3,4,6,0,7,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,12,13,8,0,45,26,60,105,191,223,232,222,87,11,1158
POA3792,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,0,20,20,33,81,122,162,159,154,50,17,807
POA3793,0,0,5,0,10,6,18,29,17,78,0,0,0,0,3,0,0,0,8,11,9,5,17,15,26,16,13,11,3,124,83,179,364,465,579,442,416,182,63,2766
POA3795,0,0,0,0,5,0,12,21,3,51,0,0,0,0,0,0,0,0,0,5,0,7,7,5,6,14,3,5,0,48,30,74,152,165,185,188,131,82,21,1023
POA3796,8,6,15,10,11,24,48,56,21,199,0,0,8,5,0,5,0,0,0,27,12,10,23,19,28,32,27,33,8,191,234,568,1302,1324,1305,1231,935,452,76,7439
POA3797,0,3,7,5,11,16,29,58,35,168,0,0,0,3,0,0,4,4,0,14,19,16,24,31,49,49,41,31,9,278,97,199,392,405,520,495,492,269,102,2968
POA3799,0,0,3,7,18,32,44,61,36,212,0,0,0,5,0,0,0,0,0,9,43,32,59,73,117,79,83,48,21,564,142,270,610,654,938,982,742,328,118,4790
POA3802,8,6,43,64,75,154,309,266,125,1051,4,23,67,79,92,78,72,58,28,500,69,79,185,171,146,137,141,84,26,1035,506,1503,3323,3386,2922,3439,2711,1079,361,19230
POA3803,4,8,52,91,61,92,114,123,74,627,4,21,64,76,89,68,48,27,13,418,38,67,121,84,101,71,51,59,54,650,254,771,1716,1455,1286,1375,996,546,294,8689
POA3804,0,3,9,23,20,39,68,77,44,285,0,0,5,12,20,21,20,18,7,113,15,20,43,33,39,39,57,48,53,354,255,675,780,875,1307,1274,828,389,189,6570
POA3805,26,27,152,192,237,286,401,365,155,1842,10,37,171,293,306,207,130,100,57,1310,181,201,436,354,308,280,172,124,60,2115,1643,4505,8150,8083,8361,6712,3759,1791,572,43571
POA3806,19,11,38,53,68,138,254,340,217,1138,5,8,43,28,33,42,31,33,19,239,101,126,228,266,258,185,211,224,130,1720,1311,3168,5506,7766,7604,5614,3826,2447,998,38248
POA3807,5,0,0,6,7,13,36,62,19,150,0,0,5,3,3,5,0,3,0,25,12,17,37,26,33,31,24,33,12,225,208,561,729,980,1298,968,587,327,92,5748
POA3808,0,0,0,4,0,5,13,7,3,39,0,0,0,0,0,3,4,0,3,14,11,5,10,24,31,32,26,12,9,144,91,166,210,414,483,467,336,142,42,2349
POA3809,3,3,23,27,25,34,77,52,16,263,0,0,8,17,7,10,8,12,4,78,52,62,146,116,85,52,41,20,6,581,412,1211,4158,3512,2015,1325,1067,364,45,14111
POA3810,29,30,126,142,152,204,342,389,183,1587,3,13,93,64,64,62,40,32,9,388,155,163,552,420,309,213,221,264,173,2469,1282,3393,9636,8634,6165,4576,3582,2290,799,40365
POA3812,0,0,0,3,8,17,21,15,13,73,0,0,0,0,0,0,0,0,0,4,14,5,17,29,35,33,25,14,5,183,71,144,258,295,398,382,270,80,37,1927
POA3813,0,0,0,0,0,4,5,7,7,24,0,0,0,0,0,0,0,0,0,6,6,11,13,12,3,23,11,4,0,80,28,74,111,94,142,176,84,46,15,768
POA3814,0,0,0,3,0,8,27,29,11,81,0,0,0,0,0,0,0,3,0,0,17,10,19,20,22,38,30,24,3,183,84,136,302,302,327,353,284,173,36,1985
POA3815,4,0,7,5,9,20,31,40,17,139,0,0,0,0,0,0,0,0,0,3,15,10,35,27,35,32,15,25,15,211,103,189,389,446,479,481,339,233,87,2742
POA3816,5,0,13,4,9,22,23,34,15,124,0,0,3,0,0,0,0,0,0,9,19,13,33,42,46,50,35,25,3,252,68,162,466,430,359,445,312,156,32,2436
POA3818,19,9,29,25,29,63,164,228,152,718,0,3,11,6,6,16,12,9,3,65,32,36,118,109,104,123,130,118,36,793,376,862,2282,1928,1976,2143,2083,1219,410,13276
POA3820,11,4,22,23,45,76,129,238,175,729,0,0,19,7,13,15,9,9,3,76,49,52,152,118,130,111,124,139,68,951,414,1090,2708,2318,2397,2415,2282,1461,576,15653
POA3821,0,0,3,4,3,13,18,24,3,74,0,3,4,0,0,0,0,0,4,9,12,5,28,32,31,36,40,24,5,196,73,136,301,332,427,530,412,166,31,2404
POA3822,5,0,6,6,8,0,10,16,3,43,0,0,0,0,0,0,0,0,0,5,3,0,7,9,18,9,6,5,0,63,21,55,99,131,159,147,95,53,11,763
POA3823,0,0,0,3,4,11,14,23,8,68,0,0,0,0,0,0,0,0,0,5,10,4,10,9,10,26,27,11,0,108,33,108,258,211,223,340,325,142,38,1684
POA3824,0,4,6,8,13,26,46,65,28,198,0,0,3,5,0,0,0,0,5,8,15,10,28,38,36,36,49,55,56,310,130,251,564,664,670,672,733,378,150,4213
POA3825,18,16,60,64,92,150,299,330,217,1244,0,4,12,10,16,20,27,23,13,119,73,94,191,191,222,255,274,198,108,1614,547,1112,2538,2229,2603,3014,2817,1541,619,17009
POA3831,5,0,4,7,3,0,14,16,20,61,0,0,0,0,0,0,0,0,0,0,12,6,11,28,18,31,28,23,13,167,48,87,182,211,230,324,312,149,52,1590
POA3832,0,0,0,0,0,0,9,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,8,3,10,19,26,25,46,48,26,0,200
POA3833,0,0,0,0,3,0,6,3,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,9,8,13,8,6,0,50,12,9,22,34,44,78,60,31,6,300
POA3835,0,0,0,5,0,0,4,5,6,20,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,4,5,0,0,29,16,25,50,48,60,82,69,23,10,378
POA3840,9,13,60,57,78,144,261,256,142,1023,0,0,20,23,19,24,21,28,20,152,96,114,240,249,237,238,224,184,173,1745,465,977,2023,1846,2156,2477,2126,1194,497,13755
POA3842,4,4,10,14,19,29,52,58,20,213,0,0,5,4,3,3,5,4,0,22,40,63,57,60,39,41,35,24,12,363,135,364,637,561,547,650,610,303,47,3851
POA3844,28,14,47,55,75,142,279,381,233,1252,0,7,15,13,15,13,19,16,10,104,91,93,254,235,197,248,253,262,203,1840,770,1689,4208,3907,3686,3990,3435,1904,764,24342
POA3847,0,0,3,0,10,18,23,25,9,102,0,0,0,0,0,3,3,0,0,9,6,11,39,31,29,35,42,26,5,229,56,98,289,263,283,343,312,151,24,1816
POA3850,12,11,21,32,41,71,143,201,109,635,0,0,7,11,14,17,8,9,6,65,50,55,128,121,134,107,132,114,117,962,366,816,1885,1792,1930,1927,1822,1107,466,12108
POA3851,5,0,0,10,15,43,75,56,22,233,0,0,0,0,0,0,7,0,0,9,20,23,102,103,76,94,91,44,11,549,137,195,718,814,858,1096,996,339,59,5216
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,100,64,13,4,3,0,0,0,208
POA3854,4,0,0,0,0,7,11,13,3,35,0,0,0,0,0,0,0,0,0,0,6,5,15,14,12,7,10,7,0,73,43,65,169,168,209,231,163,67,9,1131
POA3856,3,0,0,0,0,4,9,5,0,27,0,0,0,0,0,0,0,0,0,0,6,5,8,16,8,15,19,0,0,69,29,61,128,155,115,173,134,24,3,831
POA3857,0,0,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,4,8,5,5,9,0,3,37,4,24,43,41,51,68,68,16,3,315
POA3858,4,0,8,7,7,19,50,44,18,158,0,0,0,3,0,4,0,4,0,7,26,7,45,44,46,44,61,46,27,354,115,112,322,322,369,455,476,233,82,2493
POA3859,0,0,4,0,0,4,4,7,4,26,0,0,0,0,0,0,0,0,0,3,7,0,4,17,13,14,11,14,0,80,23,59,109,101,116,141,111,67,17,738
POA3860,10,0,11,13,20,47,53,98,44,303,0,3,0,0,0,3,0,0,0,9,21,29,64,66,67,65,86,58,20,474,164,362,810,858,813,1079,1054,508,166,5807
POA3862,0,0,6,7,12,14,31,40,14,120,0,0,0,0,0,0,0,0,0,6,15,22,20,25,28,33,46,20,8,214,79,184,441,391,398,495,522,203,54,2762
POA3864,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,5,4,3,0,9,0,0,22,3,9,25,28,31,46,39,14,0,196
POA3865,0,0,0,0,0,4,3,6,3,23,0,0,0,0,0,0,0,0,0,3,0,0,7,8,9,11,10,0,0,50,8,27,77,70,55,76,79,35,10,433
POA3869,0,0,0,3,6,9,18,19,3,55,0,0,0,0,0,0,0,0,0,4,9,4,17,5,14,21,20,9,4,90,32,92,213,188,218,299,220,89,22,1374
POA3870,0,0,0,0,4,10,14,11,4,44,0,0,3,0,0,0,0,0,0,4,4,3,13,11,14,32,18,9,5,107,28,52,127,133,167,279,193,81,21,1073
POA3871,0,0,7,3,5,10,27,37,22,116,0,0,0,0,0,0,0,3,0,9,5,8,18,20,32,40,38,19,12,204,57,92,246,314,421,479,456,231,85,2385
POA3873,0,0,0,0,0,0,3,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,4,0,0,23,3,10,26,54,31,55,42,14,0,252
POA3874,0,0,0,0,3,10,13,9,0,41,0,0,0,0,0,0,0,0,0,0,0,3,0,9,8,11,10,7,4,49,11,13,33,51,83,137,148,41,10,529
POA3875,9,14,42,28,48,101,198,298,129,873,0,4,4,4,9,11,8,9,4,59,68,67,149,166,171,223,210,208,155,1417,492,933,2170,2026,2359,2759,2812,1788,630,15962
POA3878,3,0,0,0,7,0,19,21,8,57,0,0,0,0,0,0,3,0,0,5,5,0,5,3,6,10,12,13,7,56,19,42,89,85,150,253,319,131,46,1140
POA3880,0,4,3,8,6,14,38,59,36,164,0,0,0,0,0,0,6,6,0,12,4,4,8,9,19,46,58,62,20,224,60,105,239,240,398,722,1100,698,218,3787
POA3882,4,0,0,0,4,3,14,15,3,49,0,0,6,0,0,0,0,0,0,5,3,0,3,0,0,13,7,8,8,48,29,56,137,120,156,212,209,102,24,1041
POA3885,0,0,4,3,7,6,25,21,16,87,0,0,0,0,0,0,0,0,0,0,7,4,11,24,22,24,19,21,7,139,42,56,202,196,257,340,261,113,36,1503
POA3886,0,0,0,0,0,0,7,5,0,12,0,0,0,0,0,0,0,0,0,3,0,7,0,0,9,7,3,5,0,30,7,21,28,38,60,59,77,29,7,322
POA3887,0,0,0,0,0,3,5,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,6,5,0,36,5,10,20,34,39,57,55,21,0,240
POA3888,0,0,4,9,15,31,48,67,34,199,0,0,0,4,0,3,0,3,0,11,7,13,45,31,50,70,78,54,28,380,67,103,311,298,397,664,604,349,119,2908
POA3889,0,0,0,0,0,4,0,0,5,11,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,3,13,4,3,30,0,8,3,7,20,38,46,23,5,162
POA3890,0,0,0,0,0,5,9,4,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,7,6,3,4,43,4,13,15,37,51,81,51,26,3,281
POA3891,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,3,3,0,21,0,0,4,14,12,30,23,12,0,101
POA3892,0,0,0,3,0,0,12,19,7,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,23,25,14,5,91,10,28,71,105,125,240,264,130,47,1022
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,0,0,21
POA3895,0,0,0,0,0,0,5,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,6,19,13,36,39,31,18,4,165
POA3896,0,0,0,0,4,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,4,5,5,0,32,5,10,30,27,60,63,58,33,0,283
POA3898,0,0,0,0,0,3,3,8,4,25,0,0,0,0,0,0,0,0,0,0,5,3,11,10,15,23,24,11,4,104,23,29,65,76,117,133,115,51,19,625
POA3900,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,5,12,7,0,46,0,3,14,16,21,37,42,18,7,155
POA3902,0,0,0,0,0,0,4,11,0,15,0,0,0,0,0,0,0,0,0,0,5,3,4,11,4,7,6,9,0,45,10,14,30,34,53,62,89,54,3,361
POA3903,0,0,3,4,0,0,18,7,9,35,0,0,0,0,0,0,0,5,0,5,0,0,8,11,7,6,13,4,3,55,13,18,80,98,92,123,181,72,19,692
POA3904,0,0,0,0,0,8,18,19,4,49,0,0,0,0,0,0,0,0,0,0,5,4,6,13,17,23,33,8,3,115,26,31,98,155,201,392,489,205,31,1635
POA3909,3,10,10,18,17,48,106,126,82,420,0,0,0,5,0,7,6,11,0,24,44,36,87,94,110,139,167,122,54,857,206,307,674,791,973,1341,1709,947,285,7233
POA3910,3,7,22,32,52,65,130,173,101,589,0,0,3,5,11,14,7,14,14,85,60,45,84,124,118,80,101,93,51,752,560,1297,3074,3313,3201,2973,2136,1079,357,17999
