POA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
POA3036,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,9,0,0,0,0,3,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,0,0,7,7,9,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,17,24,19,4,93,8,14,3,19,14,13,15,6,5,85,164,369,364,596,376,408,341,240,78,2934,0,0,0,0,0,0,0,0,0,0,106,293,339,490,332,298,219,104,84,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3037,0,6,6,10,5,9,5,0,0,39,0,0,14,19,14,18,3,6,0,70,4,7,38,100,64,70,30,12,3,321,0,0,0,5,0,0,0,0,0,5,0,0,4,17,0,0,0,0,0,27,0,0,0,18,17,12,14,5,0,65,0,5,3,13,8,7,3,0,0,35,3,19,37,223,171,185,68,10,4,724,0,0,0,0,0,4,0,0,3,10,0,0,0,5,0,0,0,0,0,11,0,41,95,359,294,342,234,86,19,1468,50,138,123,288,125,105,64,35,5,936,1456,3827,3915,6900,3849,2868,1719,756,190,25477,0,0,9,17,10,0,0,0,0,42,1286,3198,2947,3903,2162,1008,384,193,103,15188,0,0,0,22,4,4,0,0,0,36,0,0,0,29,26,25,25,15,9,130,0,0,0,9,3,5,0,0,0,14,0,0,0,6,3,5,10,0,0,21,0,0,5,6,0,0,0,0,0,19
POA3038,0,3,0,5,0,4,8,0,0,24,0,0,0,13,3,5,0,3,0,24,0,0,15,24,23,34,21,6,0,133,0,0,0,3,5,0,3,0,0,9,0,0,5,4,0,0,0,0,0,5,0,0,0,5,11,4,13,3,0,45,0,4,6,4,6,0,0,0,0,19,0,3,16,60,93,127,58,16,0,375,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,6,0,13,25,85,91,155,163,84,24,641,20,54,66,132,69,66,61,26,10,508,586,1415,1863,3002,1725,2099,1621,718,187,13215,0,3,0,0,0,0,0,0,0,3,506,1176,1515,2022,1170,1113,408,111,62,8073,0,0,0,0,4,0,4,0,0,9,0,0,0,16,14,19,16,3,3,65,0,0,0,0,4,0,0,0,0,5,0,0,3,7,6,4,0,0,0,13,0,0,0,0,0,6,4,0,0,14
POA3039,0,0,0,13,5,0,0,0,0,17,0,0,4,6,4,0,0,0,0,20,0,0,0,19,3,0,4,8,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,3,6,4,0,0,26,4,9,3,21,11,0,3,0,0,55,0,0,0,28,19,11,8,5,0,77,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,9,4,11,12,128,31,27,21,11,3,237,3,16,30,86,37,36,26,19,7,271,389,746,903,2708,1012,951,656,311,144,7821,0,0,0,0,0,0,0,0,0,0,333,683,771,1727,834,697,406,135,117,5716,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,4,0,0,0,12,0,0,0,17,0,0,0,0,0,21,0,0,0,0,0,0,0,4,0,5,0,0,0,15,4,0,3,0,0,19
POA3040,3,7,3,9,3,3,0,0,0,28,0,5,0,19,0,3,3,0,0,41,0,8,4,38,16,4,13,3,0,93,0,0,0,5,0,0,0,0,0,5,0,5,4,3,0,0,0,0,0,14,0,0,0,20,20,9,4,0,0,48,0,5,4,18,9,6,0,0,0,41,0,0,15,37,42,21,9,7,0,134,0,0,0,3,0,0,0,0,0,5,0,0,0,7,3,0,0,0,0,10,0,23,24,136,43,49,30,24,4,345,8,27,64,119,52,47,37,20,16,401,573,1569,1890,3579,1871,1643,1123,529,230,12997,0,0,0,0,0,0,0,0,0,0,487,1284,1577,2462,1566,1283,750,334,243,9998,0,0,0,8,0,0,0,0,0,12,0,0,0,10,0,6,0,0,0,17,0,0,0,17,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,3,15,8,3,0,5,0,34
POA3041,0,7,0,3,0,0,0,0,0,17,0,0,3,6,10,4,0,0,0,23,0,5,3,18,13,7,6,6,0,55,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,9,0,0,4,17,19,17,7,3,0,63,0,3,0,3,5,0,3,0,0,19,0,6,3,12,13,4,6,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,4,6,51,29,19,15,5,7,133,10,21,20,51,21,20,19,14,11,180,281,940,909,1587,979,758,600,276,111,6437,0,0,0,4,0,0,0,0,0,4,249,767,754,1093,778,637,415,194,111,4995,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,10,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12
POA3042,0,0,0,0,3,0,0,0,0,10,0,3,0,8,3,0,0,0,0,22,0,0,0,15,8,9,12,0,3,47,0,0,0,8,0,0,0,0,0,3,0,0,9,6,0,0,0,0,0,15,0,0,0,7,3,3,3,0,0,15,0,0,5,3,0,6,0,0,0,16,0,3,3,9,14,8,4,0,0,46,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,11,10,75,29,40,32,19,12,227,10,16,20,58,40,38,25,24,16,246,529,945,920,2339,1124,891,710,470,210,8135,0,0,0,0,0,0,0,0,0,0,473,854,699,1828,898,656,427,239,109,6173,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,0,0,20
POA3043,0,0,0,7,0,0,0,0,0,9,0,0,0,12,0,0,3,0,0,21,0,3,9,30,28,27,23,12,3,140,0,0,0,0,0,0,0,0,0,0,0,10,8,3,0,0,0,0,0,16,5,0,4,33,20,36,12,9,0,118,0,5,0,8,3,0,0,3,0,15,0,0,0,8,6,10,0,0,0,31,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,49,57,141,58,78,67,49,17,514,15,31,32,130,39,42,33,41,18,384,533,1001,1013,2550,1075,961,923,653,168,8872,0,0,0,0,0,0,0,0,0,3,473,826,661,1694,690,523,487,258,61,5673,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,9,3,4,0,27,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,5
POA3044,0,3,0,7,3,0,0,0,0,22,0,0,0,19,13,0,4,0,0,43,0,10,11,46,20,12,3,4,0,103,0,0,0,10,0,0,0,0,0,13,0,3,6,14,0,0,0,0,0,25,0,4,3,49,39,35,13,5,0,149,0,6,4,28,13,4,3,4,0,59,0,4,6,40,26,16,5,0,0,101,0,0,0,0,5,0,0,0,0,4,0,0,0,6,0,0,0,0,0,10,0,12,19,191,49,38,35,25,13,388,16,46,52,164,76,54,34,24,20,493,839,1692,1644,4624,1877,1472,858,506,338,13847,0,0,0,0,0,0,0,0,0,0,807,1521,1246,3098,1462,1017,477,211,307,10145,0,3,0,15,0,0,0,0,0,23,0,0,0,8,0,0,0,0,0,14,0,0,3,24,3,0,0,0,0,31,0,0,0,3,0,0,0,0,0,4,0,4,0,15,5,4,0,0,0,29
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,6,3,0,0,0,33,0,0,10,17,10,9,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,0,0,0,11,4,0,0,0,0,24,0,0,0,13,4,4,0,4,0,24,0,10,11,94,17,33,10,3,0,184,0,0,3,8,0,0,0,0,0,10,0,3,5,11,3,0,0,0,0,24,3,14,11,124,85,99,32,18,0,381,0,4,6,12,3,10,4,0,0,34,0,6,3,44,35,28,16,3,0,144,0,0,0,4,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,10,10,51,35,305,85,63,46,54,20,674,62,128,152,421,119,80,51,48,44,1101,1350,1985,2281,6876,1956,1628,1010,731,465,18287,0,0,0,13,0,0,0,0,0,14,1174,1440,1269,3128,1123,928,500,368,306,10234,0,5,0,29,0,5,0,0,0,41,0,0,0,9,7,11,10,0,0,36,0,0,0,18,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,6,0,19,6,0,0,0,0,21
POA3047,0,4,0,13,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,7,17,63,20,9,4,6,0,125,0,0,0,0,0,0,0,0,0,3,0,0,5,9,0,0,0,0,0,16,4,11,32,149,146,175,74,77,8,685,0,0,0,0,0,6,0,0,0,4,0,0,5,62,32,47,15,6,4,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,84,92,295,123,106,75,26,10,824,67,162,165,352,113,121,58,44,11,1101,817,1625,1617,3776,1159,1102,644,397,114,11249,0,6,6,12,0,5,0,0,0,22,644,997,863,1018,318,277,153,163,75,4503,0,0,0,20,7,3,0,0,0,35,0,0,0,8,0,5,3,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10
POA3048,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,4,0,0,7,0,0,4,12,4,13,13,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,17,0,12,25,183,196,237,129,91,6,876,0,0,0,0,0,0,0,0,0,5,0,5,0,37,39,69,33,9,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,58,69,204,115,95,79,46,14,685,51,108,79,230,80,69,31,24,5,676,611,1334,1346,2508,1029,1015,637,367,79,8922,0,0,0,0,0,0,0,0,0,0,539,971,897,1034,281,260,158,85,38,4259,0,4,0,14,4,0,7,0,0,28,0,0,0,9,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3049,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,17,7,15,3,3,3,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,14,18,18,8,3,0,61,0,3,0,0,0,0,0,0,0,10,0,0,3,17,9,5,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,9,22,58,45,40,24,24,3,221,11,26,22,53,36,20,13,14,13,209,274,566,605,1287,633,643,459,218,66,4759,0,0,0,0,0,0,0,0,0,3,248,467,507,898,475,430,271,84,33,3417,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11
POA3051,0,0,18,26,0,6,3,0,0,51,0,0,4,17,4,0,0,0,0,29,0,0,7,20,3,0,0,0,3,34,0,0,3,25,3,0,0,0,0,33,0,0,5,21,0,0,0,0,0,27,0,0,0,16,0,8,0,0,0,27,0,5,7,43,13,3,4,0,0,77,0,10,25,48,35,22,19,5,0,165,0,0,0,0,0,0,0,5,0,7,0,0,4,0,0,0,0,0,0,8,0,21,53,298,68,47,27,10,0,531,24,58,98,265,51,69,46,12,4,638,278,613,1285,3284,691,540,389,161,47,7286,0,0,0,0,0,0,0,0,0,5,219,390,789,1398,324,245,154,67,19,3610,0,0,0,5,0,0,0,0,0,8,0,0,0,6,3,0,3,0,0,13,0,0,4,19,0,0,0,0,0,21,0,0,4,0,3,0,0,0,0,5,0,5,9,20,3,0,0,0,0,29
POA3052,0,0,22,12,0,0,0,0,0,37,0,0,10,5,0,0,0,0,0,17,0,0,11,13,3,3,0,0,0,35,0,0,0,7,0,0,0,0,0,9,0,0,6,5,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,15,0,0,18,19,0,0,0,0,0,37,0,0,3,10,6,13,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11,31,127,18,11,6,7,3,202,8,8,56,76,21,12,10,7,0,195,105,153,1180,1291,218,198,155,110,39,3469,0,0,3,3,0,0,0,0,0,4,63,108,1077,502,94,102,97,78,59,2187,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,3,0,0,5,13,0,0,0,0,0,16
POA3053,0,0,18,34,0,0,0,0,0,56,0,0,10,24,0,0,0,0,0,35,0,0,18,42,3,3,0,0,0,70,0,0,21,34,3,0,4,0,0,64,0,0,15,45,5,3,0,0,0,67,0,0,0,14,3,3,3,4,0,31,0,5,13,45,10,6,3,0,0,86,0,0,51,40,5,26,6,4,0,134,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,11,0,6,87,258,52,39,25,22,6,502,11,22,125,217,45,23,16,22,8,494,164,304,2315,3632,470,367,311,210,84,7848,0,0,3,0,0,0,0,0,0,6,124,189,893,1193,181,174,192,118,55,3120,0,0,12,14,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,19,0,0,6,6,0,0,0,0,0,11,0,0,4,24,5,0,0,0,0,32
POA3054,0,0,0,4,0,0,0,0,0,5,0,0,4,13,0,0,0,0,0,25,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,5,0,0,0,0,12,3,0,14,26,0,3,7,0,0,51,0,0,0,0,5,0,4,0,0,15,0,0,0,4,6,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,11,46,10,13,20,8,0,105,3,15,7,58,15,20,11,6,4,145,168,290,482,1538,393,392,348,177,51,3845,0,0,0,0,0,0,0,0,0,6,137,241,530,1247,341,301,258,128,29,3224,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,0,0,20
POA3055,0,5,4,11,9,4,0,0,0,26,0,0,4,5,9,3,0,0,0,19,0,0,4,27,5,4,4,0,0,39,0,0,0,7,0,0,0,0,0,7,0,0,4,6,0,0,0,0,0,13,0,0,0,21,7,4,13,0,0,43,0,0,4,21,0,0,0,0,0,36,0,7,3,18,7,5,0,0,0,37,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,6,6,8,176,25,25,17,9,7,275,10,8,16,98,28,23,15,16,3,229,365,573,812,2996,850,622,422,254,102,7001,0,0,0,0,0,0,0,0,0,0,306,535,778,2040,632,439,236,93,62,5128,0,0,0,13,3,0,3,0,0,13,0,0,0,3,0,0,0,0,0,11,0,0,0,22,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,5,0,0,27
POA3056,0,0,4,13,9,0,0,0,0,29,0,0,9,38,3,0,0,5,0,52,0,0,4,21,8,0,4,0,0,39,0,0,0,21,0,0,0,3,0,26,0,0,0,11,0,0,0,0,0,13,0,0,0,22,7,12,8,6,0,66,0,7,7,87,16,4,11,0,0,141,0,0,11,27,7,13,12,4,0,71,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,13,21,212,50,29,31,21,10,387,12,13,28,184,41,45,36,20,15,388,512,810,1391,5742,1403,991,639,409,174,12067,0,0,0,0,0,0,0,0,0,0,444,691,1228,3848,983,727,380,118,37,8444,0,0,0,11,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,5,37,4,0,0,0,0,44,0,0,0,3,0,0,0,0,0,3,0,0,5,51,6,4,0,0,0,69
POA3057,0,0,3,14,6,0,0,0,0,28,0,0,0,23,3,0,0,0,0,32,0,0,0,11,5,7,0,0,0,19,0,0,0,11,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0,9,0,0,0,9,5,0,3,0,0,20,0,3,4,49,12,3,3,0,0,80,0,0,3,3,6,0,3,0,0,19,0,0,0,4,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,5,14,133,25,16,10,8,3,217,11,11,13,134,39,23,12,10,7,248,244,395,631,3328,697,412,258,158,71,6200,0,0,0,0,0,0,0,0,0,0,230,325,607,2402,470,337,163,46,12,4597,0,6,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,27,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,42,4,0,0,0,0,45
POA3058,0,5,4,22,3,0,3,0,0,42,0,3,0,23,6,3,6,0,0,38,0,0,0,14,3,6,3,3,0,34,0,0,0,10,0,0,0,0,0,18,0,4,3,20,3,0,0,0,0,26,0,0,3,29,39,67,22,29,8,199,0,9,4,49,25,11,4,0,0,97,0,0,4,23,14,21,15,3,5,82,0,0,0,5,0,0,0,0,0,11,0,0,0,7,3,0,0,0,0,12,3,19,24,201,76,50,53,39,10,477,24,32,65,216,77,54,68,62,43,636,995,1832,1918,6026,2342,1670,1104,699,379,16963,0,0,0,0,0,0,0,0,0,0,925,1616,1592,4204,1724,1042,486,138,113,11846,0,3,3,13,5,0,4,0,0,23,0,0,0,8,0,0,0,0,0,10,0,0,0,26,0,0,0,0,0,31,0,0,0,4,3,0,0,0,0,8,0,0,0,28,14,6,3,0,0,44
POA3059,0,0,3,4,4,8,0,4,0,20,0,0,4,3,3,0,3,0,0,18,0,18,25,92,47,42,18,0,0,244,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,4,11,104,135,101,32,20,0,410,0,6,0,7,5,3,0,0,0,23,0,0,0,9,4,7,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,16,19,99,72,93,83,25,0,411,34,43,26,122,40,36,32,11,3,341,831,1506,1447,2995,1371,1282,820,319,44,10617,0,0,0,6,0,0,0,0,0,11,670,1319,1226,1906,793,605,200,41,12,6760,0,0,3,12,8,0,0,0,0,20,0,0,0,17,3,5,0,3,0,31,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,11
POA3060,0,0,0,4,0,3,0,0,0,5,0,0,4,4,3,0,0,0,0,10,0,0,9,26,9,15,6,0,0,58,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,16,24,27,6,4,0,96,0,6,0,9,0,0,0,0,0,15,0,0,0,9,14,13,13,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,33,21,94,35,35,27,22,11,272,35,59,58,165,49,43,30,27,12,470,547,995,951,2403,786,624,430,316,226,7279,0,6,3,11,3,5,0,0,0,31,482,691,518,870,368,292,91,64,49,3423,0,10,12,75,20,10,7,0,0,140,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,8
POA3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,26,16,10,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,10,27,14,11,3,106,10,25,20,60,26,27,18,16,3,202,175,330,318,704,326,289,209,182,53,2584,0,0,0,0,0,0,0,0,0,0,143,273,214,277,74,50,31,12,3,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,4,0,4,0,3,0,15,6,36,45,43,51,48,25,19,6,277,0,0,0,0,0,0,0,0,0,0,8,29,40,48,36,32,20,8,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3064,0,15,23,40,19,22,8,0,0,123,0,3,7,25,9,11,8,5,0,73,9,65,153,545,224,241,73,19,4,1331,0,0,0,6,0,0,0,0,0,6,0,6,8,61,4,4,0,0,0,85,4,37,69,420,327,346,106,49,11,1367,0,22,11,24,7,3,0,0,0,67,0,6,6,56,44,35,10,5,4,166,0,0,0,3,4,0,0,3,0,9,6,5,18,32,21,0,0,0,0,84,31,325,360,1075,471,422,210,75,25,2993,227,443,376,1005,309,190,99,37,14,2699,5509,9771,7798,20238,6010,4667,2359,837,218,57414,0,12,36,74,23,8,0,0,0,159,4734,6735,4325,6406,2140,1433,727,301,98,26899,0,7,10,74,19,12,4,0,0,128,0,0,0,17,6,16,4,4,0,53,0,0,0,8,3,0,0,0,0,17,0,0,0,5,3,0,0,0,0,17,0,4,14,15,6,3,0,0,0,44
