POA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA3814,0,3,0,5,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,4,3,4,30,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,3,0,3,0,0,4,0,0,9,5,9,4,8,8,3,4,33,7,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,10,20,9,11,8,3,4,54
POA3815,13,8,9,6,3,0,0,43,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,19,15,8,15,13,4,0,80,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,19,15,8,15,17,4,0,82,8,3,0,0,4,0,0,26,0,0,0,0,0,0,0,0,33,18,18,11,18,4,0,110
POA3816,10,12,6,6,4,0,0,37,3,0,0,0,0,0,0,9,3,4,0,0,0,0,0,7,23,25,17,10,17,3,0,85,0,3,0,0,0,0,0,8,5,0,0,0,0,0,0,6,5,3,0,4,0,0,0,15,19,26,20,17,15,3,0,94,14,23,10,6,0,0,0,61,0,0,0,0,0,0,0,5,39,51,31,20,16,3,6,164
POA3818,39,78,51,52,44,16,5,282,4,12,5,0,0,0,0,25,0,8,6,0,3,4,0,18,64,139,99,81,83,28,9,502,0,7,3,0,6,0,0,19,0,9,6,5,4,0,0,26,4,11,10,10,11,0,4,42,66,155,100,88,95,27,10,549,82,53,44,38,21,11,3,248,3,0,0,6,3,0,0,13,149,212,147,127,121,43,12,814
POA3820,43,77,48,36,52,12,0,282,9,11,7,3,6,0,0,32,6,9,3,4,0,0,0,20,73,138,108,102,135,33,14,606,0,0,0,0,0,0,0,7,6,9,0,0,0,0,0,22,8,9,4,6,0,0,0,26,81,146,115,102,133,38,14,627,82,76,42,26,35,9,10,279,0,0,0,0,0,0,0,3,165,223,160,135,169,51,23,913
POA3821,0,10,3,7,5,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,10,11,5,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,6,4,16,12,8,11,5,0,50,9,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,7,19,13,9,12,5,0,65
POA3822,0,7,4,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,3,0,0,21,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,12,7,3,4,0,0,26
POA3823,5,8,7,7,8,0,0,37,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,12,20,12,12,13,3,0,68,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,12,18,12,12,13,4,0,74,8,8,3,3,0,3,0,23,0,0,0,0,0,0,0,0,20,30,19,13,15,3,0,94
POA3824,8,16,22,17,18,0,3,93,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,18,33,32,29,41,8,3,158,0,3,0,4,0,0,0,13,6,0,0,0,0,0,0,0,6,4,0,4,0,0,0,14,20,30,34,27,39,9,0,167,28,24,10,7,10,0,0,79,3,3,0,0,0,0,0,3,46,61,49,39,52,12,0,262
POA3825,47,98,65,41,44,15,4,312,11,19,5,4,0,6,0,44,0,4,0,0,7,0,0,17,85,165,127,76,106,32,10,592,3,5,10,4,3,0,0,31,13,15,3,4,8,0,0,47,15,25,16,10,11,0,0,80,101,195,138,85,110,28,10,674,173,161,79,51,48,14,3,530,5,11,6,0,0,0,0,23,280,358,223,136,166,47,10,1222
POA3831,0,0,5,8,10,0,0,24,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,7,5,8,9,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,5,8,9,0,0,37,4,7,6,7,5,0,0,24,0,0,0,0,0,0,0,0,11,9,9,18,13,0,0,60
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,10,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,4,7,0,0,19
POA3833,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3835,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,21,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,7,8,9,0,0,0,32
POA3840,31,65,51,32,34,5,0,226,11,5,9,6,3,0,0,36,0,5,0,0,0,0,0,3,61,105,87,52,75,23,4,405,10,16,11,5,8,0,0,50,9,11,4,7,3,3,0,41,19,30,12,7,11,3,3,90,82,131,100,69,85,24,7,493,158,156,78,54,54,10,6,518,6,5,5,4,0,0,0,32,246,295,189,124,140,32,10,1039
POA3842,13,32,17,6,17,5,0,95,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,24,54,38,23,32,3,3,171,0,6,0,0,3,0,0,15,0,5,5,0,4,0,0,14,3,11,4,0,6,0,0,31,21,67,41,22,35,3,3,200,43,35,32,18,17,3,0,139,0,3,0,0,0,0,0,3,67,104,73,38,48,10,6,347
POA3844,100,136,91,55,70,18,8,480,15,11,11,4,7,0,0,41,0,9,5,0,5,0,0,22,140,249,204,120,156,53,16,935,6,7,10,7,8,0,0,48,7,13,5,4,4,0,0,36,16,20,15,8,14,0,0,83,154,274,222,131,171,53,18,1025,161,141,55,47,49,15,3,474,9,7,4,0,0,0,0,20,322,419,287,179,217,66,20,1517
POA3847,9,6,4,5,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,12,11,3,3,0,43,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,7,12,15,11,3,4,0,51,9,9,8,3,3,4,0,33,0,0,0,0,0,0,0,0,15,21,21,11,3,4,0,84
POA3850,44,81,47,34,43,7,0,257,9,4,5,6,4,0,0,31,0,0,7,0,0,0,0,6,71,126,89,69,84,21,10,473,0,3,4,4,9,0,0,29,3,13,0,4,3,0,0,27,4,20,4,8,12,0,0,51,81,149,96,72,96,27,10,521,71,90,46,34,35,9,5,283,0,0,0,0,0,0,0,7,148,240,139,107,127,30,9,808
POA3851,3,9,9,3,9,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16,13,17,14,0,0,79,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,3,0,4,3,0,0,0,0,6,13,24,16,17,18,0,0,82,12,13,3,9,3,0,0,42,0,0,3,0,0,0,0,6,27,32,23,21,19,5,0,128
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3854,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,3,0,0,28,0,5,0,6,0,0,0,6,0,0,0,0,0,0,0,0,3,10,4,3,3,0,0,33
POA3856,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,4,0,0,0,0,7,4,11,8,0,3,0,0,25,3,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,7,15,14,4,7,0,0,42
POA3857,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,11,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,6,0,3,0,0,0,18
POA3858,8,9,6,0,9,0,0,37,0,9,4,0,0,0,0,18,0,0,0,0,0,0,0,0,7,20,19,14,15,0,5,78,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,14,22,19,14,15,0,5,85,5,8,7,5,0,0,0,26,0,0,0,0,0,0,0,0,16,33,23,12,17,0,4,107
POA3859,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,0,15,3,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,6,6,7,3,5,0,0,26
POA3860,13,28,14,14,14,7,0,83,4,3,4,0,0,0,0,7,0,0,0,0,4,0,0,5,19,50,38,37,30,5,0,175,0,0,0,0,0,0,0,4,6,8,4,0,4,0,0,18,6,8,7,0,8,0,0,21,20,55,48,37,31,5,0,195,33,28,16,9,11,4,0,106,0,0,0,0,0,0,0,0,56,84,63,50,47,9,3,306
POA3862,5,9,4,12,10,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,17,20,19,0,0,80,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,8,5,18,17,24,19,4,0,86,18,7,9,3,4,0,0,35,0,0,0,0,0,0,0,3,19,25,18,32,21,4,0,122
POA3864,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7
POA3865,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,7,0,0,3,0,0,16
POA3869,3,4,5,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,11,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,11,5,0,0,36,6,7,4,3,0,0,0,20,0,0,0,0,0,0,0,0,10,8,10,17,9,0,0,53
POA3870,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,6,0,0,0,20,4,0,3,4,3,0,0,12,0,0,0,0,0,0,0,0,8,7,11,11,3,0,0,33
POA3871,4,15,11,11,10,5,0,56,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,4,5,25,20,21,21,5,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,20,20,21,5,0,101,8,8,3,3,6,5,0,33,0,0,0,0,0,0,0,0,17,30,22,18,28,11,5,131
POA3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4
POA3874,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9
POA3875,50,83,44,45,42,8,4,276,11,10,3,4,5,0,0,28,5,4,0,7,0,0,0,12,79,138,83,92,109,20,9,526,4,6,4,6,0,0,0,19,5,5,4,5,7,0,0,20,7,17,8,10,4,0,0,37,88,153,94,97,115,20,9,565,103,115,52,45,35,6,6,360,0,7,9,4,5,0,0,24,185,270,150,148,159,25,11,939
POA3878,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,4,0,5,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,4,7,5,0,0,24,0,6,3,5,0,0,0,9,0,0,0,0,0,0,0,0,7,8,9,4,7,0,0,34
POA3880,6,11,7,3,5,0,0,36,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,4,10,20,25,18,13,4,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,25,16,13,4,0,86,4,14,9,4,3,0,0,42,0,0,0,0,0,0,0,0,16,36,32,22,18,0,0,130
POA3882,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,4,3,4,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,4,8,0,0,24,6,3,5,0,0,0,0,15,0,0,0,0,0,0,0,0,8,7,13,6,8,0,0,41
POA3885,5,11,9,5,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,3,5,6,0,41,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,4,4,0,0,0,0,14,3,18,16,5,9,6,0,52,3,3,4,4,5,0,0,17,0,0,0,0,0,0,0,0,9,19,15,9,9,6,0,72
POA3886,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,7,4,0,0,0,12
POA3887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3888,9,26,10,11,8,0,0,54,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,8,30,12,11,12,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,12,11,12,0,0,74,15,11,5,11,3,0,0,48,0,0,0,0,0,0,0,3,25,40,20,23,11,3,0,125
POA3889,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6
POA3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3892,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,23
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3895,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5
POA3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,4,0,3,0,3,0,0,0,9
POA3898,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,13
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,8
POA3903,0,5,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,15,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,25
POA3904,0,4,5,4,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,6,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,6,7,0,0,33,3,6,4,3,5,0,0,15,3,0,0,0,0,0,0,6,6,13,19,9,7,0,0,60
POA3909,18,32,27,8,19,4,0,110,8,6,7,9,12,0,0,34,0,0,0,0,0,0,0,0,33,62,43,25,49,3,0,213,4,3,4,3,6,0,0,15,4,0,0,0,0,0,0,13,7,11,9,5,4,0,0,31,34,72,48,30,52,3,0,242,39,40,22,13,15,0,0,128,3,0,0,0,0,0,0,3,82,115,70,43,59,3,0,375
POA3910,48,93,73,33,53,22,11,332,7,10,8,9,8,0,0,46,0,5,3,3,5,0,0,21,81,174,128,99,141,59,22,698,4,6,3,5,3,3,0,24,0,4,0,0,0,0,0,11,3,8,3,7,10,8,0,33,86,181,127,108,147,64,22,735,77,69,50,32,32,9,3,279,0,3,0,0,0,0,0,5,161,255,180,140,177,73,25,1014
POA3911,8,16,4,0,6,9,0,44,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,13,27,11,7,20,14,6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,13,22,11,10,19,14,6,91,13,4,3,6,6,0,0,31,0,5,0,0,0,0,0,5,26,35,12,11,20,15,6,129
POA3912,25,64,39,31,45,18,14,232,12,15,5,4,6,0,0,29,3,0,3,0,0,0,0,4,59,102,76,61,87,28,14,409,6,0,0,0,0,0,0,6,0,0,0,0,3,0,0,5,3,3,0,0,3,0,0,15,60,103,70,62,87,25,14,423,36,47,26,15,14,7,3,148,0,0,0,0,0,0,0,3,92,149,101,77,102,37,12,573
POA3913,0,12,17,15,12,3,4,55,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,4,20,25,25,22,7,6,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,21,25,25,22,7,6,103,5,4,0,5,4,0,0,28,0,0,0,0,0,0,0,0,9,28,25,25,30,9,6,134
POA3915,30,60,41,41,47,8,0,222,3,10,0,0,0,3,0,26,0,0,0,0,0,0,0,6,49,103,69,64,81,22,4,390,0,3,0,0,0,0,0,15,0,3,0,3,0,0,0,13,0,11,3,3,0,0,0,24,52,115,71,64,85,23,3,409,68,84,46,38,32,6,0,272,0,3,0,0,0,0,0,3,120,200,121,106,112,34,3,690
POA3916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,3,4,0,0,0,0,0,3,3,0,0,0,0,0,0,12,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,15
POA3918,12,15,6,10,11,3,0,64,0,0,4,0,4,0,0,10,0,0,0,0,0,0,0,0,21,24,15,16,24,9,3,108,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,15,16,24,9,3,111,15,11,9,5,7,5,0,45,0,0,0,0,0,0,0,5,36,37,20,23,29,14,3,155
POA3919,16,20,18,9,12,7,5,82,0,5,0,4,6,0,0,14,0,0,0,0,0,0,0,0,16,26,35,20,27,12,3,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,35,20,27,11,3,147,11,13,4,3,4,0,0,44,0,0,0,0,0,0,0,0,27,43,42,26,31,15,3,187
POA3920,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3922,16,40,26,15,26,6,0,128,0,3,6,4,5,0,0,18,0,0,3,0,3,0,0,6,24,68,55,39,47,12,4,244,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,27,66,56,46,49,12,4,249,36,36,33,14,18,3,0,145,0,0,0,0,0,0,0,0,61,101,91,57,64,13,4,397
