POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA3730,3964,4214,8178,1452,724,2176,429,1003,1434,138,191,335,61,45,110,2084,1968,4048,1622,1963,3583,3,2.2,2.6,52.6,46.6,49.5,51,45.6,48.2,51,79,133,46,106,145,240,438,676,278,404,683,1173,540,1713,34,67,98,55,72,132,1262,678,1946,3742,3960,7705,636,633,1271,2423,2516,4934,1781,1918,3704
POA3732,260,252,506,112,65,178,31,66,99,6,15,26,4,3,8,161,153,314,79,75,150,3.8,2,2.9,61.5,60.9,61.2,59.2,59.7,59.4,0,3,4,0,3,5,27,39,63,17,33,47,78,40,119,0,0,0,0,3,3,76,48,131,260,234,491,28,30,57,187,170,357,87,80,165
POA3733,97,93,188,36,15,56,27,26,49,3,14,13,0,3,3,64,55,115,27,31,57,0,3.7,1.7,65.6,58.7,62.2,65.6,56.5,61.2,0,0,3,5,3,10,13,9,18,17,17,33,23,14,32,0,3,3,0,0,0,21,14,35,90,97,185,12,10,18,58,70,124,39,32,66
POA3735,291,249,540,142,53,198,41,87,125,23,17,44,0,6,9,210,168,374,64,76,140,1.4,1.8,1.6,72,65.6,69,70.9,64.4,67.9,5,6,7,3,12,13,18,38,58,18,41,56,92,29,126,0,3,3,3,4,9,96,37,130,292,251,546,28,20,51,223,187,410,76,78,157
POA3737,1838,1933,3768,719,361,1079,264,550,812,87,119,203,43,12,54,1114,1040,2154,633,791,1422,3.9,1.3,2.6,60.6,53.9,57.2,58.3,53.1,55.6,28,52,75,23,60,90,144,246,386,119,201,326,511,268,781,15,31,48,29,33,67,561,333,892,1789,1855,3646,245,251,494,1295,1289,2584,651,724,1373
POA3738,93,85,169,40,21,59,11,31,40,8,3,8,0,0,4,54,53,107,29,20,50,1.8,1.8,1.8,61.5,67.9,64.5,60.4,66.7,63.4,0,9,4,0,0,3,10,11,26,4,5,15,21,10,36,0,3,0,0,3,3,25,19,45,82,81,164,12,7,13,64,61,126,23,24,43
POA3739,96,104,204,41,21,64,13,32,44,8,5,13,0,3,3,63,58,120,22,28,48,0,3.4,1.6,65.3,55.2,60.1,65.3,53.3,59.1,5,6,12,0,4,8,8,15,28,4,10,16,21,15,30,0,0,0,0,0,0,21,14,30,99,93,192,4,5,15,71,66,138,31,30,59
POA3740,473,511,977,204,119,323,75,174,253,28,24,59,3,4,10,314,326,644,127,170,295,1.3,1.8,1.6,67.4,64.2,65.7,66.5,63,64.7,19,21,42,14,23,40,49,85,132,44,70,113,147,58,202,7,11,10,7,10,24,161,80,238,451,500,950,82,84,172,267,305,565,236,256,496
POA3741,1445,1477,2928,480,320,798,266,400,662,100,76,168,21,9,29,862,799,1660,433,526,958,2.6,1.4,2,59.7,54,56.8,58.1,53.3,55.7,65,65,123,36,74,109,214,258,474,129,184,317,383,160,536,16,19,38,19,41,62,417,222,638,1257,1250,2507,262,281,537,792,804,1599,663,673,1337
POA3744,203,206,410,52,32,85,42,65,109,17,14,35,0,3,4,118,115,230,66,76,145,0.9,2.6,1.7,57.4,55,56.2,56.9,53.6,55.2,7,14,27,6,12,12,28,39,67,26,30,54,50,29,80,4,0,4,0,5,0,55,35,90,202,212,416,20,32,56,141,141,282,83,93,175
POA3746,169,159,331,59,37,99,22,25,45,8,6,16,6,6,13,94,79,172,66,75,139,7.4,3.9,5.9,55.6,48.1,52,51.5,46.2,48.9,7,0,14,0,11,11,9,25,34,13,19,30,65,19,87,0,0,0,7,0,7,68,25,94,177,166,341,11,9,16,134,112,248,42,50,93
POA3747,2081,2178,4254,731,483,1217,297,594,901,87,139,231,31,33,66,1154,1260,2411,824,807,1635,2.5,2.8,2.7,55.4,57.9,56.7,54,56.3,55.2,107,153,256,62,166,225,304,448,750,206,295,500,474,221,699,19,25,47,27,33,57,524,282,802,1904,2047,3949,314,371,686,1283,1406,2696,829,914,1742
POA3749,842,886,1726,335,192,526,130,272,404,31,43,78,17,6,18,514,513,1025,276,337,608,2.9,1.2,2,61.3,57.6,59.4,59.5,56.9,58.2,47,69,116,23,57,84,148,195,345,83,112,190,209,94,306,8,11,19,13,12,27,227,121,351,853,891,1743,127,120,252,580,610,1191,342,365,711
POA3750,8595,8699,17301,4392,2521,6907,1449,2167,3624,326,393,716,381,364,749,6554,5445,11998,1628,2902,4526,5.9,6.7,6.2,76.2,62.5,69.3,71.8,58.4,65,864,908,1774,131,235,362,1482,1875,3360,1106,1133,2244,1306,841,2150,63,74,142,91,137,226,1464,1052,2520,8642,8567,17209,2913,2890,5810,2974,2945,5916,7342,7401,14743
POA3751,75,52,128,28,4,33,7,13,19,5,4,7,0,0,0,36,24,62,25,23,51,2.6,4,3.2,50.7,44.6,48.1,49.3,42.9,46.6,0,0,0,0,5,6,7,10,13,6,4,13,17,4,18,0,0,0,0,0,3,18,7,24,70,53,124,0,3,8,52,39,90,12,23,31
POA3752,9584,10189,19773,5032,2824,7861,1354,2910,4264,333,488,826,381,323,704,7105,6539,13653,2154,3307,5465,5.4,4.9,5.2,74.2,64.2,69,70.2,61.1,65.5,619,570,1188,127,310,435,1311,1841,3153,891,1164,2049,2073,1127,3197,60,101,165,135,234,366,2265,1462,3727,10676,11064,21741,1135,1149,2288,7650,7994,15645,3497,3609,7105
POA3753,1704,1673,3378,1016,507,1517,209,447,655,68,104,172,46,63,105,1340,1115,2454,273,477,747,3.4,5.6,4.4,78.5,66.7,72.7,75.8,63,69.5,64,93,152,15,60,77,152,269,422,187,229,419,474,229,697,11,28,33,19,38,62,504,292,802,1847,1791,3637,349,335,682,782,740,1521,1212,1192,2401
POA3754,17669,19227,36898,9986,5578,15562,2356,5694,8050,584,1012,1593,638,683,1321,13563,12962,26523,3538,5666,9200,4.7,5.3,5,76.8,67.4,71.9,73.2,63.9,68.3,1182,1164,2349,255,704,956,2572,3664,6241,1872,2588,4456,4390,2509,6899,158,276,435,270,425,696,4822,3213,8032,20498,21477,41974,3012,3239,6250,10951,11604,22556,10579,11337,21918
POA3755,113,102,213,42,19,63,8,27,36,0,0,0,5,7,5,57,44,104,38,41,82,3.6,6.5,4.9,50,46,48.1,48.2,43,45.8,0,0,3,6,0,4,13,12,26,8,14,24,35,14,53,0,0,3,0,5,3,37,21,56,101,94,199,14,15,22,82,72,151,26,28,59
POA3756,6015,6056,12069,3209,1610,4815,737,1632,2368,241,319,560,184,200,385,4373,3762,8129,1323,2007,3336,4.2,5.3,4.7,72.6,62.1,67.3,69.6,58.8,64.2,188,235,421,63,169,232,478,784,1259,510,792,1302,1734,931,2663,63,102,162,77,110,182,1868,1137,3007,6295,6244,12539,1193,1172,2363,3586,3543,7126,3280,3326,6607
POA3757,3883,4007,7891,1809,866,2675,418,1100,1519,151,200,356,76,75,154,2462,2250,4706,1150,1481,2623,3.3,3.5,3.4,63.3,56.2,59.7,61.2,54.2,57.7,73,111,186,48,125,172,262,478,737,281,522,807,1303,554,1860,28,72,94,51,69,120,1381,696,2078,4013,4044,8051,452,467,922,2915,2850,5762,1334,1454,2785
POA3758,934,866,1796,447,217,668,98,268,366,39,42,86,10,21,32,597,550,1145,259,242,503,1.5,3.6,2.5,63.9,63.7,63.8,62.9,61.4,62.2,18,30,45,12,32,47,44,101,141,57,123,177,358,141,500,7,11,19,5,25,31,371,173,549,988,895,1888,95,84,178,757,682,1435,276,247,520
POA3759,436,463,897,211,111,326,58,139,199,26,33,57,8,9,16,305,288,597,104,155,262,3.3,2.8,3,70.1,62.6,66.2,67.8,60.8,64.2,25,21,46,12,38,53,55,106,159,49,56,108,137,37,168,0,3,3,10,15,20,141,57,199,429,471,902,51,52,98,352,383,739,107,116,226
POA3760,144,149,299,71,43,113,24,56,80,13,6,18,0,3,4,103,105,215,37,38,68,1.9,1.9,1.9,71.9,70.6,71.2,70.5,69.3,69.9,10,7,19,4,13,16,17,40,55,20,15,30,42,14,55,0,0,0,0,7,5,46,17,66,155,169,320,8,12,21,129,146,276,28,31,57
POA3761,529,472,993,223,93,317,81,140,218,27,27,54,6,11,20,336,271,608,152,171,322,2.1,5.1,3.5,64,57.7,61,62.7,54.8,58.9,29,33,64,7,23,29,73,97,171,41,71,114,146,45,196,9,6,11,4,4,10,157,59,219,528,471,997,45,46,95,434,388,819,115,114,230
POA3762,45,42,94,26,14,40,7,16,22,3,5,4,3,0,4,41,29,63,3,8,15,5.1,3.8,4.6,83,59.1,71.4,78.7,56.8,68.1,0,3,11,0,5,5,8,9,14,0,3,4,13,3,19,0,0,0,0,3,3,13,5,21,50,47,91,3,3,5,39,30,76,9,8,15
POA3763,710,662,1378,332,156,486,82,185,269,39,53,98,18,12,30,473,408,881,186,204,387,3.6,2.9,3.3,66.6,61.4,64.1,64.2,59.6,62,16,24,35,11,24,36,49,88,138,56,113,165,248,121,369,5,10,14,6,9,16,264,136,401,726,674,1399,66,51,121,525,481,1003,230,221,449
POA3764,4141,4454,8598,1864,1047,2917,491,1108,1603,159,198,359,127,98,225,2643,2460,5097,1248,1717,2964,4.8,3.9,4.4,63.8,55.2,59.3,60.7,53,56.7,95,142,238,55,134,189,279,553,827,321,537,855,1230,615,1846,40,59,98,68,97,166,1340,777,2111,4192,4342,8535,589,662,1251,2595,2609,5207,1935,2145,4077
POA3765,2677,2872,5550,1332,678,2016,369,854,1230,96,138,233,55,57,110,1851,1732,3580,729,1051,1787,2.9,3.3,3.1,69.1,60.4,64.6,67.1,58.4,62.6,84,105,191,44,118,159,310,512,826,236,383,616,897,338,1230,17,44,59,44,72,123,957,450,1408,2989,3092,6078,258,281,547,2220,2273,4492,830,912,1740
POA3766,523,505,1031,242,123,369,85,174,258,20,23,43,13,8,25,356,335,687,154,161,316,3.7,3.3,3.5,67.9,65.9,66.9,65.4,63.7,64.6,43,60,96,25,35,57,100,132,239,47,61,113,125,51,173,4,4,7,3,13,11,132,63,200,582,536,1119,56,49,108,425,371,795,176,184,365
POA3767,513,534,1050,228,145,375,83,141,222,18,25,45,15,9,28,345,321,669,157,197,352,4.9,3.1,4,67.1,60.4,63.7,63.8,58.5,61.1,34,48,78,27,44,66,86,118,206,71,67,135,122,58,174,8,3,14,3,14,20,130,76,208,549,559,1111,54,68,122,418,438,854,151,169,317
POA3770,1345,1340,2682,702,311,1010,171,431,608,65,82,150,23,26,43,960,850,1808,314,421,731,2.1,2.8,2.4,71.4,63.6,67.5,70,61.8,65.9,33,44,75,16,47,58,127,174,301,95,159,252,474,188,660,11,25,34,13,32,44,491,237,736,1432,1431,2863,113,116,223,1106,1109,2213,354,360,709
POA3775,1668,1682,3357,805,397,1206,219,496,717,73,105,177,27,19,48,1129,1018,2145,449,570,1015,2.2,2.3,2.2,67.4,60.6,64,65.9,59.2,62.5,52,76,131,23,61,85,180,269,444,131,235,364,547,197,740,6,30,37,15,43,60,569,262,838,1749,1734,3486,172,177,350,1293,1264,2560,523,557,1081
POA3777,4380,4731,9112,1761,892,2659,624,1401,2030,202,255,452,104,74,176,2694,2626,5319,1440,1854,3295,3.9,2.7,3.3,61.4,55.5,58.3,59,54,56.4,126,185,320,81,165,245,405,725,1132,371,606,972,1311,632,1948,28,74,103,57,109,168,1398,819,2217,4501,4788,9289,456,464,923,3246,3398,6643,1487,1619,3106
POA3778,98,74,169,40,22,57,19,24,44,9,4,15,0,0,5,64,55,114,26,22,45,1.5,1.9,1.7,68.8,71.2,69.8,67.7,69.9,68.6,0,0,5,0,4,5,3,15,19,6,9,16,35,8,44,0,0,0,3,0,5,37,10,51,106,79,182,3,5,6,74,56,127,36,30,62
POA3779,238,211,453,56,26,85,39,48,88,12,14,27,8,6,12,117,94,206,104,107,207,6.9,4.4,5.8,48.9,42.5,45.9,45.6,40.7,43.2,16,9,18,6,11,17,29,45,74,23,23,43,62,32,97,4,7,6,7,0,6,68,37,104,210,180,392,28,26,60,135,103,237,103,107,202
POA3781,1815,1791,3606,920,447,1369,203,550,755,79,120,203,42,43,83,1255,1149,2404,405,489,896,3.4,3.5,3.4,69,64.3,66.6,66.6,62,64.4,38,58,96,30,55,83,127,248,368,156,242,393,606,296,904,13,31,43,14,38,58,633,370,1000,1906,1887,3792,201,194,393,1349,1299,2651,630,652,1277
POA3782,3268,3250,6521,1621,768,2384,430,1037,1466,119,173,288,85,54,137,2250,2032,4283,909,1109,2019,3.7,2.6,3.2,68.9,62.4,65.6,66.4,60.8,63.6,126,171,297,75,162,236,388,633,1021,317,440,755,1002,383,1379,18,48,74,44,68,109,1063,498,1562,3524,3440,6967,321,339,665,2666,2549,5214,1009,1077,2088
POA3783,1029,1011,2039,492,238,730,126,289,411,51,63,111,13,22,38,679,608,1290,237,293,533,2.4,3.8,3,66.2,60.4,63.3,64.7,58.2,61.4,27,33,66,17,27,41,94,170,264,74,149,219,313,122,435,11,14,27,16,15,34,339,155,492,1049,1020,2072,95,97,189,729,685,1419,361,372,733
POA3785,24,21,54,11,6,20,4,6,15,0,3,3,3,0,3,15,14,35,8,3,13,17.6,0,9.4,60.7,65.2,62.7,50,65.2,56.9,3,0,6,0,0,3,5,8,12,3,3,9,3,0,3,0,0,0,0,0,0,3,0,3,33,27,55,0,0,5,25,13,41,7,10,21
POA3786,641,615,1253,301,170,468,97,181,277,40,27,67,17,19,30,451,389,849,159,206,368,3.5,4.6,4,71,63.5,67.3,68.5,60.6,64.6,56,60,121,27,36,64,140,159,298,69,84,151,133,43,175,3,9,9,5,10,21,146,63,208,678,660,1338,59,64,119,500,492,992,198,202,401
POA3787,404,410,819,171,106,279,73,115,186,28,28,53,11,9,19,284,260,542,104,142,246,3.9,3.5,3.7,69.9,63.1,66.5,67.2,60.9,64,37,38,68,20,23,38,64,108,171,41,48,91,80,31,112,3,7,9,5,11,20,86,47,138,431,427,858,31,34,68,336,327,667,113,114,230
POA3788,746,707,1456,313,167,478,125,210,333,31,48,79,23,9,36,495,430,929,220,246,465,4.5,2.8,3.7,65.8,61.1,63.5,62.8,59.4,61.2,58,67,128,26,43,70,143,167,307,85,112,200,162,55,214,9,12,15,9,13,24,180,83,260,786,726,1512,71,77,153,601,546,1140,225,237,462
POA3789,116,128,239,42,34,74,18,34,53,5,10,16,3,6,7,66,74,140,40,48,85,5.8,5.3,5.6,60.5,58.6,59.5,57,55.5,56.2,12,23,35,0,13,13,23,31,52,22,22,39,21,5,28,0,0,0,0,4,4,21,11,31,124,131,256,9,16,27,87,94,186,35,49,84
POA3791,608,603,1208,258,140,400,120,190,304,20,28,45,15,20,32,408,372,779,182,212,392,3.7,5.1,4.4,67.1,61.8,64.5,64.6,58.6,61.7,54,55,108,19,47,62,134,134,262,62,79,137,129,51,183,8,7,10,15,10,29,151,75,222,639,632,1273,47,46,89,497,501,1000,163,159,323
POA3792,400,443,844,174,91,267,68,164,234,12,23,41,7,9,19,265,297,562,126,138,270,2.6,3.4,3,66.4,66.2,66.3,64.7,64,64.3,26,41,66,14,33,44,62,111,170,57,63,120,100,46,151,5,0,5,8,12,16,113,65,173,430,491,926,36,47,86,326,345,673,125,166,291
POA3793,1454,1488,2941,667,302,971,197,454,647,62,80,147,24,34,60,957,869,1824,432,562,1000,2.9,3.8,3.3,65.7,58.3,62,63.8,56.1,59.9,49,75,121,19,62,75,158,248,406,133,209,335,463,201,661,3,14,20,21,27,47,487,239,723,1579,1583,3168,159,152,310,1126,1117,2242,529,543,1068
POA3795,539,525,1068,270,124,398,80,172,251,24,26,47,7,15,18,378,333,714,143,165,309,1.6,4.5,2.9,69.8,63.9,66.9,68.7,61.1,64.9,17,23,34,7,26,28,50,77,135,42,74,111,172,61,228,8,7,10,3,8,18,184,72,254,587,581,1163,59,51,102,459,434,893,151,168,316
POA3796,3863,3974,7831,2035,963,2996,510,1379,1893,172,227,403,88,93,180,2809,2664,5471,976,1235,2200,3.1,3.5,3.3,72.7,67,69.8,70.5,64.7,67.5,101,150,247,60,157,220,381,661,1048,362,573,936,1363,571,1937,34,67,104,50,76,126,1449,720,2166,4328,4388,8724,356,394,750,3185,3183,6369,1232,1309,2541
POA3797,1531,1555,3090,628,272,900,180,412,592,64,91,159,35,30,64,914,798,1715,484,628,1118,3.9,3.5,3.7,59.6,51.5,55.5,57.2,49.7,53.5,28,30,64,8,55,55,98,166,264,94,177,273,476,247,722,5,22,35,19,31,50,500,304,803,1517,1534,3052,167,164,330,1091,1070,2162,523,556,1076
POA3799,2496,2509,5005,857,418,1275,320,620,937,131,134,267,71,71,136,1377,1240,2619,832,1029,1861,4.9,5.6,5.2,55.3,49.3,52.3,52.6,46.6,49.6,64,92,152,34,97,129,187,287,472,194,308,504,649,359,1011,33,37,71,29,45,77,714,443,1159,2395,2429,4824,227,222,449,1674,1676,3348,828,857,1683
POA3802,10030,10123,20150,4271,2441,6714,1410,2335,3745,336,339,680,433,332,768,6454,5455,11905,3090,4204,7291,6.7,6.1,6.5,64.3,53.9,59.1,60,50.6,55.3,562,592,1155,111,254,360,1443,1693,3133,1051,1212,2263,1893,932,2829,89,117,199,149,211,357,2128,1259,3383,10465,10556,21023,1097,1022,2120,7757,7936,15688,3237,3102,6339
POA3803,4525,4594,9124,1783,944,2729,643,896,1536,175,124,300,212,175,387,2809,2147,4959,1402,2142,3540,7.4,8.3,7.8,62.1,46.7,54.3,57.5,42.8,50.1,185,174,360,39,71,109,503,640,1143,398,481,880,813,451,1263,36,65,103,73,83,149,921,594,1518,4700,4734,9437,586,559,1148,3108,3219,6328,1830,1762,3595
POA3804,3469,3523,6987,1673,841,2511,508,996,1510,124,131,260,92,74,168,2398,2051,4445,920,1279,2200,3.9,3.7,3.8,69.1,58.3,63.7,66.4,56.1,61.2,125,140,272,54,91,141,471,614,1085,279,420,703,913,324,1242,27,38,61,32,60,97,973,419,1397,3802,3763,7567,269,287,556,2866,2808,5675,1055,1088,2150
POA3805,23003,23430,46432,11183,6005,17191,3339,6108,9449,821,999,1819,991,840,1832,16337,13954,30294,5642,8458,14097,6.1,6,6.1,71,59.6,65.2,66.7,56,61.3,1024,1035,2055,229,565,796,2742,3553,6293,2122,2830,4952,5030,2720,7752,213,294,506,310,501,806,5557,3509,9065,24928,25096,50023,2811,2791,5601,17227,17423,34652,8886,8935,17818
POA3806,19538,21120,40653,10121,5704,15824,2715,5854,8569,630,855,1486,666,657,1327,14136,13072,27207,4664,7209,11875,4.7,5.1,4.9,72.4,61.9,66.9,69,58.8,63.7,1370,1396,2767,340,708,1043,3093,3993,7080,2044,2569,4615,4235,2223,6464,151,264,414,269,408,673,4660,2894,7548,20840,21909,42751,2976,3165,6148,13684,14462,28148,8908,9503,18413
POA3807,3082,3099,6181,1645,855,2502,447,1015,1470,98,139,238,80,78,152,2272,2086,4362,707,905,1611,3.4,3.6,3.5,73.7,67.4,70.6,71.2,64.9,68.1,119,157,272,50,117,165,351,499,846,304,420,721,864,369,1236,26,44,66,45,72,119,938,487,1424,3291,3289,6580,376,382,764,2241,2233,4476,1261,1270,2530
POA3808,1268,1242,2512,640,308,943,188,443,632,47,56,102,23,19,48,901,827,1725,296,350,646,2.8,2.7,2.7,70.8,66.5,68.7,68.8,64.7,66.8,51,59,109,24,43,69,152,243,393,114,173,283,389,131,522,7,12,20,14,24,37,410,175,580,1368,1297,2666,130,126,258,1026,945,1977,423,408,831
POA3809,7095,7677,14770,4263,2499,6763,893,2185,3075,252,437,690,226,242,468,5629,5362,10991,1192,2030,3225,4,4.5,4.2,79.4,69.8,74.4,76.2,66.7,71.2,520,578,1102,90,278,365,1135,1569,2702,868,1118,1988,1736,996,2724,51,106,154,85,146,227,1870,1240,3110,7021,7356,14377,2021,2167,4188,2049,2123,4169,6222,6636,12857
POA3810,20348,21963,42311,10501,5532,16036,2665,5707,8369,725,1053,1780,671,768,1441,14559,13065,27624,4730,7752,12482,4.6,5.9,5.2,71.5,59.5,65.3,68.2,56,61.9,811,944,1759,198,593,792,2027,3001,5023,1926,2705,4627,5314,3428,8742,194,306,499,261,427,683,5765,4162,9918,21636,22674,44305,3799,3962,7763,11988,12709,24702,11475,12089,23563
POA3812,1021,1006,2032,499,231,730,145,331,475,30,50,88,19,22,43,699,633,1334,244,293,541,3.1,3.2,3.2,68.3,62.8,65.5,66.1,60.8,63.5,14,24,37,8,21,32,62,149,214,56,111,168,365,135,503,10,23,36,11,25,38,387,185,573,1024,1018,2048,112,111,224,740,742,1481,350,333,682
POA3813,407,400,809,184,113,296,60,99,159,25,24,44,7,11,18,272,242,515,103,118,223,3,4.9,3.9,66.6,60.5,63.6,64.6,57.6,61.1,10,10,15,10,14,18,36,54,96,23,51,78,133,52,178,0,5,8,11,12,22,146,66,208,391,375,765,48,61,115,277,264,541,152,152,305
POA3814,1033,1044,2076,515,229,744,122,308,434,40,53,93,24,26,51,703,615,1318,247,346,594,3.7,4.1,3.9,68.3,58.8,63.5,65.8,56.4,61,24,20,44,9,39,40,72,131,198,61,110,168,357,151,511,3,21,22,16,16,29,373,186,563,1069,1071,2145,133,117,248,736,724,1461,392,404,798
POA3815,1406,1500,2904,694,325,1015,138,460,601,74,91,158,23,23,44,925,893,1819,398,508,905,2.3,2.5,2.4,65.9,59.5,62.6,64.4,58,61.1,24,37,60,11,41,49,91,190,283,90,170,253,489,236,722,11,25,35,19,27,43,517,290,801,1461,1477,2936,221,237,459,952,960,1907,613,644,1262
POA3816,1267,1259,2527,588,287,875,128,334,460,62,70,136,37,25,64,814,719,1528,339,433,774,4.6,3.8,4.2,64,56.9,60.5,61.1,54.8,58,10,27,37,8,26,29,59,129,188,61,156,215,414,210,627,13,26,38,16,23,41,442,262,708,1217,1199,2420,208,225,436,779,771,1545,566,554,1114
POA3818,6594,7240,13832,2877,1501,4374,854,1969,2826,234,349,586,173,139,314,4138,3960,8096,2108,2916,5024,4.2,3.5,3.9,62.8,54.7,58.5,60.1,52.7,56.3,125,189,314,85,213,303,487,900,1391,500,823,1327,2110,1204,3309,52,127,174,118,149,274,2285,1482,3762,6629,7061,13687,1200,1333,2530,3766,3968,7730,3591,3916,7508
POA3820,7694,8689,16383,3450,1917,5370,985,2338,3319,265,395,658,201,184,391,4897,4830,9732,2408,3434,5844,4.1,3.9,4,63.7,55.6,59.4,61,53.5,57,280,357,637,165,327,492,875,1316,2190,637,1043,1678,2139,1194,3334,61,140,205,114,175,285,2314,1515,3828,7478,8149,15630,1454,1686,3140,4250,4700,8948,4155,4640,8799
POA3821,1247,1291,2537,577,288,864,194,454,647,70,75,148,20,25,42,853,839,1695,295,355,652,1.9,3.1,2.5,68.7,65.1,66.9,67.4,63.1,65.2,37,58,95,18,50,72,143,229,367,87,158,243,380,172,551,3,22,23,16,22,34,405,208,612,1290,1323,2617,120,128,249,982,989,1970,376,407,778
POA3822,407,397,803,193,105,301,50,119,172,17,16,40,9,10,17,272,251,531,101,114,211,3.6,3.2,3.4,67.3,64.1,65.7,64.9,62,63.5,6,7,15,4,22,23,22,42,59,22,56,78,142,57,204,4,6,15,4,5,10,156,71,223,428,405,832,44,40,82,304,304,612,136,120,262
POA3823,863,890,1755,355,186,544,116,248,363,32,49,78,12,17,30,515,503,1022,295,346,645,2.7,3.4,3,60.1,56.5,58.3,58.5,54.6,56.5,21,39,62,14,22,31,60,132,190,76,112,189,281,127,408,3,16,18,15,13,24,296,155,451,869,871,1736,108,125,234,587,573,1159,343,381,728
POA3824,2102,2300,4403,946,449,1397,242,638,877,92,120,209,42,42,88,1320,1246,2572,656,903,1555,3.3,3.4,3.3,62.7,54.3,58.3,60.7,52.5,56.4,45,65,110,29,75,111,162,301,465,141,238,384,653,343,991,18,35,55,26,49,74,700,427,1125,2152,2258,4416,296,321,616,1464,1516,2979,848,966,1817
POA3825,8613,9016,17625,2967,1491,4454,895,2155,3056,310,371,684,424,270,695,4599,4292,8889,3348,4084,7427,9.3,6.2,7.8,53.4,47.6,50.4,48.4,44.6,46.5,92,148,237,66,177,247,386,749,1135,513,824,1338,2850,1487,4343,84,156,236,94,145,242,3036,1788,4816,8396,8599,16996,1022,1143,2166,5979,5974,11956,2969,3316,6286
POA3831,836,828,1661,336,158,496,102,217,321,32,32,65,23,19,39,492,424,919,262,331,597,4.3,4,4.1,59.1,51.3,55.2,56.6,49.2,52.9,18,26,45,14,32,48,59,109,168,75,102,176,269,120,385,8,23,26,11,11,24,281,155,433,811,792,1602,98,99,199,548,500,1046,320,349,671
POA3832,99,118,213,43,21,64,14,35,46,6,9,7,0,0,4,61,65,126,31,48,76,1.6,4.8,3.2,64.3,55.3,59.4,63.3,52.6,57.5,4,4,4,3,3,8,10,9,19,6,12,20,31,13,45,0,0,0,0,4,4,31,17,51,98,114,210,15,13,29,67,73,142,39,41,77
POA3833,162,141,303,50,22,79,23,24,46,9,6,10,5,4,12,85,61,144,56,64,115,7.2,11.5,9,51.2,43.3,47.5,47.5,38.3,43.2,4,10,7,0,3,4,11,12,26,10,16,24,46,18,60,0,0,3,3,0,3,54,22,68,149,119,267,11,11,22,108,93,197,46,40,82
POA3835,197,195,392,90,33,124,27,64,86,14,6,21,7,6,4,131,102,234,49,76,134,3.1,1.9,2.6,66.3,53.1,59.7,64.3,52,58.2,5,5,8,0,5,5,17,33,45,7,15,26,54,29,82,4,3,8,0,0,0,56,29,91,211,205,414,18,7,28,177,158,335,38,44,84
