POA_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA3612,716,1506,14,22,0,0,14,22,0,0,0,0,0,0,0,0,0,0,0,0,4,10,20,25,0,0,4,8,29,47,0,0,762,1578,144,..,912,1578
POA3614,310,866,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,870,30,..,343,870
POA3616,1975,4872,117,167,0,0,117,167,0,3,0,0,4,3,0,0,0,0,6,10,10,20,3,3,0,0,21,33,34,53,3,0,2131,5106,246,..,2377,5106
POA3617,55,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,148,0,..,58,148
POA3618,251,577,0,3,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,11,8,4,15,0,0,0,0,13,21,0,0,262,606,30,..,295,606
POA3620,2931,7240,321,423,0,0,317,424,12,25,0,0,0,0,0,0,0,0,12,23,11,14,11,17,0,0,0,3,23,33,3,8,3288,7725,297,..,3586,7725
POA3621,814,2106,49,79,0,0,49,79,3,0,0,0,0,0,0,0,0,0,3,0,7,15,15,27,0,3,5,11,28,52,0,0,899,2238,65,..,970,2238
POA3622,176,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,489,12,..,186,489
POA3623,357,809,8,14,0,0,8,14,9,15,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,9,11,9,11,0,0,374,841,48,..,424,841
POA3624,214,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,217,523,30,..,242,523
POA3629,3025,7499,429,623,6,3,433,628,0,0,13,16,0,0,0,0,0,0,13,16,138,184,43,64,4,3,10,30,194,274,9,15,3669,8428,279,..,3949,8428
POA3630,10172,25998,1513,2585,92,190,1607,2781,41,54,0,0,0,0,0,0,3,4,49,66,17,22,3,3,0,3,107,151,125,184,22,45,11969,29062,1033,..,13003,29062
POA3631,4561,13561,36,68,0,0,37,70,0,0,0,0,0,0,0,0,0,0,0,0,9,10,12,22,4,12,95,125,119,166,7,35,4724,13830,286,..,5013,13830
POA3633,193,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,17,15,0,0,214,582,23,..,238,582
POA3634,638,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,1743,72,..,712,1743
POA3635,208,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,215,493,28,..,241,493
POA3636,1921,4511,185,248,0,0,185,248,11,15,0,0,0,0,0,0,4,4,11,19,11,19,0,0,0,0,7,7,17,28,3,9,2134,4813,239,..,2374,4813
POA3637,198,551,4,13,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,3,11,0,0,200,568,48,..,250,568
POA3638,829,1947,37,51,0,0,37,51,0,0,0,0,0,0,0,0,0,0,0,0,7,15,14,20,3,5,0,6,28,43,0,3,891,2039,107,..,998,2039
POA3639,202,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,6,10,0,0,209,438,94,..,302,438
POA3640,325,918,0,4,5,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,929,56,..,377,929
POA3641,444,1138,11,13,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1157,106,..,557,1157
POA3644,3404,8009,236,349,0,0,236,349,18,24,0,0,0,0,0,0,0,0,18,24,21,27,36,62,0,0,0,4,57,95,9,25,3720,8502,502,..,4222,8502
POA3646,230,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,538,26,..,253,538
POA3647,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,..,5,8
POA3649,164,419,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,5,0,0,0,0,7,11,0,0,171,432,17,..,190,432
POA3658,2236,5664,71,92,0,4,71,98,0,6,0,0,0,0,0,0,4,14,4,13,0,0,0,4,0,0,4,9,6,14,0,4,2317,5793,220,..,2541,5793
POA3659,281,711,3,4,6,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,716,67,..,358,716
POA3660,2872,6694,237,313,4,5,244,319,0,0,0,0,0,0,0,0,3,0,3,0,9,12,0,0,0,0,10,14,14,25,10,17,3137,7059,351,..,3486,7059
POA3662,230,719,0,0,6,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,732,45,..,276,732
POA3663,63,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,147,14,..,75,147
POA3664,464,1093,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,1097,70,..,543,1097
POA3665,154,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,360,17,..,167,360
POA3666,2039,4423,89,117,0,0,89,117,12,16,0,0,0,0,0,0,0,0,12,16,4,6,0,0,0,4,0,0,4,8,0,0,2140,4562,385,..,2522,4562
POA3669,578,1219,21,24,0,0,21,24,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,9,0,0,0,0,17,19,0,0,609,1265,122,..,729,1265
POA3670,250,557,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,560,29,..,279,560
POA3672,3973,8808,582,809,3,8,583,814,9,3,0,0,0,0,0,0,0,0,7,8,22,26,0,4,0,0,7,28,34,51,9,22,4602,9694,521,..,5118,9694
POA3673,695,1638,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,9,10,0,0,709,1659,111,..,822,1659
POA3675,711,1781,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,3,6,0,0,719,1789,94,..,811,1789
POA3677,6750,15995,1070,1485,56,92,1127,1573,0,0,0,0,0,0,0,0,5,3,5,3,11,20,6,4,0,4,13,27,29,50,9,18,7914,17642,606,..,8517,17642
POA3678,2367,6040,5,8,0,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,8,10,11,9,0,0,0,3,22,28,3,7,2394,6078,294,..,2682,6078
POA3682,230,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,596,21,..,251,596
POA3683,682,1549,14,30,0,0,14,30,11,13,0,0,0,0,0,0,0,0,11,13,6,10,8,6,0,0,9,14,19,34,0,5,726,1629,64,..,789,1629
POA3685,1102,2554,67,79,0,0,63,83,0,3,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,0,9,29,13,46,0,4,1186,2686,153,..,1343,2686
POA3687,384,927,42,63,0,0,42,63,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,431,1000,45,..,473,1000
POA3688,456,1174,11,31,0,0,11,31,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,0,0,4,3,4,0,0,473,1212,44,..,521,1212
POA3690,12074,30062,1350,1971,86,165,1438,2139,277,397,0,0,0,0,0,0,3,8,282,400,42,44,0,0,0,0,8,24,47,71,19,39,13858,32709,970,..,14832,32709
POA3691,4045,11220,22,34,0,0,22,34,0,0,0,0,0,0,0,3,0,0,0,4,4,15,19,27,0,5,7,9,31,46,12,35,4113,11340,308,..,4416,11340
POA3695,171,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,474,13,..,179,474
POA3697,223,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,509,49,..,277,509
POA3698,393,870,4,14,0,0,4,14,0,5,0,0,0,0,0,0,0,4,3,8,0,0,0,3,0,0,6,14,9,17,4,3,409,916,148,..,555,916
POA3699,396,804,9,11,0,0,9,11,7,18,7,17,3,5,3,13,0,5,23,56,0,0,0,0,0,0,0,0,0,0,3,15,433,887,162,..,595,887
POA3700,515,1181,21,33,0,0,21,33,10,11,0,0,0,0,0,0,0,0,10,11,0,0,3,3,0,0,0,0,4,3,0,0,546,1225,63,..,606,1225
POA3701,405,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,9,16,0,0,413,933,172,..,584,933
POA3704,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,..,7,21
POA3705,85,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,181,17,..,110,181
POA3707,721,1577,9,12,0,0,9,12,8,4,0,0,0,0,0,0,0,0,8,4,3,4,0,0,0,0,0,0,3,4,3,5,741,1608,108,..,851,1608
POA3708,26,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,66,8,..,31,66
POA3709,123,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,0,0,130,250,41,..,169,250
POA3711,228,507,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,508,96,..,325,508
POA3712,143,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,10,0,0,0,3,17,23,3,5,166,319,54,..,224,319
POA3713,418,812,8,12,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,15,20,12,18,0,6,0,0,27,45,4,4,466,877,374,..,838,877
POA3714,1453,3258,81,104,0,0,81,104,0,0,0,0,0,0,0,0,0,8,0,8,10,17,44,57,0,0,7,9,59,84,4,4,1599,3457,323,..,1919,3457
POA3715,147,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,331,125,..,273,331
POA3717,1399,3075,7,6,0,0,7,7,5,5,0,0,0,0,0,0,0,0,5,5,6,9,10,17,0,0,0,0,13,23,3,6,1427,3120,325,..,1749,3120
POA3718,33,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,0,4,37,74,10,..,52,74
POA3719,169,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,174,374,86,..,264,374
POA3720,270,581,0,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,4,0,0,5,12,0,0,0,0,5,12,4,3,276,601,365,..,640,601
POA3722,2106,4990,120,187,4,4,119,186,8,19,0,0,0,0,0,0,0,0,8,19,6,9,12,14,0,4,0,0,23,31,4,6,2266,5232,424,..,2684,5232
POA3723,1172,2603,0,14,0,0,6,14,9,16,8,22,10,22,4,3,0,6,28,72,0,5,0,0,0,0,0,0,3,6,11,27,1218,2730,1500,..,2717,2730
POA3725,228,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,229,578,30,..,261,578
POA3726,159,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,373,29,..,189,373
POA3727,112,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,274,11,..,122,274
POA3728,276,645,3,9,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,652,21,..,298,652
POA3730,3283,7868,441,653,32,62,473,713,8,16,0,0,0,0,0,0,0,0,13,18,29,42,36,48,0,3,6,15,66,103,3,7,3839,8711,988,..,4820,8711
POA3732,227,536,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,3,0,0,4,7,0,0,0,0,0,10,0,0,238,550,31,..,271,550
POA3733,96,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,99,213,21,..,120,213
POA3735,254,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,253,602,41,..,293,602
POA3737,1698,3906,101,152,0,0,101,152,6,4,0,0,0,0,0,0,0,0,6,4,9,11,0,0,0,0,3,7,10,18,3,13,1818,4087,230,..,2047,4087
POA3738,82,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,177,5,..,84,177
POA3739,88,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,195,10,..,93,195
POA3740,410,1035,14,26,0,0,14,26,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,4,5,13,0,3,431,1079,69,..,501,1079
POA3741,1126,2583,108,181,14,24,121,203,42,78,4,16,3,9,3,3,6,5,56,118,0,3,0,3,0,0,5,7,10,8,9,28,1321,2936,735,..,2059,2936
POA3744,184,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,182,458,86,..,270,458
POA3746,149,360,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,155,363,19,..,173,363
POA3747,1884,4320,63,90,0,0,65,97,10,19,0,0,0,0,0,0,0,3,15,15,3,4,0,0,0,0,9,19,15,30,12,33,1995,4493,228,..,2222,4493
POA3749,739,1820,32,35,0,0,32,35,7,8,0,0,0,0,0,0,0,0,7,8,5,7,0,0,0,0,0,3,10,12,4,12,779,1889,89,..,872,1889
POA3750,6382,21730,281,760,441,1018,718,1779,22,37,0,0,119,161,0,0,0,0,139,200,0,0,0,3,0,0,6,11,11,9,7,12,7257,23731,498,..,7756,23731
POA3751,46,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,128,10,..,60,128
POA3752,6781,21294,615,1240,605,1475,1217,2719,0,0,38,46,0,0,0,0,0,0,34,45,0,0,0,0,0,0,0,0,0,0,0,0,8033,24064,272,..,8307,24064
POA3753,1390,4390,0,0,10,23,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,4417,71,..,1469,4417
POA3754,15017,46180,660,1521,474,1097,1137,2618,65,113,56,100,0,0,0,0,5,7,129,225,0,5,0,0,0,0,0,3,5,10,9,12,16292,49036,690,..,16979,49036
POA3755,81,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,225,11,..,92,225
POA3756,4803,14368,278,568,69,155,349,722,6,6,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,4,14,5166,15118,295,..,5456,15118
POA3757,2956,8301,209,388,39,88,249,474,29,52,0,0,0,0,0,0,3,12,33,61,0,0,0,3,0,0,0,0,0,3,5,14,3241,8858,244,..,3489,8858
POA3758,703,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,7,8,712,2094,36,..,750,2094
POA3759,349,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,9,0,0,351,995,21,..,373,995
POA3760,116,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,334,6,..,124,334
POA3761,398,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,1106,43,..,445,1106
POA3762,41,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,104,12,..,52,104
POA3763,601,1538,9,12,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,608,1548,71,..,679,1548
POA3764,3361,9043,387,584,22,46,408,627,23,38,0,0,0,0,0,0,0,4,23,35,11,30,0,0,0,0,0,5,14,33,5,10,3812,9753,273,..,4089,9753
POA3765,2138,6188,84,119,10,24,92,144,92,132,0,0,0,0,0,0,0,0,92,135,0,0,0,0,0,0,0,0,0,0,0,3,2323,6471,121,..,2447,6471
POA3766,464,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,1190,70,..,533,1190
POA3767,451,1174,8,10,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,1181,59,..,522,1181
POA3770,1092,3066,3,10,0,0,3,10,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,6,10,1100,3086,51,..,1152,3086
POA3775,1344,3667,57,88,23,42,81,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,8,1430,3814,139,..,1567,3814
POA3777,3754,9503,272,406,19,58,292,464,13,17,0,0,0,0,0,0,0,0,11,17,0,0,40,59,0,0,3,6,41,63,13,15,4105,10065,414,..,4519,10065
POA3778,78,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,178,24,..,107,178
POA3779,218,439,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,224,456,129,..,349,456
POA3781,1500,4201,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,10,0,0,1501,4217,97,..,1595,4217
POA3782,2689,7499,21,22,0,0,22,26,10,16,0,0,0,0,0,0,9,8,16,23,0,0,0,0,0,0,0,0,0,0,3,5,2733,7558,144,..,2871,7558
POA3783,792,2247,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,3,15,20,0,0,0,0,0,0,0,0,0,0,4,3,812,2268,62,..,870,2268
POA3785,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,62,3,..,25,62
POA3786,530,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,1439,42,..,578,1439
POA3787,354,915,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,354,922,42,..,399,922
POA3788,638,1603,3,3,3,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,644,1619,91,..,738,1619
POA3789,106,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,280,17,..,125,280
POA3791,544,1347,9,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,1360,35,..,587,1360
POA3792,373,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,1003,17,..,392,1003
POA3793,1248,3382,34,61,0,0,39,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,4,20,3,9,1301,3471,77,..,1378,3471
POA3795,407,1249,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,3,416,1261,32,..,448,1261
POA3796,3303,9368,38,56,27,59,66,110,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,6,0,0,4,9,5,7,3378,9502,131,..,3509,9502
POA3797,1138,3022,117,177,4,18,121,199,39,62,0,0,0,0,0,0,0,0,39,62,0,0,46,55,0,0,7,3,54,60,0,9,1349,3354,128,..,1476,3354
POA3799,2261,5156,6,12,0,3,5,16,19,23,0,0,0,0,0,0,0,0,19,23,0,4,24,25,0,0,0,0,24,30,0,5,2315,5229,447,..,2754,5229
POA3802,7017,20476,531,1459,458,1381,990,2838,0,0,0,0,0,0,0,0,5,11,5,11,0,0,0,0,0,0,0,4,0,4,3,10,8016,23343,322,..,8334,23343
POA3803,2738,8534,520,1231,217,608,738,1839,46,91,0,0,0,0,0,0,4,9,50,98,0,0,0,0,0,0,0,0,0,0,3,14,3530,10479,137,..,3669,10479
POA3804,2332,7957,11,39,0,0,17,38,0,0,0,0,0,0,0,0,8,13,8,13,0,0,0,0,0,0,0,0,0,0,4,0,2358,8014,89,..,2444,8014
POA3805,16552,52602,715,2053,326,1016,1039,3065,216,422,21,31,0,0,0,0,9,19,236,467,0,0,89,114,0,0,0,0,87,116,4,14,17929,56261,604,..,18529,56261
POA3806,15124,45614,1153,1989,600,1329,1752,3320,46,91,8,3,0,0,0,0,7,8,53,103,8,15,0,0,0,0,9,20,17,33,3,14,16948,49092,833,..,17781,49092
POA3807,2193,6697,160,324,88,243,245,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,92,0,0,0,0,76,88,3,0,2524,7363,94,..,2616,7363
POA3808,925,2868,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,925,2876,52,..,979,2876
POA3809,6171,18138,228,484,181,405,405,892,8,7,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,11,26,6593,19066,231,..,6820,19066
POA3810,16400,48429,1777,3027,566,1246,2349,4271,74,134,20,29,0,6,0,0,9,20,105,185,0,6,43,52,0,0,0,6,49,58,13,31,18914,52976,980,..,19892,52976
POA3812,772,2233,3,3,0,0,3,3,3,3,0,0,0,0,0,3,0,0,4,10,0,0,0,0,0,0,3,5,3,5,4,0,783,2254,51,..,834,2254
POA3813,303,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,882,29,..,341,882
POA3814,828,2369,6,3,0,0,6,3,35,48,0,0,0,0,0,0,0,4,36,48,0,0,0,0,0,0,0,0,0,0,0,0,864,2419,65,..,931,2419
POA3815,1187,3380,17,28,0,0,17,29,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,7,1210,3427,100,..,1315,3427
POA3816,1018,2723,51,96,0,0,51,94,30,47,0,0,0,0,0,0,0,0,30,47,4,7,24,28,0,0,0,0,27,34,3,14,1133,2912,95,..,1227,2912
POA3818,5853,15293,290,439,5,8,290,445,224,332,0,0,0,0,0,0,0,5,229,335,0,0,73,91,0,0,0,0,70,90,4,10,6450,16169,478,..,6922,16169
POA3820,6651,17221,351,498,35,48,389,550,313,462,0,0,0,0,0,0,5,12,318,474,12,12,173,254,0,0,8,12,189,284,5,19,7559,18545,497,..,8057,18545
POA3821,1046,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,4,1047,2856,121,..,1173,2856
POA3822,295,848,32,79,0,0,32,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,330,936,21,..,355,936
POA3823,829,1977,16,21,0,0,16,21,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,6,8,849,2011,69,..,917,2011
POA3824,1961,4866,99,135,3,14,100,145,5,12,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,4,2067,5029,190,..,2256,5029
POA3825,7530,17609,882,1158,27,37,911,1196,249,307,0,0,0,0,0,0,0,0,250,312,28,44,16,33,0,0,0,6,49,82,7,12,8743,19208,1050,..,9793,19208
POA3831,682,1740,10,17,0,0,10,17,12,17,0,0,0,0,0,0,0,0,12,17,0,0,0,3,0,0,0,0,0,3,0,0,713,1778,86,..,792,1778
POA3832,109,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,234,21,..,126,234
POA3833,128,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,262,88,..,213,262
POA3835,184,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,444,22,..,204,444
POA3840,5985,14167,316,408,49,95,371,503,428,621,0,0,0,0,0,0,3,4,429,628,0,0,15,23,3,8,6,11,23,39,5,6,6805,15342,715,..,7526,15342
POA3842,1861,4354,0,3,17,45,16,53,48,67,0,0,0,0,0,0,0,0,48,67,0,0,0,0,0,0,0,9,0,9,0,0,1925,4478,162,..,2085,4478
POA3844,10530,26411,455,673,52,100,505,777,974,1337,0,0,0,0,0,0,0,3,971,1344,3,7,50,77,9,15,3,9,63,102,24,47,12098,28678,1045,..,13143,28678
POA3847,815,1937,24,62,0,0,24,62,0,0,0,0,0,0,0,0,0,5,0,5,9,14,4,0,0,0,5,4,13,14,6,0,857,2024,68,..,925,2024
POA3850,5304,12873,356,530,95,122,452,651,371,497,25,49,0,0,0,0,0,0,396,547,18,16,18,27,0,0,5,8,35,54,17,28,6200,14154,670,..,6869,14154
