POA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA3787,0,3,55,145,109,24,10,4,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,147,109,24,10,4,354
POA3788,4,18,82,260,202,44,14,3,638,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,90,262,199,44,14,3,644
POA3789,0,3,10,50,32,9,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,50,32,9,0,0,106
POA3791,0,7,66,244,174,34,5,3,544,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,72,247,178,34,5,3,554
POA3792,0,8,35,162,121,34,7,7,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,162,121,34,10,7,370
POA3793,4,15,148,591,369,90,18,12,1248,0,11,22,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,11,22,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,31,172,594,374,90,18,10,1301
POA3795,0,10,46,159,129,31,25,7,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,46,164,129,31,25,7,416
POA3796,4,48,279,1519,1065,263,72,47,3303,0,0,34,0,0,0,0,0,38,0,0,12,11,0,0,0,0,27,0,0,51,18,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,54,336,1545,1065,264,72,44,3378
POA3797,6,19,152,533,328,74,23,15,1138,0,19,45,41,0,0,0,3,117,0,0,0,6,0,0,0,0,4,0,19,49,45,0,0,0,3,121,0,0,23,9,8,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,8,0,0,0,39,7,29,18,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,15,68,235,590,339,73,23,16,1349
POA3799,12,80,445,1187,391,76,19,49,2261,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,14,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,19,0,19,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,12,111,464,1190,391,76,19,52,2315
POA3802,3,19,231,3602,2463,512,93,84,7017,0,0,79,276,152,21,0,6,531,0,0,15,165,189,68,15,9,458,0,6,97,433,339,91,15,12,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,4,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30,330,4040,2806,604,107,93,8016
POA3803,4,14,149,1460,909,165,14,26,2738,0,16,244,178,55,9,0,20,520,0,0,37,140,25,11,0,0,217,0,16,286,318,81,18,0,20,738,0,0,32,13,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,33,16,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,30,468,1792,988,180,16,46,3530
POA3804,0,12,40,379,1227,489,157,30,2332,0,0,0,12,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,52,386,1235,488,157,30,2358
POA3805,18,46,482,7101,7327,1193,176,209,16552,0,15,131,308,232,22,4,10,715,0,0,47,178,72,28,3,3,326,0,15,173,477,308,47,9,11,1039,0,0,146,54,6,0,0,3,216,0,3,8,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,159,62,5,0,0,3,236,0,52,36,0,0,0,0,0,87,0,0,0,0,0,0,0,0,4,19,111,851,7643,7643,1249,181,230,17929
POA3806,12,35,547,5575,7402,1253,153,140,15124,8,103,520,400,75,5,5,30,1153,0,7,103,410,72,3,0,4,600,8,112,626,816,148,8,6,39,1752,0,0,11,31,0,0,0,0,46,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,14,33,0,0,0,0,53,0,3,0,4,0,0,0,0,17,0,0,0,5,0,0,0,0,3,27,148,1194,6431,7556,1262,159,176,16948
POA3807,0,3,81,640,1141,259,46,12,2193,0,3,70,61,20,7,0,0,160,0,0,3,57,30,0,0,0,88,0,3,72,114,49,6,0,3,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,24,0,0,0,0,0,76,0,0,0,0,0,0,0,0,3,0,59,175,760,1195,266,46,13,2524
POA3808,0,5,32,294,434,106,26,13,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,294,439,111,26,13,925
POA3809,0,21,349,1890,3458,339,44,57,6171,0,4,93,78,39,7,0,4,228,0,0,3,153,16,0,0,3,181,0,4,102,227,59,8,0,3,405,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,4,25,451,2130,3521,348,50,66,6593
POA3810,12,56,769,7489,6987,738,149,210,16400,3,32,1109,499,70,5,4,55,1777,0,4,195,331,32,0,0,3,566,3,37,1304,831,108,5,5,59,2349,8,9,29,25,0,0,0,0,74,0,4,5,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,9,8,14,44,32,5,0,0,0,105,5,30,9,0,0,0,0,0,49,0,0,0,6,3,0,0,0,13,23,131,2124,8360,7097,744,155,273,18914
POA3812,0,13,61,302,286,75,26,14,772,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,16,61,308,284,75,26,14,783
POA3813,0,9,26,133,93,25,12,6,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,130,93,25,12,6,311
POA3814,3,4,64,349,306,69,17,15,828,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,96,352,306,69,17,15,864
POA3815,0,14,114,466,447,87,30,19,1187,0,3,3,3,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,21,121,476,451,87,30,25,1210
POA3816,0,9,79,479,377,45,9,25,1018,0,0,11,36,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,11,39,0,0,0,0,51,0,0,16,18,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,0,4,30,0,17,4,0,0,0,0,0,27,0,0,0,4,0,0,0,0,3,0,27,102,533,385,45,9,22,1133
POA3818,3,38,495,2542,2371,289,49,67,5853,0,8,197,79,0,0,0,5,290,0,0,0,5,0,0,0,0,5,0,8,197,82,0,0,0,5,290,0,49,135,36,4,0,0,4,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,139,36,4,0,0,4,229,11,39,15,0,0,0,0,3,70,0,0,0,0,3,0,0,0,4,16,132,846,2658,2373,289,52,89,6450
POA3820,8,25,424,2853,2882,342,58,66,6651,0,27,266,50,0,0,0,5,351,0,21,9,9,0,0,0,0,35,0,52,278,52,0,0,0,5,389,0,14,226,70,0,5,0,3,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,12,226,70,0,0,0,3,318,0,14,167,3,0,0,0,0,189,0,0,0,0,5,0,0,3,5,7,107,1094,2982,2887,343,58,85,7559
POA3821,0,21,89,473,346,79,24,9,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,21,89,473,346,79,29,9,1047
POA3822,0,4,28,128,101,23,0,3,295,0,0,3,12,13,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,12,13,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,27,146,107,31,0,7,330
POA3823,0,12,97,413,263,23,4,13,829,0,7,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,13,101,420,267,23,4,19,849
POA3824,7,19,198,992,646,69,6,26,1961,0,20,59,9,0,0,0,4,99,0,0,0,3,0,0,0,0,3,0,20,59,17,0,0,0,4,100,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,257,1013,643,69,6,32,2067
POA3825,10,98,990,4314,1666,228,51,165,7530,14,251,489,78,4,0,0,36,882,0,18,8,3,0,0,0,0,27,16,269,500,83,4,0,0,40,911,0,96,145,4,0,0,0,12,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,145,4,0,0,0,12,250,6,18,6,0,0,0,0,11,49,0,4,0,4,0,0,0,0,7,41,478,1634,4405,1681,231,48,234,8743
POA3831,0,7,96,281,237,42,8,10,682,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,7,4,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,108,285,237,42,8,16,713
POA3832,0,0,22,59,21,0,4,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,57,21,0,4,0,112
POA3833,0,6,47,53,16,4,0,3,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,47,53,16,4,0,3,128
POA3835,0,0,15,102,56,7,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,102,56,7,3,0,185
POA3840,11,54,791,3391,1354,207,31,148,5985,5,105,159,26,0,0,0,17,316,0,5,38,0,0,0,0,0,49,5,106,203,30,0,0,0,17,371,3,64,324,17,0,0,0,10,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,66,324,17,0,0,0,10,429,0,12,8,0,3,0,0,0,23,0,0,0,0,3,0,0,0,5,19,239,1329,3441,1359,208,31,176,6805
POA3842,3,14,45,1344,362,54,7,27,1861,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,17,0,0,0,9,0,0,3,0,16,0,9,30,4,5,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,4,5,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,73,1353,367,57,13,31,1925
POA3844,12,68,696,5638,3511,415,73,116,10530,10,40,283,101,10,0,0,7,455,0,4,21,27,0,0,0,0,52,10,46,303,128,10,0,0,7,505,11,236,586,98,0,0,4,38,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,236,589,98,0,0,4,42,971,5,19,36,3,0,0,0,0,63,3,3,3,3,10,0,0,0,24,42,364,1628,5877,3529,420,76,166,12098
POA3847,5,21,80,429,209,38,6,26,815,0,0,11,14,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,6,10,27,99,443,214,38,6,25,857
POA3850,11,32,478,2614,1825,228,36,72,5304,0,38,238,69,3,0,0,6,356,0,50,26,16,0,0,0,0,95,0,86,263,86,3,0,0,10,452,0,85,205,64,0,0,0,11,371,0,0,20,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,222,69,0,0,0,11,396,9,20,4,0,0,0,0,0,35,0,0,3,8,0,0,0,0,17,20,228,973,2779,1836,228,36,94,6200
POA3851,5,60,345,900,582,131,26,30,2076,0,4,12,29,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,4,12,29,3,0,0,0,49,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,4,0,7,5,4,4,0,0,0,15,0,0,0,0,0,0,0,0,9,3,69,365,934,595,134,25,33,2155
POA3852,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
POA3854,0,5,27,238,180,36,9,3,498,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,243,182,36,9,7,509
POA3856,0,4,22,189,118,26,4,0,368,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,5,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,191,122,26,4,0,371
POA3857,0,0,8,61,38,8,3,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,61,38,8,3,0,129
POA3858,3,18,156,548,304,42,13,10,1095,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,29,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,0,0,0,0,3,41,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,25,182,552,304,41,13,19,1142
POA3859,0,3,38,141,106,16,6,4,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,41,143,103,16,6,4,332
POA3860,8,19,391,1412,754,121,20,40,2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,70,4,0,0,0,4,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,70,4,4,0,0,4,134,0,4,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,73,465,1420,758,121,19,48,2912
