POA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA3055,0,24,459,1265,614,101,24,25,2513,0,42,351,136,21,3,0,3,556,0,45,400,291,32,3,0,3,776,0,89,755,421,54,8,0,10,1334,10,674,948,89,0,0,0,32,1746,14,82,182,11,0,0,0,5,287,0,211,374,17,0,0,0,0,603,0,54,34,0,0,0,0,0,90,0,3,0,0,5,0,0,0,5,23,1013,1530,110,3,0,0,43,2730,0,5,14,7,0,0,0,0,31,0,4,3,0,0,0,0,3,9,25,1133,2770,1808,668,106,24,79,6612
POA3056,0,47,925,1990,766,116,15,30,3892,8,135,1036,474,77,15,4,9,1757,5,81,693,565,93,20,6,16,1472,8,218,1729,1036,171,40,5,23,3235,24,341,496,56,10,0,4,11,930,15,233,447,39,9,0,0,7,749,47,704,988,95,3,0,0,16,1855,0,114,120,6,0,0,0,3,245,0,0,0,0,5,0,0,0,10,86,1384,2048,199,22,0,4,39,3782,3,23,58,41,13,4,3,4,138,0,0,6,3,0,0,0,0,13,94,1668,4760,3269,971,162,27,102,11056
POA3057,0,26,311,747,285,44,6,17,1439,0,86,401,144,17,0,0,10,659,0,35,376,500,64,0,0,11,987,0,120,773,645,78,7,0,15,1640,3,126,204,22,0,0,0,0,367,5,70,91,15,4,0,0,0,179,12,730,1130,72,9,0,3,13,1961,0,350,339,14,0,0,0,4,706,0,0,0,0,0,0,0,0,0,25,1280,1760,124,9,0,6,13,3216,0,8,21,17,0,0,0,0,41,0,0,3,0,0,0,0,0,10,25,1436,2873,1536,370,51,12,45,6351
POA3058,11,77,1692,4838,1899,301,55,104,8984,0,129,665,290,35,9,3,19,1148,10,145,916,682,155,11,0,20,1937,15,277,1576,972,190,13,9,38,3087,21,80,230,14,11,0,0,0,355,0,45,189,6,0,0,0,0,246,6,223,219,28,6,5,0,3,485,0,21,60,0,0,0,0,0,86,0,3,3,4,0,0,0,0,8,24,366,706,59,16,7,5,3,1187,0,9,7,10,0,0,0,0,26,0,9,4,5,0,0,0,0,22,52,739,3987,5878,2115,320,66,151,13302
POA3059,9,16,49,1512,3677,690,101,82,6141,0,0,16,61,21,4,0,3,111,0,3,17,51,20,0,4,0,89,0,5,33,105,39,4,4,3,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,9,21,85,1622,3722,695,105,85,6346
POA3060,10,24,462,2579,650,127,17,69,3934,0,28,196,57,3,0,0,10,296,0,5,253,148,20,0,0,4,431,0,35,447,205,28,0,0,9,726,0,9,13,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,9,12,0,0,0,0,0,24,0,0,10,0,0,0,0,0,14,0,0,3,3,0,0,0,0,6,8,70,926,2792,680,127,17,79,4704
POA3061,8,28,50,974,211,47,10,35,1357,0,10,19,10,6,0,0,0,49,0,0,14,21,7,0,0,0,38,0,10,35,27,7,0,0,0,88,0,18,17,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,17,17,3,0,0,0,0,44,7,87,7,0,0,0,0,7,105,0,0,0,0,0,0,0,0,3,11,146,112,1005,222,47,10,40,1594
POA3062,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
POA3063,0,0,6,41,74,29,14,5,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,74,29,14,5,169
POA3064,19,76,853,11188,14876,1968,240,457,29684,0,13,294,618,224,9,3,34,1196,0,13,508,668,92,6,0,33,1325,3,27,800,1283,316,17,3,70,2517,0,3,105,101,8,0,0,4,225,0,0,0,0,0,0,0,0,0,0,8,53,3,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,4,15,159,110,10,3,4,4,301,0,0,0,4,5,0,0,0,3,0,3,0,12,3,0,0,0,21,22,122,1820,12592,15208,1991,246,530,32529
POA3065,0,7,40,53,31,7,0,0,145,0,54,345,194,42,5,5,3,651,5,62,314,422,164,37,10,6,1014,3,119,659,618,205,43,9,10,1667,30,121,186,48,9,4,0,4,408,34,237,265,87,9,5,0,0,636,27,218,385,98,5,0,0,8,738,3,125,541,224,6,0,0,35,936,0,0,0,0,0,0,0,0,0,89,711,1378,453,32,4,0,44,2711,0,4,13,11,0,0,0,0,34,0,3,3,0,0,0,0,3,12,98,840,2090,1135,265,54,11,65,4565
POA3066,0,16,112,93,28,0,0,3,259,0,61,317,123,12,3,0,3,523,7,59,267,247,42,5,0,8,626,3,117,584,369,54,3,0,14,1151,0,83,71,20,6,0,0,0,191,4,164,300,81,11,4,0,13,574,31,440,500,64,3,0,0,8,1052,6,417,655,133,0,0,0,25,1235,0,3,14,0,0,0,0,0,15,44,1109,1548,298,16,4,3,49,3062,0,3,3,7,4,0,0,0,17,0,3,0,0,0,0,0,0,3,51,1254,2246,769,97,10,0,66,4489
POA3067,0,10,115,229,80,13,4,5,449,0,37,337,192,29,8,0,7,616,0,10,153,220,35,7,0,4,432,0,51,487,413,65,18,3,9,1050,0,76,77,31,0,0,0,3,193,9,95,177,32,6,0,5,3,323,6,214,343,79,0,0,0,3,645,16,583,908,69,5,0,0,17,1602,0,0,0,0,0,0,0,0,0,28,973,1505,205,14,0,5,28,2764,0,48,56,19,6,0,0,0,133,0,5,0,0,0,0,0,0,7,32,1087,2172,868,163,35,9,38,4403
POA3068,4,33,279,677,329,66,21,10,1413,4,196,1288,921,269,34,10,22,2732,0,31,338,651,217,43,0,7,1288,3,226,1628,1574,480,78,10,20,4021,4,298,475,144,28,0,0,12,971,8,325,436,115,3,0,0,14,902,0,248,400,114,8,0,0,11,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,879,1310,374,41,0,3,36,2660,0,10,10,12,5,0,0,3,46,0,0,4,0,0,0,0,0,12,22,1145,3234,2643,859,141,34,73,8148
POA3070,0,63,928,2565,1178,221,38,31,5023,3,103,692,553,105,16,3,10,1468,0,217,538,478,74,11,3,6,1332,4,316,1233,1030,177,21,4,14,2801,12,380,334,56,4,0,0,6,798,5,149,271,38,0,0,0,10,478,6,373,523,42,4,0,0,8,948,7,86,4,0,0,0,0,4,105,0,0,3,0,0,0,0,0,10,39,990,1135,133,6,0,0,29,2333,0,13,35,16,5,0,0,0,65,0,3,5,0,0,0,0,0,14,50,1384,3338,3747,1367,244,45,73,10237
POA3071,8,29,858,2197,823,135,28,32,4111,0,59,436,193,19,0,0,9,729,0,193,543,348,45,3,0,4,1143,0,255,983,544,72,9,0,14,1872,0,761,790,70,5,0,0,10,1641,0,83,72,14,0,0,0,3,178,0,42,93,11,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,878,954,93,10,0,0,18,1957,0,10,20,17,5,0,0,0,52,0,0,0,0,0,0,0,0,3,14,1171,2820,2846,898,144,37,75,7996
POA3072,3,88,1523,4041,1515,287,65,71,7600,0,194,1085,528,55,10,3,35,1910,4,69,714,611,73,6,0,15,1492,5,261,1799,1139,127,15,3,50,3397,24,177,186,10,3,0,0,9,408,29,118,158,38,10,0,0,7,356,28,382,994,47,0,0,3,11,1467,0,129,129,3,0,0,0,0,260,0,0,0,0,0,0,0,0,9,72,811,1473,95,17,3,3,22,2498,3,31,63,35,3,0,0,0,138,0,8,0,0,0,0,0,3,12,92,1199,4858,5311,1657,304,68,154,13645
POA3073,12,166,2284,7176,2424,441,97,202,12804,9,634,2530,613,39,3,4,92,3928,5,159,1440,946,69,6,0,32,2656,6,793,3968,1558,109,13,4,124,6582,5,148,419,73,3,6,0,16,677,0,42,50,4,0,0,0,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,0,0,0,0,17,4,194,478,82,8,0,0,13,786,0,13,36,16,11,0,0,0,73,0,0,4,0,0,0,0,8,13,34,1162,6772,8832,2544,460,98,352,20261
POA3074,15,42,312,4283,1246,158,39,95,6192,0,44,239,62,10,0,0,6,365,0,12,165,139,12,0,0,10,335,4,57,406,200,24,0,0,11,699,0,39,249,135,7,0,0,5,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,40,254,135,7,0,0,5,445,0,0,0,4,0,0,0,0,3,0,0,4,3,0,0,0,0,10,19,142,971,4620,1275,158,39,114,7347
POA3075,9,38,372,4476,1717,244,55,113,7016,0,7,78,59,6,0,0,0,157,0,7,119,91,8,0,0,0,230,0,19,199,152,12,0,0,3,384,0,38,284,146,9,0,0,9,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,38,284,152,9,0,0,9,493,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,7,93,856,4789,1736,247,58,123,7905
POA3076,14,34,505,4535,3032,376,53,139,8687,4,34,360,463,155,5,3,14,1041,0,3,138,503,103,12,0,21,780,9,36,499,962,253,17,6,35,1816,0,0,0,0,0,0,0,0,0,0,72,110,4,0,0,0,4,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,70,109,4,0,0,0,4,188,0,0,0,0,0,0,0,0,5,0,0,4,5,0,0,0,0,6,14,145,1114,5505,3287,393,56,184,10704
POA3078,5,18,336,1145,678,149,26,16,2364,0,40,189,119,24,0,0,3,373,0,73,287,323,79,8,0,4,772,0,109,476,445,101,10,0,3,1147,10,482,428,56,8,0,0,6,999,0,57,78,9,0,0,0,0,149,0,101,171,31,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,644,682,97,8,0,0,10,1456,0,0,10,0,0,4,0,0,11,0,0,0,0,0,0,0,0,3,21,775,1506,1684,785,164,29,31,4987
POA3079,7,22,428,1601,1341,350,49,21,3820,0,57,313,110,4,0,0,4,500,3,6,187,416,84,9,0,4,705,3,67,504,525,89,8,0,11,1208,12,197,496,171,14,0,0,5,895,0,13,80,27,0,0,0,3,126,0,123,257,34,4,0,0,6,428,0,85,49,16,0,0,0,0,155,0,0,0,0,0,0,0,0,0,12,415,880,249,19,0,7,14,1593,0,0,10,0,0,0,0,0,12,0,0,8,0,0,0,0,0,15,16,509,1826,2380,1450,363,50,45,6641
POA3081,6,63,1017,1670,492,108,20,42,3428,3,183,428,348,34,3,0,22,1009,0,32,399,433,80,5,0,22,968,6,212,820,780,112,5,3,37,1979,0,11,89,4,0,0,0,0,114,0,3,11,0,0,0,0,0,19,0,3,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,9,0,19,123,15,0,0,0,0,161,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,11,294,1962,2464,610,116,29,87,5570
POA3082,6,18,436,4821,2890,453,59,131,8819,0,0,164,351,140,8,6,7,678,0,0,82,138,72,10,0,0,303,0,0,249,487,211,16,3,10,981,0,4,9,18,0,0,0,0,31,0,0,16,0,0,0,0,0,16,0,9,170,19,0,0,0,3,197,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,4,15,200,36,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,35,883,5347,3107,473,60,146,10057
POA3083,12,59,424,4311,2871,589,132,103,8503,0,46,253,180,21,0,4,5,515,0,32,404,501,218,13,3,13,1188,3,75,659,682,239,19,7,18,1699,0,57,151,74,19,0,0,10,317,0,98,208,14,0,0,0,0,321,11,138,237,18,0,0,0,11,416,0,18,59,6,0,0,0,0,79,0,3,0,0,0,0,0,0,4,16,311,656,110,19,3,0,21,1139,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,10,32,444,1735,5104,3136,613,141,148,11354
POA3084,7,31,564,3425,2536,525,85,66,7239,0,53,463,176,10,0,0,3,706,0,18,176,381,49,0,0,3,632,0,69,642,557,60,0,0,7,1339,0,105,460,133,13,0,0,12,724,0,33,173,25,0,0,0,0,225,0,129,260,18,0,0,0,4,418,0,89,53,3,0,0,0,0,145,0,0,0,0,0,0,0,0,3,0,352,952,179,13,0,0,17,1514,0,0,7,8,0,0,0,0,18,0,3,4,0,4,0,0,0,9,7,462,2168,4163,2611,530,80,91,10112
POA3085,0,11,354,2196,1288,213,23,32,4122,0,15,368,152,19,4,0,9,567,0,0,112,192,37,3,0,4,350,0,20,477,336,53,5,0,12,910,0,0,9,13,0,0,0,0,16,20,48,19,7,0,0,0,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,20,52,27,20,0,0,0,4,122,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,5,24,90,867,2558,1352,216,24,50,5172
POA3087,0,19,255,1875,838,120,27,24,3159,0,35,101,45,9,0,0,4,197,0,0,40,45,8,0,0,0,93,0,40,142,89,12,0,0,4,294,0,0,11,0,0,0,0,0,15,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,18,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,422,1961,851,123,23,34,3478
POA3088,3,31,561,4338,2904,561,67,56,8524,11,81,478,202,21,3,0,9,799,0,26,157,253,38,7,0,10,491,11,104,629,455,59,13,0,24,1290,0,4,81,27,0,0,0,3,117,0,26,28,0,0,0,0,0,57,0,20,18,0,0,0,0,6,39,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,0,48,131,30,0,0,0,3,221,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,183,1326,4831,2972,570,74,85,10049
POA3089,8,13,164,1582,1702,381,44,31,3921,8,0,59,30,10,0,0,0,109,0,0,23,82,15,0,0,0,120,8,0,81,109,22,0,0,0,227,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,252,1697,1725,381,44,30,4158
POA3090,0,0,12,140,393,159,23,4,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,142,393,159,32,4,740
POA3091,0,3,14,127,238,75,22,4,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,124,238,75,22,4,485
POA3093,0,5,82,431,426,135,24,0,1107,0,6,141,38,0,0,0,3,193,0,0,39,58,12,0,0,0,116,0,6,183,95,12,4,0,7,308,0,16,31,8,0,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,6,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,293,531,440,136,24,6,1468
POA3094,8,15,367,1680,827,156,21,23,3088,0,26,197,81,0,0,0,0,306,0,0,16,78,10,0,0,0,115,0,25,213,162,11,0,0,0,417,0,0,10,11,0,0,0,0,22,0,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,3,20,11,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,46,600,1851,843,152,21,20,3543
POA3095,3,50,382,3421,3772,828,147,44,8643,0,23,69,62,10,0,0,6,159,0,0,84,153,27,0,0,0,264,0,23,148,215,33,0,0,5,427,0,27,197,217,30,4,0,5,476,0,10,29,0,0,0,0,0,37,0,4,20,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,10,0,48,242,219,28,4,0,5,551,0,0,3,0,0,0,0,0,4,0,5,0,0,0,0,0,0,6,4,124,775,3864,3836,830,144,52,9631
POA3096,3,7,28,229,262,54,15,10,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,28,232,262,54,15,10,609
POA3097,0,9,39,120,172,75,26,5,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,120,177,75,26,5,456
POA3099,7,44,138,725,577,121,43,16,1666,0,15,0,0,0,0,0,0,19,0,0,3,6,0,0,0,0,9,0,15,3,5,0,0,0,0,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,61,146,729,573,121,43,16,1702
POA3101,0,21,391,1434,1817,736,127,45,4577,0,31,433,427,76,3,0,9,974,0,15,242,640,216,30,0,9,1155,0,43,676,1063,288,35,0,17,2137,8,86,595,155,17,0,5,6,872,0,83,610,114,6,0,0,14,827,3,88,335,155,13,0,0,3,597,0,7,18,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,7,267,1561,429,35,0,3,24,2324,0,8,8,4,0,0,0,0,22,0,0,0,0,4,0,0,0,9,15,341,2633,2934,2145,780,133,93,9069
POA3102,0,3,119,629,612,165,21,13,1563,0,3,160,151,8,0,0,0,328,0,3,44,112,31,3,0,0,188,0,7,202,260,42,3,0,0,516,3,10,161,26,6,0,0,0,215,0,0,42,3,0,0,0,3,51,0,0,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,216,31,6,0,0,3,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,534,925,660,174,21,18,2357
POA3103,0,10,234,1054,1411,666,102,23,3507,0,51,610,404,17,7,0,9,1097,0,5,64,242,91,12,3,4,413,0,49,680,649,103,18,3,13,1514,3,44,349,19,0,0,0,5,423,0,37,75,5,0,0,0,0,119,0,126,139,22,0,0,0,8,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,210,564,53,0,0,0,13,844,0,0,7,0,0,0,0,0,7,0,3,3,0,0,0,0,0,11,8,270,1488,1757,1524,682,104,49,5877
POA3104,0,14,274,1982,2490,920,152,53,5882,0,8,221,219,14,0,0,6,466,0,3,37,296,148,7,0,3,492,0,12,257,521,159,9,0,11,957,0,0,57,12,7,0,0,0,83,0,15,71,5,3,0,0,0,96,0,13,27,13,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,159,32,7,0,0,0,228,0,0,9,3,0,0,0,0,22,0,0,0,0,0,0,0,0,4,6,50,702,2534,2661,927,154,60,7090
POA3105,3,6,155,1589,1245,282,35,28,3351,0,6,37,39,21,0,0,0,96,0,0,29,192,166,20,0,3,411,0,6,59,232,187,21,0,3,510,0,10,68,126,11,0,0,0,206,0,8,81,4,0,0,0,0,96,0,8,25,4,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,164,137,11,0,0,0,348,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,7,45,389,1958,1436,300,39,37,4209
POA3106,0,11,127,1151,2281,670,158,31,4436,0,22,180,124,44,4,0,9,376,0,0,57,256,308,53,3,9,694,0,25,232,378,348,54,3,14,1065,7,10,48,13,0,0,0,0,79,0,0,16,4,0,0,0,0,21,0,12,76,22,0,0,0,3,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,137,31,0,0,0,8,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,59,503,1569,2633,726,163,54,5717
POA3107,0,15,140,1816,1695,334,52,35,4087,0,3,103,125,34,0,0,0,258,0,0,93,343,198,22,0,4,655,0,3,194,466,223,19,0,4,912,0,0,0,0,3,0,0,0,9,0,0,12,7,0,0,0,0,22,0,3,18,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,33,20,8,0,0,0,60,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,24,370,2293,1932,353,55,41,5068
POA3108,0,15,188,2020,2347,575,84,52,5280,0,36,334,318,53,4,6,10,768,0,12,160,606,370,22,0,12,1182,0,48,491,923,425,28,6,25,1950,0,46,243,87,5,0,0,3,389,0,50,168,50,3,0,0,3,270,0,180,505,103,0,0,0,11,793,10,207,836,184,3,0,0,10,1248,0,0,0,0,0,0,0,0,0,11,483,1746,420,5,0,0,31,2701,0,0,0,0,0,0,0,0,3,0,0,7,4,4,0,0,0,14,15,548,2431,3367,2779,605,90,111,9944
