POA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA3195,1869,4261,823,63,7017,1103,112,8238,541,448,239,20,1247,918,46,2212,406,541,168,16,1128,307,26,1461,940,982,414,30,2374,1222,77,3675,370,155,136,7,666,862,38,1575,42,17,23,0,88,98,3,191,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,419,175,157,10,758,964,44,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,15,18,5,40,0,7,6,0,15,19,5,39,3,0,0,0,4,8,0,9,3231,5424,1396,115,10173,3318,238,13726
POA3196,1262,2187,572,51,4065,990,114,5170,395,272,178,15,862,749,52,1657,427,339,137,11,918,283,36,1233,821,609,318,29,1776,1027,86,2893,562,418,301,26,1306,1093,76,2472,28,5,11,0,46,113,3,159,13,3,7,0,24,29,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,604,422,320,26,1373,1237,87,2692,0,0,0,0,0,0,0,0,12,3,4,0,22,117,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,18,5,4,0,25,119,3,144,0,3,0,0,6,6,0,8,2704,3231,1211,101,7245,3382,290,10917
POA3197,763,1105,306,10,2186,420,41,2655,139,97,91,0,334,269,18,620,261,210,118,8,601,270,28,892,405,310,211,11,936,531,49,1516,81,42,30,3,156,302,12,462,25,7,15,0,53,50,9,111,21,5,16,0,46,75,5,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,58,58,3,248,427,18,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,4,3,0,6,1297,1469,588,25,3379,1388,108,4877
POA3198,1272,1642,774,76,3765,1333,193,5295,185,77,129,16,406,756,29,1190,139,88,56,11,286,169,19,479,321,167,191,18,695,923,50,1666,5,3,6,0,16,60,0,80,13,3,17,0,30,64,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,3,22,8,19,5,51,130,0,182,0,0,0,0,0,0,0,0,3,0,0,0,3,35,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,6,36,0,43,3,0,0,0,6,4,0,8,1617,1817,991,101,4521,2420,245,7191
POA3199,4438,5516,2508,174,12640,3851,529,17014,548,186,329,29,1088,1781,96,2959,183,141,155,16,496,387,51,933,738,321,486,41,1587,2164,142,3892,128,43,76,4,263,532,32,825,17,8,6,0,26,31,7,68,23,0,12,0,40,61,3,116,0,0,6,0,3,23,0,24,0,0,0,0,0,9,0,8,173,57,101,4,336,659,48,1040,0,0,0,0,0,7,0,7,5,0,0,0,3,21,0,27,0,0,0,0,0,0,0,0,4,8,0,0,13,4,0,20,9,8,0,0,19,25,0,45,4,6,0,0,9,13,0,22,5364,5908,3101,223,14590,6720,716,22026
POA3200,365,399,418,49,1233,660,113,1998,10,0,8,0,22,67,4,96,9,13,16,0,37,12,0,47,20,10,27,0,55,80,8,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,380,414,442,49,1290,738,120,2148
POA3201,1528,2333,1016,74,4952,1402,205,6563,228,174,164,13,578,553,32,1162,91,70,92,12,261,191,25,474,317,241,257,23,844,744,51,1630,0,0,0,0,0,0,0,0,7,0,0,0,7,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,10,0,16,11,3,0,0,16,21,0,34,0,0,5,0,3,15,0,17,9,0,6,0,12,41,0,47,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,5,0,11,51,0,69,0,0,0,0,5,3,0,3,1861,2585,1285,100,5823,2218,257,8307
POA3202,171,394,91,11,669,99,24,788,11,8,5,0,26,44,0,74,10,12,8,0,21,7,0,29,20,17,10,0,48,51,0,102,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,9,6,10,0,28,41,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,9,0,34,38,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,204,422,117,11,750,195,24,965
POA3204,1472,3395,732,71,5664,1112,148,6923,326,333,163,17,844,480,54,1381,295,594,188,14,1082,184,38,1309,622,927,352,25,1929,667,91,2683,327,177,126,20,650,695,102,1450,176,69,65,8,311,219,47,575,170,82,70,6,332,257,32,619,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,6,675,335,264,28,1296,1170,184,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,0,24,20,5,47,10,10,3,0,24,22,5,51,4,3,0,0,14,5,4,21,2786,4667,1349,121,8927,2971,428,12329
POA3205,74,107,26,0,196,53,9,259,260,218,72,8,560,291,49,899,308,281,111,21,722,305,45,1069,564,496,183,35,1275,591,95,1967,42,9,8,0,62,132,12,204,21,7,3,3,35,68,3,107,196,48,94,10,342,461,33,838,633,167,71,28,894,1043,163,2100,0,0,0,0,4,0,0,4,886,228,177,38,1330,1707,210,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,5,21,22,9,50,10,6,0,5,21,22,9,50,5,0,0,0,8,13,0,19,1541,841,383,73,2832,2391,321,5547
POA3206,211,269,65,11,551,152,13,719,497,519,134,16,1168,456,56,1678,244,327,73,7,646,164,26,835,742,848,209,20,1819,621,75,2510,37,26,15,0,79,108,5,190,62,40,18,4,120,183,25,324,37,14,14,3,66,125,0,195,31,5,4,0,41,129,0,170,4,8,5,0,12,4,0,17,170,95,51,9,316,553,32,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,14,3,3,0,0,10,0,0,13,0,0,0,0,0,7,0,3,1125,1213,324,35,2699,1328,122,4147
POA3207,150,177,31,3,364,84,17,467,395,407,129,17,951,425,67,1434,529,641,216,29,1414,458,123,1999,926,1050,344,46,2365,879,189,3434,46,23,16,5,84,84,5,173,115,83,70,3,276,383,27,688,563,170,136,13,883,952,49,1886,418,122,57,3,603,528,32,1163,0,0,0,0,0,0,0,6,1142,399,280,25,1850,1956,109,3912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,9,0,0,0,0,8,6,0,17,0,4,4,0,0,0,0,9,2219,1637,660,75,4586,2927,315,7830
POA3211,108,173,42,0,326,65,14,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,174,43,0,328,64,14,406
POA3212,1601,2312,666,48,4616,1020,126,5768,153,79,55,6,301,264,16,571,4,0,6,0,17,8,5,31,162,83,67,6,314,268,13,597,4,3,0,0,12,39,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,12,43,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,3,0,0,10,1764,2396,730,57,4951,1337,146,6427
POA3213,410,664,146,9,1229,199,26,1446,10,5,0,0,8,20,3,38,0,0,0,0,6,0,0,0,7,6,0,0,14,21,3,38,5,8,7,0,20,26,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,7,0,21,26,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,425,677,151,9,1261,250,28,1537
POA3214,1687,1844,1736,173,5439,2411,400,8255,69,42,90,16,215,538,26,779,24,17,15,0,54,45,5,110,92,55,101,16,267,582,31,884,19,11,17,0,45,51,6,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,11,17,0,47,57,6,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,5,0,46,20,5,61,15,27,5,0,46,20,5,61,0,0,0,0,0,6,0,6,1806,1943,1856,195,5797,3075,440,9312
POA3215,2057,2131,920,86,5196,2006,249,7452,160,61,69,11,300,487,45,837,78,38,24,7,148,91,16,252,237,105,96,12,446,575,69,1089,44,35,42,0,119,159,8,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,36,42,0,117,159,8,286,0,0,0,0,0,0,0,0,9,0,0,0,9,9,0,22,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,6,10,0,0,0,14,10,0,29,0,3,0,0,5,4,0,12,2352,2270,1058,100,5781,2764,323,8867
POA3216,5390,6671,1869,200,14130,3998,861,18984,553,189,203,22,963,1717,86,2759,99,55,50,8,208,176,27,409,655,244,248,26,1172,1896,108,3171,11,10,9,0,28,54,11,95,5,0,0,0,5,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,22,10,9,0,32,70,11,119,0,0,0,0,0,8,0,10,24,9,12,0,40,122,4,162,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,22,9,12,5,43,131,4,179,10,4,0,0,14,15,0,37,6097,6930,2144,225,15391,6106,986,22490
POA3217,1795,2675,730,74,5271,1007,389,6673,38,80,28,0,141,29,15,188,15,4,12,0,30,11,4,49,47,88,36,0,171,45,20,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,13,0,18,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,8,13,0,29,0,4,3,0,7,0,0,11,1847,2766,774,78,5460,1068,410,6939
POA3218,1228,1606,480,37,3352,1161,209,4725,76,36,27,0,146,265,19,426,37,27,19,0,89,71,15,169,117,66,47,3,233,337,28,602,154,56,48,7,266,598,46,905,5,0,6,0,12,42,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,54,52,7,269,639,50,961,5,0,0,0,3,18,0,20,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,3,0,0,0,4,8,5,14,7,0,0,0,9,42,5,52,0,0,0,0,0,0,5,4,1509,1732,577,52,3872,2180,295,6345
POA3219,1928,1636,1057,105,4721,2184,332,7243,155,64,84,14,314,760,63,1133,20,14,9,0,46,55,11,108,178,72,91,11,357,819,68,1246,28,10,10,0,50,79,4,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,28,10,14,0,53,81,4,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,14,2132,1723,1167,125,5140,3097,406,8645
POA3220,1322,1628,404,28,3381,1087,201,4675,178,75,53,0,311,578,41,938,185,93,56,14,340,159,56,557,360,167,114,13,653,732,101,1488,33,10,12,5,55,121,11,192,15,6,8,0,30,56,12,96,65,19,13,3,94,185,23,300,57,4,4,5,68,59,7,134,0,0,0,0,0,0,0,0,175,42,23,12,254,420,50,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,4,5,0,15,10,0,27,11,5,5,0,21,13,0,32,3,3,0,0,9,9,0,22,1873,1843,539,58,4317,2262,355,6934
POA3221,83,112,23,5,222,37,3,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,112,23,5,222,36,3,261
POA3222,2356,2042,755,56,5214,1527,136,6880,47,8,16,3,73,151,9,228,8,6,5,0,20,16,0,35,50,12,27,6,92,164,8,270,14,0,0,0,16,14,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,4,19,0,0,0,15,17,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2433,2051,781,65,5325,1710,152,7182
POA3223,1642,654,280,45,2621,1107,83,3809,27,6,17,0,56,124,0,183,33,7,16,0,59,29,3,102,60,21,31,3,115,159,8,278,7,3,0,0,8,6,0,13,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,8,6,0,15,3,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6,7,0,17,8,0,0,0,8,4,0,11,1722,679,314,47,2760,1282,93,4135
POA3224,1695,1725,588,43,4053,1094,96,5238,88,14,38,6,144,198,4,341,3,0,4,0,9,3,0,9,91,14,40,6,145,201,4,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,5,15,0,3,0,15,67,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,4,0,18,71,4,96,0,0,0,0,0,0,0,7,1802,1735,637,47,4220,1375,105,5699
POA3225,867,428,121,6,1422,555,19,2000,62,11,4,0,72,86,0,163,16,3,3,0,21,15,0,35,74,16,10,0,96,99,0,198,10,3,0,0,13,25,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,13,27,0,39,0,0,0,0,0,0,0,0,4,0,0,0,12,24,0,34,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,9,0,0,0,15,27,0,38,3,0,0,0,3,0,0,3,961,449,131,6,1549,705,19,2273
POA3226,2010,2081,552,26,4667,1332,138,6136,51,25,21,4,103,109,6,214,80,25,20,0,127,48,4,175,132,52,38,4,225,161,9,393,4,0,0,0,4,13,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,13,0,20,0,0,0,0,0,0,0,0,4,0,0,0,5,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,15,0,0,0,0,0,3,0,3,2149,2135,592,28,4905,1519,146,6567
POA3227,629,619,142,16,1401,355,29,1790,12,8,5,0,33,37,0,65,20,8,4,0,32,14,0,48,27,25,11,0,66,51,0,115,11,4,3,0,19,23,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,0,19,23,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,672,642,154,18,1492,438,32,1959
POA3228,2276,3132,592,46,6050,1325,254,7627,70,28,26,4,128,133,14,277,86,55,42,0,188,105,17,304,161,86,65,4,314,235,36,588,4,0,0,0,5,11,0,16,8,3,0,0,11,14,0,30,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,18,27,0,48,3,0,0,0,3,4,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,17,7,0,0,0,6,9,0,12,2458,3227,661,49,6393,1603,290,8292
POA3230,455,275,63,4,799,316,35,1156,9,0,3,0,16,23,0,38,15,7,5,0,32,6,0,36,26,7,14,0,48,29,0,81,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,5,0,8,0,0,0,0,0,0,0,6,489,291,73,4,853,354,38,1245
POA3231,249,136,48,7,442,175,8,620,0,0,0,0,0,3,0,3,5,0,0,0,5,0,0,5,5,0,0,0,5,3,0,8,5,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,255,139,50,7,444,179,8,637
POA3232,149,87,34,5,273,136,14,429,6,0,0,0,6,0,0,6,5,0,3,0,12,16,0,38,13,0,3,0,15,16,3,35,3,0,0,0,3,12,0,12,0,0,0,0,0,0,0,3,4,0,0,0,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,17,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,4,0,7,0,0,0,0,0,5,0,0,170,88,39,7,303,175,25,502
POA3233,301,151,69,9,522,280,25,826,6,5,8,0,15,29,6,52,4,9,5,0,16,18,0,36,12,12,5,0,38,44,5,88,9,0,4,0,11,18,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,12,19,3,32,3,0,0,0,3,0,0,9,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,5,3,0,0,0,12,7,0,17,0,0,0,0,3,3,0,7,329,169,78,9,581,349,27,963
POA3234,26,16,3,0,46,40,5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,25,18,3,0,52,40,5,90
POA3235,65,46,22,0,136,32,3,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,46,22,0,136,30,3,171
POA3236,31,13,16,0,64,24,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,16,0,67,24,0,96
POA3237,36,20,8,0,63,35,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,8,0,63,35,3,102
POA3238,37,16,9,0,62,37,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,41,19,9,0,67,40,0,108
POA3239,63,41,15,0,118,59,5,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,66,39,15,0,121,59,5,184
