POA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
POA3038,0,0,6,64,104,28,74,14,13,4,8,7,3,0,6,337,3,7,18,41,73,7,0,0,0,0,0,0,0,0,0,154,0,0,0,3,16,4,18,0,0,0,0,0,0,0,0,46,0,0,0,4,11,6,13,5,0,0,5,4,7,0,0,61,0,3,16,5,65,33,83,33,0,4,8,12,4,6,6,273,0,0,0,0,0,3,8,5,0,0,0,0,0,0,0,19,0,0,0,5,6,0,11,6,0,0,3,4,0,0,4,45,4,37,115,64,32,23,41,32,10,4,9,0,0,0,6,381,0,0,0,4,8,10,10,10,0,0,0,0,0,0,0,43,0,0,4,144,356,134,81,50,18,18,4,20,5,0,14,859,21,229,480,633,362,231,177,122,36,30,19,16,6,4,41,2414,62,635,1977,1796,1678,878,1076,618,136,129,157,147,46,21,166,9523
POA3039,0,0,3,7,14,8,20,21,5,12,19,15,6,3,0,130,0,0,11,0,9,3,4,0,0,0,0,0,0,0,0,40,0,0,0,0,3,6,5,10,0,3,4,6,0,0,0,52,0,0,0,0,9,5,6,4,0,0,6,3,0,0,6,40,0,0,5,3,3,11,6,4,3,4,7,0,0,0,0,60,0,0,0,0,0,4,4,9,0,0,0,6,0,0,0,27,0,0,0,6,0,6,10,8,0,0,0,3,0,0,5,44,13,44,69,68,45,29,70,60,13,11,17,15,9,0,5,466,0,0,0,4,15,13,16,16,7,7,10,3,8,0,3,113,0,0,0,37,65,18,16,15,6,0,4,6,0,0,0,167,6,30,87,79,101,74,127,99,34,52,55,50,20,3,13,827,51,392,571,365,428,380,668,590,173,216,289,262,93,22,87,4576
POA3040,0,0,0,13,25,19,21,20,4,7,3,9,3,4,0,124,6,4,10,3,21,6,0,9,0,0,0,4,0,0,0,63,0,0,0,8,5,3,15,9,0,5,0,3,3,0,0,60,0,0,3,6,11,10,13,3,0,5,10,5,0,4,0,76,0,0,10,14,21,23,37,26,12,16,7,14,4,0,4,183,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,21,0,0,0,0,6,12,17,15,9,5,3,5,0,0,3,65,16,49,131,70,62,51,94,74,11,3,4,7,7,0,10,586,0,0,0,14,4,6,21,11,4,3,9,8,0,0,7,88,0,0,0,45,98,51,30,40,13,7,13,9,5,0,7,311,31,69,115,123,104,122,170,139,44,48,48,62,14,5,21,1101,90,546,824,510,638,575,1001,796,262,262,277,309,89,31,93,6308
POA3041,0,0,0,0,3,8,9,12,8,5,3,3,3,4,0,58,0,0,0,0,15,6,5,0,0,0,0,0,0,0,0,27,0,0,0,3,0,3,11,9,5,0,0,0,0,0,0,29,0,4,0,5,0,3,11,5,4,0,0,0,0,5,0,35,0,0,4,6,19,17,35,14,0,0,4,5,0,0,0,100,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,10,5,7,0,4,0,0,0,0,31,15,31,49,34,40,25,42,25,7,4,3,0,0,0,3,280,0,0,0,5,5,3,14,7,0,0,3,0,0,0,0,38,0,0,0,9,31,20,16,14,4,5,4,0,3,0,0,109,14,30,41,92,65,87,90,60,11,8,18,19,3,0,4,544,59,259,316,282,326,322,542,340,98,65,118,89,30,21,42,2893
POA3042,0,0,0,8,19,17,14,16,3,0,0,4,0,0,0,93,4,3,3,11,11,8,5,0,0,0,0,6,0,0,0,53,0,0,0,4,6,0,3,0,0,0,6,0,3,0,0,21,0,0,0,5,0,6,14,10,0,3,0,3,0,0,0,43,0,0,10,0,21,29,20,0,0,0,0,8,0,0,0,99,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,4,3,16,21,8,10,4,4,0,0,0,63,9,40,85,38,35,24,56,36,4,0,9,0,4,0,5,342,0,4,5,0,4,8,7,3,0,0,0,0,0,0,0,38,0,0,0,15,30,16,10,5,0,0,3,7,5,9,5,110,18,97,123,107,74,77,75,55,20,28,17,14,14,4,11,726,85,596,873,390,391,364,506,364,79,92,98,102,28,17,86,4082
POA3043,0,0,6,24,51,30,46,30,4,14,8,12,3,0,6,228,0,8,6,3,20,5,0,5,0,0,0,0,0,0,0,47,0,0,0,0,4,3,5,0,3,0,0,0,0,0,0,18,0,0,0,3,4,0,8,5,0,6,4,0,3,0,3,34,0,0,10,45,40,73,52,32,4,3,3,14,0,0,3,289,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,7,22,9,7,4,3,3,0,0,0,61,11,49,130,36,23,17,43,23,3,0,5,0,0,3,10,354,0,3,0,0,4,4,13,0,0,4,0,0,0,0,0,28,0,0,0,12,21,19,15,10,0,0,0,3,0,0,0,87,16,102,223,171,153,179,132,134,154,90,151,84,12,3,24,1632,77,477,1016,616,673,620,802,524,240,172,231,193,31,21,117,5815
POA3044,0,0,0,6,34,13,33,46,13,20,10,33,5,0,7,213,3,8,6,8,15,5,3,3,0,0,0,0,0,0,0,54,0,0,0,6,6,4,21,3,0,5,4,0,0,0,0,54,0,0,0,3,14,8,27,13,0,6,4,3,0,4,0,83,0,0,3,10,23,26,53,29,3,3,6,12,17,6,3,196,0,0,0,0,0,4,17,0,3,0,0,0,0,0,0,28,0,0,0,3,4,10,19,24,4,9,5,8,0,0,0,80,8,41,82,60,80,66,121,79,11,22,16,8,0,0,16,609,0,0,0,3,13,6,30,25,5,3,8,8,3,0,6,126,0,0,0,28,55,27,61,22,4,6,3,11,4,4,0,237,17,93,132,176,197,140,201,191,58,72,63,49,21,12,23,1434,109,789,1065,612,769,620,1402,1075,258,352,290,342,120,46,151,7999
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13
POA3046,0,0,0,23,60,51,91,77,14,23,29,42,13,0,15,435,18,13,20,8,48,19,3,9,0,0,0,0,0,0,8,142,0,0,0,0,6,11,17,6,0,0,0,8,0,0,0,52,0,0,3,0,8,12,16,7,0,12,0,0,0,0,0,63,0,0,10,7,30,53,100,68,26,28,19,17,6,0,5,365,0,0,0,0,0,4,3,11,0,3,0,0,0,0,0,29,0,0,0,0,12,9,20,34,6,3,3,10,0,0,0,102,14,55,87,45,57,51,92,91,16,14,5,12,0,0,15,551,0,0,0,3,9,11,15,23,7,0,4,0,3,0,0,85,0,0,0,33,95,68,51,44,9,4,9,8,3,8,7,333,56,188,229,320,312,334,411,313,158,126,107,95,22,8,65,2761,173,907,1132,884,1041,1203,2537,2277,693,858,1010,1037,356,65,414,14572
POA3047,0,0,0,4,51,54,54,40,0,11,18,42,5,0,4,285,4,0,3,0,10,0,5,0,0,0,0,0,0,0,6,20,0,0,0,0,0,3,17,0,0,4,0,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,5,9,3,14,15,33,54,20,16,18,24,14,0,9,217,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,7,7,10,13,4,0,5,0,0,0,4,60,0,25,75,21,8,4,12,7,0,0,0,0,0,0,19,179,0,0,0,0,9,3,6,0,4,0,0,0,0,0,0,17,0,0,0,31,118,62,46,40,14,8,10,10,0,0,44,365,8,51,242,443,401,438,472,408,254,149,140,119,25,15,215,3379,23,173,534,754,871,1083,1769,1693,603,550,638,683,204,35,546,10154
POA3048,0,0,0,7,48,44,35,25,3,6,15,4,0,0,4,197,0,0,3,3,24,9,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,6,11,9,0,0,0,0,0,0,0,23,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,12,0,0,7,4,25,23,10,3,0,0,3,5,0,0,0,82,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,20,0,4,7,0,0,0,0,3,43,4,15,65,13,8,0,9,0,0,0,0,0,0,0,5,124,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,4,39,190,89,48,16,5,4,3,7,3,0,21,417,3,48,337,673,587,451,465,331,289,120,82,68,18,4,82,3553,21,117,597,934,1178,1143,1556,1090,499,354,268,278,86,24,181,8326
POA3049,0,0,0,8,24,18,14,13,3,0,0,4,0,0,0,95,0,0,3,4,9,3,3,0,0,0,0,0,0,0,0,24,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,18,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,6,0,0,9,12,30,23,31,4,6,0,0,4,6,0,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,6,0,0,4,0,3,0,4,23,3,35,73,39,36,9,16,9,0,0,0,0,0,0,8,223,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,10,18,17,4,10,0,0,0,0,3,0,3,69,6,42,126,115,87,105,74,65,41,32,18,30,10,0,24,783,28,218,484,288,338,282,327,259,76,76,61,68,46,3,73,2630
POA3051,0,0,0,3,22,10,28,37,12,6,17,12,4,3,4,159,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,17,0,0,0,5,6,17,35,21,4,4,7,7,3,0,0,107,0,0,0,4,0,8,19,8,0,0,4,0,0,0,0,53,0,0,5,0,10,3,15,9,3,9,4,3,6,9,0,68,0,0,0,0,3,10,11,26,7,4,14,5,4,0,5,96,0,0,0,0,3,8,15,15,4,10,3,13,4,3,0,78,3,21,40,40,47,43,97,32,14,29,15,14,9,9,5,411,0,0,0,9,13,13,38,31,11,5,6,12,8,0,3,157,0,0,0,53,96,66,60,45,9,25,18,22,17,0,11,415,4,3,41,49,121,267,309,199,72,83,112,110,55,10,27,1462,9,61,137,234,545,792,1274,1027,350,434,473,538,259,80,83,6306
POA3052,0,0,0,0,8,5,14,6,10,0,0,5,7,0,3,56,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,0,0,0,0,5,6,32,11,3,0,0,9,9,7,5,85,0,0,4,0,4,3,13,4,0,4,4,0,0,0,0,40,0,0,0,5,8,4,14,12,0,6,3,5,10,0,0,56,0,0,0,0,3,8,3,7,0,0,5,0,0,0,0,31,0,0,0,0,4,6,10,0,0,6,4,0,0,3,0,27,4,9,30,28,17,26,98,29,7,0,4,11,10,7,4,278,0,0,0,0,4,12,23,15,0,5,7,4,12,6,3,102,0,0,0,20,20,6,3,13,5,11,5,5,0,0,0,82,7,10,11,20,18,40,96,76,30,38,60,79,33,8,11,519,17,46,80,106,169,238,597,416,141,150,202,247,169,66,57,2698
POA3053,0,0,0,0,11,12,35,24,4,12,16,52,12,0,0,179,0,5,6,3,3,0,0,5,0,0,0,0,0,0,0,21,0,0,3,0,3,14,45,18,14,14,7,13,10,0,0,153,0,0,5,4,4,10,19,5,5,0,3,3,3,0,0,72,0,0,0,6,5,5,16,17,13,14,18,22,13,0,0,136,0,0,0,0,7,9,18,30,17,16,11,11,9,0,4,130,0,0,0,0,7,9,27,20,12,12,18,25,20,0,3,154,3,21,23,19,33,49,87,35,16,21,27,24,22,10,16,405,0,0,3,3,6,14,33,31,3,15,11,21,13,11,0,171,0,0,0,18,48,35,46,39,13,15,29,29,25,0,16,314,6,16,42,37,80,230,279,168,58,71,97,200,110,15,25,1433,25,129,147,158,351,620,1255,1285,551,811,918,1434,762,175,186,8802
POA3054,0,0,0,0,3,3,0,0,8,3,0,3,0,0,0,23,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,21,0,0,8,0,3,9,14,4,3,0,4,0,0,0,0,42,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,11,5,28,44,25,43,49,62,56,9,12,15,18,3,5,5,379,0,0,5,13,13,14,28,11,4,4,6,6,0,0,4,109,0,0,0,3,13,4,4,3,0,0,0,0,0,0,0,29,9,19,26,20,40,41,67,35,12,12,24,25,8,0,6,340,39,171,174,139,205,200,306,224,64,77,84,84,25,17,43,1853
POA3055,0,0,6,11,27,18,23,20,0,5,17,16,4,0,0,132,0,0,0,0,5,0,5,3,0,0,4,0,0,0,0,19,0,0,0,0,4,6,20,15,3,0,4,6,0,0,0,56,0,0,5,10,0,3,16,0,0,0,0,0,0,0,0,43,0,5,0,7,12,9,20,5,9,0,4,5,4,0,0,84,0,0,0,0,7,0,3,7,0,0,0,0,0,0,0,21,0,0,0,0,4,6,7,5,0,0,3,0,0,0,3,40,9,22,39,38,45,48,103,80,17,16,14,13,10,12,12,466,0,0,0,7,6,10,24,17,5,3,6,8,3,0,0,89,0,0,0,12,21,10,12,13,12,0,3,7,0,0,0,98,16,20,58,69,80,91,147,125,41,56,66,68,25,3,12,865,35,283,509,314,389,410,775,593,174,223,265,259,98,26,75,4423
POA3056,0,0,0,0,20,11,20,29,9,6,7,15,0,3,5,132,0,0,6,0,12,9,4,0,0,3,0,3,0,0,0,38,0,0,0,3,9,17,18,15,0,7,3,5,0,0,4,81,0,0,6,3,13,20,28,14,6,0,3,3,7,0,0,100,0,0,4,3,9,8,18,8,3,3,3,0,0,0,5,65,0,0,0,0,14,0,15,7,3,3,5,5,0,0,0,54,0,0,0,0,6,9,12,11,0,8,0,6,0,0,0,49,6,31,80,82,113,133,232,165,37,43,34,55,20,4,24,1059,0,0,9,12,27,42,72,64,9,19,16,32,16,5,0,324,0,0,0,32,53,17,10,14,11,6,10,11,0,0,9,176,6,33,84,139,121,134,184,198,72,70,64,95,24,5,17,1260,23,441,905,639,669,770,1247,1057,320,335,392,466,184,48,130,7621
POA3057,0,0,0,3,13,13,18,15,7,0,5,7,0,0,0,83,0,0,0,4,7,4,0,6,0,0,0,0,0,0,0,24,0,0,0,4,5,13,22,8,5,0,0,4,6,0,0,60,0,0,0,0,8,12,22,7,0,0,0,0,0,0,0,59,0,0,4,0,4,7,8,7,3,0,3,3,0,0,0,37,0,0,0,0,0,6,10,9,0,0,0,3,0,0,0,28,0,0,0,0,9,5,12,3,3,0,0,4,0,0,0,37,0,16,34,34,70,67,139,100,30,30,34,27,14,5,9,601,0,0,0,9,24,20,29,38,17,21,6,14,6,3,0,182,0,0,0,3,33,12,11,8,3,0,3,8,0,0,4,82,6,20,50,48,71,84,107,134,39,48,52,58,8,4,9,734,20,190,378,229,377,425,728,644,192,210,230,240,69,18,60,3997
POA3058,0,0,3,10,41,17,39,19,6,8,15,18,6,0,4,199,0,5,9,0,21,6,11,3,0,0,0,0,0,0,0,59,0,0,3,3,15,17,17,18,8,8,4,0,0,0,0,87,0,0,0,10,17,11,21,11,7,9,0,0,0,0,0,87,0,0,4,13,28,16,17,5,4,3,3,0,0,0,0,90,0,0,0,0,7,10,7,11,0,0,0,0,0,0,0,37,0,0,0,0,3,13,35,16,3,3,3,0,0,0,0,91,6,36,115,85,101,114,254,139,28,44,20,13,3,0,16,982,0,0,7,15,28,34,55,45,5,16,5,10,4,0,5,221,0,3,0,34,65,36,25,8,7,4,4,4,0,0,6,203,15,63,190,300,247,185,250,183,52,62,46,82,17,4,32,1731,92,851,1751,1161,1091,995,1628,1106,274,383,380,389,85,40,241,10458
POA3059,0,0,0,16,48,36,59,56,7,5,4,11,8,0,3,259,0,0,4,0,31,0,5,0,0,0,0,0,0,0,0,43,0,0,0,0,15,0,24,10,5,0,0,0,0,0,0,53,0,0,0,4,4,7,4,8,0,0,0,0,0,0,0,31,0,4,3,23,53,65,157,110,26,12,4,8,3,0,3,469,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,11,0,0,0,4,3,6,6,3,0,4,0,0,0,0,3,38,5,15,43,22,25,15,42,25,4,0,0,4,0,0,4,209,0,0,0,3,3,4,18,3,3,0,3,3,0,0,0,46,0,0,0,6,24,10,9,14,0,0,3,0,0,0,0,70,13,55,233,388,333,345,279,143,51,30,26,25,6,8,29,1977,41,412,866,753,888,1058,1540,872,210,155,121,108,46,13,114,7183
POA3060,0,0,0,0,40,35,25,22,6,0,7,5,3,8,6,157,4,0,3,4,4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,6,0,3,4,0,3,0,0,0,0,0,16,0,0,0,0,3,6,0,0,3,0,0,0,0,0,0,12,0,0,0,3,7,26,34,18,5,3,6,3,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,3,0,0,3,0,0,0,25,5,9,8,9,15,4,35,27,0,0,0,0,0,0,7,116,0,0,0,0,3,3,4,8,0,9,0,0,0,0,0,29,0,0,0,12,33,26,5,13,0,4,0,9,0,0,9,100,13,67,81,145,112,100,118,88,30,42,38,42,11,0,20,902,58,568,691,387,513,570,1210,892,213,328,352,359,117,27,172,6451
POA3061,0,0,0,0,8,6,5,0,0,0,5,5,0,0,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,6,8,0,0,3,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21,14,18,8,0,0,0,0,0,0,0,57,0,20,74,109,77,49,46,29,17,22,16,5,0,0,19,489,11,151,358,278,215,285,441,258,75,70,50,65,15,3,60,2338
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,7,8,0,0,0,0,0,0,0,0,39,0,12,11,15,12,14,16,5,0,4,0,0,0,0,4,88
POA3064,0,0,0,29,305,290,678,396,91,87,96,64,27,6,17,2081,3,0,6,0,55,26,8,5,0,0,0,0,0,0,0,113,0,0,0,3,18,12,133,54,16,4,14,10,0,0,0,260,0,0,0,9,13,19,54,23,0,7,13,3,0,0,6,157,0,0,8,22,119,491,977,494,93,97,131,120,31,7,28,2618,0,0,0,0,0,0,14,7,0,3,9,4,0,0,0,38,0,0,0,0,33,38,80,43,13,12,18,7,0,0,15,269,13,75,231,108,108,38,137,110,12,16,12,13,9,0,24,900,0,0,0,3,6,13,39,46,8,8,5,9,4,0,0,149,0,0,0,24,112,61,95,53,14,4,12,14,0,0,18,412,14,123,546,924,1303,1487,2006,1528,978,593,353,339,76,44,242,10563,67,477,1565,1777,3016,5635,16684,11109,3796,3153,2509,3404,1029,251,938,55402
POA3065,0,0,0,0,12,6,9,0,0,0,0,0,0,0,0,32,0,0,0,6,7,3,0,0,0,0,0,0,0,0,0,15,0,0,4,0,4,4,10,0,0,0,0,0,0,0,0,27,0,0,0,7,14,11,9,3,4,0,0,0,0,0,0,44,0,0,0,9,4,3,5,0,0,0,0,0,0,0,0,23,0,0,0,0,3,4,3,0,6,4,0,0,0,0,0,16,0,0,0,0,3,9,8,5,0,0,0,0,0,0,0,31,13,14,54,37,58,58,81,74,20,35,43,53,16,13,3,564,0,0,4,10,10,26,28,24,4,13,13,9,9,6,0,159,0,0,0,28,92,78,61,34,9,5,8,6,7,8,8,340,0,16,37,45,63,81,228,125,32,20,29,35,19,9,12,768,23,82,173,200,377,497,682,438,112,132,165,197,87,54,68,3268
POA3066,0,0,0,0,12,10,7,9,8,3,3,8,0,3,0,57,0,0,0,0,11,0,0,0,3,3,0,0,0,0,0,20,0,0,4,0,5,10,14,8,3,0,0,0,0,0,0,53,0,0,0,0,5,13,21,5,0,0,0,0,0,0,0,49,0,0,0,0,6,9,6,0,0,0,0,0,0,0,0,28,0,0,0,0,0,3,7,6,0,0,0,3,0,0,0,24,0,0,0,0,0,10,14,10,0,0,3,0,0,0,5,44,6,7,23,24,35,50,73,69,24,36,42,42,25,8,14,481,0,0,0,3,3,9,21,25,9,7,13,24,4,4,0,136,0,0,0,30,81,81,36,18,3,3,3,5,4,0,19,284,0,10,28,34,45,93,187,186,67,39,41,56,21,6,25,838,6,43,111,141,317,476,621,538,167,154,187,237,83,46,74,3198
POA3067,0,0,0,0,11,14,21,20,5,9,14,13,3,0,0,113,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,15,0,0,0,3,6,11,12,16,5,0,0,5,0,0,0,59,0,0,0,3,13,16,17,7,0,3,0,4,0,0,0,61,0,0,0,0,4,6,16,6,0,0,3,0,3,0,0,39,0,0,0,0,4,6,4,9,0,0,3,0,0,0,0,27,0,0,0,0,3,8,18,12,6,8,0,7,0,0,0,58,5,14,31,25,38,42,70,75,14,24,20,27,13,5,7,417,0,0,0,5,5,12,12,27,4,9,11,4,8,0,0,108,0,0,0,58,113,59,40,27,16,3,10,12,7,0,9,353,0,14,10,25,36,49,72,84,36,43,45,59,28,0,7,512,10,67,137,166,347,364,523,539,163,186,201,220,95,24,47,3097
POA3068,0,0,0,6,12,7,5,7,0,0,7,0,0,0,0,47,0,3,0,0,10,0,0,3,0,6,0,0,0,0,0,26,0,0,0,0,7,6,10,5,0,3,0,0,0,0,0,49,0,0,5,8,15,20,27,10,4,0,5,3,0,0,0,90,0,0,0,3,13,8,7,0,0,0,0,0,0,0,3,43,0,0,0,3,4,6,9,6,0,0,0,4,0,0,0,24,0,0,0,7,0,3,7,7,3,0,0,5,0,0,0,36,13,65,138,104,111,109,167,137,26,38,44,40,20,12,17,1043,0,3,4,18,24,34,41,44,16,12,21,21,13,7,14,263,0,0,0,18,44,33,19,13,6,0,0,0,0,0,0,136,15,29,66,75,74,115,147,92,27,26,41,43,22,0,22,792,64,326,513,396,526,594,750,560,155,137,178,168,83,33,106,4582
